Orthogroup	schistosoma_mansoni	s.mekongi
OG0004637	Smp_129970.1	KAK4468297.1
OG0004638	Smp_079910.1	KAK4476256.1
OG0004639	Smp_020800.1, Smp_020800.2	KAK4468104.1
OG0004640	Smp_333290.1	KAK4472930.1
OG0004641	Smp_009560.1	KAK4469661.1
OG0004642	Smp_021070.1	KAK4469921.1
OG0004644	Smp_136740.1	KAK4471198.1
OG0004645	Smp_085650.1	KAK4468702.1
OG0004646	Smp_042790.1	KAK4470347.1
OG0004647	Smp_136010.1	KAK4474655.1
OG0004648	Smp_134640.1	KAK4469456.1
OG0004649	Smp_052710.1	KAK4472267.1
OG0004650	Smp_151670.1	KAK4473018.1, KAK4468326.1, KAK4473017.1
OG0004651	Smp_347190.1	KAK4474537.1
OG0004652	Smp_334450.1, Smp_326830.1	KAK4467396.1, KAK4475733.1
OG0004653	Smp_087870.1	KAK4468658.1
OG0004654	Smp_346570.1	KAK4470930.1
OG0004655	Smp_051220.1	KAK4475336.1
OG0004656	Smp_210740.1	KAK4467933.1
OG0004658	Smp_095130.1	KAK4476185.1, KAK4476187.1
OG0004659	Smp_074450.1	KAK4474896.1
OG0004660	Smp_244640.1	KAK4475945.1
OG0004661	Smp_165540.1	KAK4476140.1
OG0004663	Smp_347060.1	KAK4468599.1
OG0004664	Smp_128840.1	KAK4469538.1
OG0004665	Smp_170810.1	KAK4470215.1, KAK4467270.1
OG0004668	Smp_342840.1	KAK4469949.1, KAK4469948.1
OG0004669	Smp_031190.1	KAK4467560.1, KAK4475693.1
OG0004670	Smp_300070.1, Smp_300080.1	KAK4468623.1
OG0004671	Smp_065240.1	KAK4469285.1
OG0004672	Smp_343990.1	KAK4469804.1
OG0004673	Smp_214180.1	KAK4472133.1
OG0004674	Smp_161870.1	KAK4472651.1
OG0004675	Smp_161060.1	KAK4472733.1
OG0004676	Smp_319060.1	KAK4473968.1
OG0004677	Smp_320400.1	KAK4473982.1
OG0004678	Smp_074560.1, Smp_074560.2, Smp_074560.3	KAK4474893.1
OG0004687	Smp_131680.2, Smp_131680.1	KAK4469353.1
OG0004688	Smp_300940.1	KAK4467662.1
OG0004689	Smp_127710.1	KAK4467742.1
OG0004690	Smp_139430.1, Smp_139430.2	KAK4467859.1, KAK4467860.1
OG0004691	Smp_010620.1, Smp_010620.2	KAK4467732.1
OG0004692	Smp_341020.1	KAK4474683.1
OG0004693	Smp_024860.1	KAK4468545.1
OG0004694	Smp_018010.1	KAK4474396.1
OG0004695	Smp_063520.1	KAK4469651.1
OG0004696	Smp_213570.1	KAK4470070.1
OG0004697	Smp_070860.1, Smp_070860.2	KAK4470700.1
OG0004698	Smp_034550.1	KAK4472425.1
OG0004700	Smp_332250.1	KAK4468913.1
OG0004701	Smp_141120.1	KAK4472827.1
OG0004702	Smp_167240.1, Smp_213840.1	KAK4472532.1, KAK4472533.1
OG0004703	Smp_167860.1	KAK4476101.1
OG0004704	Smp_307060.1	KAK4470584.1
OG0004705	Smp_052870.1	KAK4471818.1
OG0004706	Smp_163450.1	KAK4471895.1
OG0004707	Smp_092930.1	KAK4473342.1
OG0004708	Smp_316810.1, Smp_343300.1	KAK4467830.1
OG0004709	Smp_036390.1	KAK4468692.1
OG0004710	Smp_159060.1	KAK4473871.1
OG0004711	Smp_003270.1	KAK4467898.1
OG0004712	Smp_074950.1	KAK4471977.1
OG0004713	Smp_136030.1	KAK4474654.1
OG0004714	Smp_030910.1	KAK4468682.1
OG0004715	Smp_131220.1, Smp_318630.1	KAK4468441.1
OG0004716	Smp_175510.1	KAK4471890.1
OG0004717	Smp_138840.2, Smp_138840.1	KAK4468671.1
OG0004718	Smp_032150.1	KAK4474155.1
OG0004719	Smp_087270.1	KAK4470752.1
OG0004720	Smp_000310.1	KAK4471068.1
OG0004721	Smp_177080.1	KAK4471516.1
OG0004722	Smp_131020.1	KAK4469096.1
OG0004723	Smp_343280.1	KAK4472981.1
OG0004724	Smp_144170.1	KAK4473485.1
OG0004725	Smp_125270.1	KAK4467782.1
OG0004726	Smp_085310.1	KAK4470874.1
OG0004727	Smp_027480.1	KAK4470580.1
OG0004728	Smp_146300.1	KAK4468226.1
OG0004729	Smp_209050.1	KAK4476141.1
OG0004730	Smp_138930.1	KAK4468685.1
OG0004731	Smp_163810.1	KAK4475371.1
OG0004733	Smp_118830.1	KAK4471561.1
OG0004734	Smp_163080.1	KAK4473292.1, KAK4473483.1
OG0004735	Smp_175020.1	KAK4474972.1
OG0004736	Smp_119310.1	KAK4470620.1
OG0004737	Smp_044520.1	KAK4476059.1
OG0004738	Smp_022340.1	KAK4467354.1, KAK4475662.1
OG0004739	Smp_131640.1	KAK4469406.1
OG0004740	Smp_142520.1	KAK4469765.1
OG0004741	Smp_041740.1	KAK4470820.1
OG0004742	Smp_001900.1	KAK4468811.1
OG0004743	Smp_083180.1	KAK4472536.1
OG0004744	Smp_008220.1	KAK4473821.1
OG0004745	Smp_151180.1	KAK4475104.1
OG0004746	Smp_154840.1	KAK4469349.1
OG0004747	Smp_345550.1	KAK4470927.1
OG0004748	Smp_054240.1	KAK4475093.1
OG0004749	Smp_174260.1	KAK4467602.1, KAK4467603.1
OG0004750	Smp_073800.1	KAK4473274.1
OG0004751	Smp_137800.1, Smp_137800.2	KAK4471756.1
OG0004752	Smp_157800.1	KAK4474467.1
OG0004753	Smp_009690.1	KAK4475952.1
OG0004754	Smp_118780.1	KAK4471158.1
OG0004755	Smp_213250.1	KAK4468449.1
OG0004756	Smp_267310.1	KAK4471786.1
OG0004757	Smp_301250.2, Smp_301250.1	KAK4467870.1
OG0004758	Smp_202680.1	KAK4470014.1
OG0004759	Smp_089670.1	KAK4473283.1, KAK4473284.1
OG0004760	Smp_333490.1	KAK4472102.1
OG0004761	Smp_135880.1	KAK4474688.1
OG0004762	Smp_041490.1	KAK4467618.1
OG0004763	Smp_062970.1	KAK4470127.1
OG0004764	Smp_009320.1	KAK4468489.1
OG0004765	Smp_008470.1	KAK4472383.1
OG0004766	Smp_162550.1	KAK4471967.1
OG0004767	Smp_067260.1	KAK4473639.1
OG0004768	Smp_177790.2, Smp_177790.1	KAK4475654.1
OG0004769	Smp_173840.1	KAK4473985.1
OG0004770	Smp_027880.1	KAK4471481.1
OG0004771	Smp_046680.1	KAK4468969.1
OG0004772	Smp_010800.1	KAK4467882.1
OG0004773	Smp_160820.1	KAK4472494.1
OG0004774	Smp_150070.1	KAK4470301.1
OG0004775	Smp_144110.1	KAK4473476.1
OG0004776	Smp_007330.1	KAK4472347.1
OG0004777	Smp_042590.1	KAK4470361.1
OG0004778	Smp_121610.1	KAK4469822.1
OG0004779	Smp_020540.1	KAK4475247.1
OG0004780	Smp_349890.1, Smp_344880.1	KAK4474472.1
OG0004781	Smp_150140.1	KAK4470309.1
OG0004782	Smp_024820.1	KAK4470375.1
OG0004783	Smp_266920.1	KAK4468321.1
OG0004784	Smp_150520.1	KAK4468286.1
OG0004785	Smp_340790.1, Smp_314660.1	KAK4468011.1
OG0004786	Smp_047860.1	KAK4469866.1
OG0004788	Smp_169730.1	KAK4468592.1
OG0004789	Smp_246660.1	KAK4471752.1
OG0004790	Smp_139650.1	KAK4475026.1
OG0004791	Smp_135830.1	KAK4474704.1
OG0004792	Smp_128790.1	KAK4469542.1
OG0004793	Smp_089230.1	KAK4470236.1
OG0004794	Smp_126770.1	KAK4467685.1
OG0004795	Smp_033970.1	KAK4472574.1
OG0004797	Smp_005640.1	KAK4467869.1
OG0004798	Smp_047110.1	KAK4474593.1
OG0004799	Smp_175640.1	KAK4467910.1
OG0004800	Smp_071640.1	KAK4475139.1
OG0004801	Smp_151650.1	KAK4473012.1
OG0004802	Smp_063230.1	KAK4471291.1
OG0004803	Smp_004550.1	KAK4472064.1
OG0004804	Smp_038940.1	KAK4474795.1
OG0004805	Smp_245380.1	KAK4475657.1, KAK4475656.1
OG0004806	Smp_045220.1	KAK4469955.1
OG0004807	Smp_140700.1	KAK4469861.1
OG0004808	Smp_095630.1	KAK4470716.1
OG0004809	Smp_066610.1	KAK4469410.1
OG0004810	Smp_347310.1	KAK4467623.1
OG0004811	Smp_148590.1	KAK4473681.1
OG0004812	Smp_126050.1	KAK4472361.1
OG0004813	Smp_005280.1	KAK4468501.1
OG0004814	Smp_336770.1, Smp_020920.1	KAK4475880.1, KAK4475881.1
OG0004815	Smp_341350.1	KAK4472014.1
OG0004816	Smp_174610.1	KAK4470717.1
OG0004817	Smp_056850.1	KAK4468340.1
OG0004818	Smp_181250.1	KAK4467907.1
OG0004819	Smp_342540.1	KAK4470838.1
OG0004820	Smp_025750.1	KAK4472304.1
OG0004822	Smp_172850.1	KAK4473310.1
OG0004823	Smp_333460.1	KAK4471154.1
OG0004824	Smp_149320.1, Smp_149320.2	KAK4470571.1
OG0004826	Smp_158950.1	KAK4468269.1
OG0004827	Smp_336310.1, Smp_336310.2	KAK4468832.1
OG0004828	Smp_055440.1	KAK4473019.1
OG0004829	Smp_037910.1	KAK4473930.1
OG0004830	Smp_084940.1	KAK4471334.1
OG0004831	Smp_141280.1	KAK4473102.1
OG0004832	Smp_127360.1	KAK4474001.1
OG0004833	Smp_319140.1	KAK4473976.1
OG0004834	Smp_006690.1	KAK4472599.1
OG0004835	Smp_124110.1	KAK4473215.1
OG0004836	Smp_266850.1	KAK4468055.1
OG0004838	Smp_343790.1	KAK4470373.1
OG0004839	Smp_171750.1	KAK4475597.1
OG0004840	Smp_344780.1	KAK4469140.1
OG0004841	Smp_123520.1	KAK4471248.1
OG0004842	Smp_051810.1	KAK4470272.1
OG0004843	Smp_210570.1	KAK4473881.1
OG0004844	Smp_142940.1	KAK4475130.1
OG0004845	Smp_142950.1	KAK4475141.1
OG0004846	Smp_136910.1	KAK4470907.1
OG0004848	Smp_341260.1	KAK4475268.1
OG0004849	Smp_001420.1	KAK4469774.1
OG0004850	Smp_137280.1	KAK4471479.1
OG0004851	Smp_337260.1, Smp_337260.2	KAK4475099.1
OG0004852	Smp_245850.1	KAK4469492.1
OG0004853	Smp_124230.1	KAK4473199.1
OG0004854	Smp_131320.1	KAK4468455.1
OG0004855	Smp_152750.1	KAK4472391.1
OG0004856	Smp_340910.1	KAK4470875.1
OG0004857	Smp_131650.1	KAK4469375.1
OG0004858	Smp_344420.1, Smp_344420.2	KAK4470964.1
OG0004859	Smp_138520.1, Smp_138520.2	KAK4471642.1
OG0004860	Smp_208000.1	KAK4469609.1
OG0004861	Smp_163640.1	KAK4473035.1, KAK4473034.1
OG0004862	Smp_122910.1	KAK4469430.1, KAK4469432.1, KAK4469431.1
OG0004863	Smp_033210.1	KAK4467368.1
OG0004864	Smp_344320.1	KAK4472270.1
OG0004865	Smp_055390.1	KAK4473014.1
OG0004866	Smp_084540.1	KAK4471278.1
OG0004868	Smp_141880.1	KAK4475906.1
OG0004869	Smp_162340.1	KAK4474899.1
OG0004870	Smp_266930.1	KAK4468315.1
OG0004871	Smp_174220.1	KAK4476004.1
OG0004872	Smp_340260.1, Smp_340265.1	KAK4475395.1
OG0004873	Smp_065470.1	KAK4473408.1
OG0004874	Smp_137590.1	KAK4475598.1
OG0004875	Smp_245400.1	KAK4475583.1
OG0004876	Smp_137640.1	KAK4469832.1
OG0004877	Smp_213600.1	KAK4467986.1
OG0004878	Smp_176110.1	KAK4470139.1
OG0004879	Smp_166790.1	KAK4471843.1
OG0004880	Smp_346280.1, Smp_346280.2	KAK4474843.1
OG0004881	Smp_076450.1, Smp_076450.2, Smp_076450.3	KAK4474522.1
OG0004882	Smp_180500.1, Smp_180500.2	KAK4475420.1
OG0004883	Smp_179890.1	KAK4476163.1
OG0004884	Smp_345680.1, Smp_345680.2	KAK4468274.1
OG0004885	Smp_130760.1	KAK4474459.1
OG0004886	Smp_058780.1	KAK4475914.1
OG0004887	Smp_101290.1	KAK4469497.1
OG0004888	Smp_152440.1	KAK4468314.1
OG0004889	Smp_341470.1	KAK4469759.1
OG0004890	Smp_102960.1	KAK4468603.1
OG0004891	Smp_313730.1, Smp_313750.1	KAK4472705.1
OG0004892	Smp_150020.1	KAK4470293.1
OG0004893	Smp_345400.1	KAK4475084.1
OG0004894	Smp_336710.1	KAK4469758.1
OG0004895	Smp_164050.1	KAK4468835.1
OG0004896	Smp_341320.1, Smp_341320.2	KAK4473798.1
OG0004897	Smp_132870.1	KAK4476261.1
OG0004899	Smp_011120.1	KAK4469617.1
OG0004900	Smp_163430.1	KAK4473036.1
OG0004901	Smp_011220.1	KAK4469620.1
OG0004902	Smp_126530.1	KAK4473828.1
OG0004903	Smp_246440.1	KAK4471412.1
OG0004904	Smp_018980.1	KAK4471096.1
OG0004905	Smp_163380.1	KAK4474620.1
OG0004906	Smp_135860.1	KAK4474686.1
OG0004907	Smp_243180.1	KAK4472052.1
OG0004908	Smp_094880.1	KAK4472767.1
OG0004909	Smp_157680.2, Smp_157680.1	KAK4474638.1
OG0004910	Smp_077090.1	KAK4475352.1
OG0004912	Smp_059670.1	KAK4468570.1
OG0004913	Smp_072900.1	KAK4471133.1
OG0004914	Smp_018500.1	KAK4471919.1
OG0004916	Smp_194580.1	KAK4474874.1
OG0004917	Smp_137380.1	KAK4474100.1
OG0004918	Smp_162210.1	KAK4468874.1
OG0004919	Smp_148230.1	KAK4469490.1
OG0004920	Smp_085500.1	KAK4468245.1
OG0004921	Smp_045470.1	KAK4469708.1
OG0004922	Smp_213590.1	KAK4470401.1
OG0004923	Smp_214120.1, Smp_214130.1	KAK4475248.1
OG0004924	Smp_003610.1	KAK4473218.1, KAK4472221.1
OG0004925	Smp_133990.1	KAK4469983.1
OG0004926	Smp_148770.1	KAK4470218.1
OG0004927	Smp_005330.1	KAK4468495.1
OG0004928	Smp_029740.1	KAK4471353.1
OG0004929	Smp_210330.1	KAK4469915.1, KAK4469922.1
OG0004930	Smp_151820.1	KAK4470960.1
OG0004931	Smp_040360.1	KAK4473481.1
OG0004932	Smp_098090.1	KAK4475489.1
OG0004934	Smp_103280.1	KAK4472460.1
OG0004935	Smp_168080.2, Smp_168080.1	KAK4474087.1
OG0004936	Smp_016730.1	KAK4468451.1
OG0004937	Smp_213260.2, Smp_213260.1	KAK4468450.1
OG0004938	Smp_213100.1	KAK4469589.1
OG0004939	Smp_044690.1	KAK4468224.1
OG0004940	Smp_048990.1	KAK4469468.1
OG0004941	Smp_308630.1, Smp_332420.1	KAK4471415.1
OG0004942	Smp_213150.1	KAK4471445.1
OG0004943	Smp_340580.1	KAK4471872.1
OG0004944	Smp_170440.1	KAK4469784.1
OG0004945	Smp_006730.1	KAK4472595.1
OG0004946	Smp_248120.1	KAK4474014.1
OG0004947	Smp_213980.1	KAK4474081.1
OG0004948	Smp_246940.1	KAK4474114.1
OG0004949	Smp_199040.1	KAK4468170.1
OG0004950	Smp_016490.1	KAK4469079.1
OG0004951	Smp_171190.1	KAK4469310.1
OG0004952	Smp_105450.1	KAK4469531.1
OG0004953	Smp_246350.1	KAK4471352.1
OG0004954	Smp_342460.1	KAK4472450.1
OG0004955	Smp_097740.1	KAK4473044.1
OG0004956	Smp_123920.1	KAK4473247.1
OG0004957	Smp_168990.1, Smp_168990.2	KAK4474449.1
OG0004958	Smp_025370.1	KAK4474665.1
OG0004959	Smp_046130.1	KAK4474719.1
OG0004960	Smp_136460.1	KAK4475446.1
OG0004961	Smp_342720.1	KAK4476077.1
OG0004971	Smp_158460.1	KAK4473876.1
OG0004973	Smp_010450.2, Smp_010450.1	KAK4467740.1
OG0004974	Smp_333840.1	KAK4469295.1
OG0004975	Smp_334060.1	KAK4470186.1
OG0004976	Smp_345460.1	KAK4467840.1
OG0004977	Smp_211260.1	KAK4471865.1
OG0004979	Smp_315600.1	KAK4469818.1
OG0004980	Smp_160810.1	KAK4472493.1
OG0004981	Smp_174800.1	KAK4471995.1
OG0004982	Smp_088270.1	KAK4468161.1
OG0004983	Smp_044750.1	KAK4468229.1
OG0004984	Smp_161800.1	KAK4472647.1
OG0004985	Smp_347560.1	KAK4470703.1
OG0004986	Smp_165950.1	KAK4472482.1
OG0004987	Smp_031560.1	KAK4473189.1
OG0004988	Smp_139080.2, Smp_139080.1	KAK4475697.1
OG0004989	Smp_334000.1	KAK4470134.1
OG0004990	Smp_155970.1	KAK4475118.1
OG0004991	Smp_095290.1	KAK4475870.1
OG0004992	Smp_143440.1	KAK4468165.1
OG0004993	Smp_155290.1	KAK4472535.1
OG0004994	Smp_146100.1	KAK4469606.1
OG0004995	Smp_049610.1	KAK4472669.1
OG0004996	Smp_123480.1	KAK4471243.1
OG0004997	Smp_165530.1	KAK4468349.1
OG0004998	Smp_198590.1	KAK4475803.1
OG0004999	Smp_124940.1	KAK4468498.1
OG0005000	Smp_022070.1	KAK4469041.1
OG0005002	Smp_245350.1	KAK4475690.1
OG0005003	Smp_333100.1	KAK4472988.1
OG0005004	Smp_337650.1	KAK4471985.1
OG0005005	Smp_247070.1	KAK4473953.1
OG0005006	Smp_160590.1	KAK4471733.1
OG0005007	Smp_344020.1	KAK4473693.1
OG0005008	Smp_085680.1	KAK4468704.1
OG0005009	Smp_167190.1	KAK4472550.1
OG0005010	Smp_133050.1	KAK4472756.1
OG0005011	Smp_035300.1	KAK4472872.1
OG0005012	Smp_163230.1, Smp_163230.2	KAK4473148.1
OG0005013	Smp_126640.1	KAK4473966.1
OG0005014	Smp_315870.1	KAK4468307.1
OG0005015	Smp_248110.1	KAK4474022.1
OG0005016	Smp_204720.1	KAK4471098.1
OG0005017	Smp_041500.2, Smp_041500.1	KAK4467619.1
OG0005018	Smp_003990.1	KAK4473184.1
OG0005019	Smp_162250.1	KAK4468866.1
OG0005020	Smp_332740.1	KAK4473719.1
OG0005021	Smp_157400.1	KAK4469292.1
OG0005022	Smp_124210.1	KAK4473203.1
OG0005023	Smp_332160.1	KAK4468886.1
OG0005024	Smp_058530.1	KAK4474613.1
OG0005025	Smp_344840.1	KAK4474682.1
OG0005026	Smp_343040.1	KAK4471423.1
OG0005027	Smp_210770.1	KAK4472642.1
OG0005028	Smp_078550.1	KAK4468608.1
OG0005029	Smp_170200.1	KAK4468160.1
OG0005030	Smp_056280.1	KAK4473059.1
OG0005031	Smp_035180.1	KAK4472907.1
OG0005032	Smp_152260.1	KAK4473062.1
OG0005033	Smp_198520.1	KAK4475151.1
OG0005035	Smp_098950.1	KAK4471102.1
OG0005036	Smp_029060.1	KAK4471764.1
OG0005037	Smp_150410.1	KAK4472275.1
OG0005039	Smp_340600.1	KAK4472105.1
OG0005042	Smp_316440.1	KAK4472522.1
OG0005043	Smp_150200.1	KAK4471434.1
OG0005044	Smp_169320.1	KAK4468079.1
OG0005045	Smp_344030.1	KAK4473702.1, KAK4473703.1, KAK4473704.1
OG0005046	Smp_170390.1	KAK4469761.1
OG0005047	Smp_301040.1	KAK4467878.1
OG0005048	Smp_148190.1	KAK4475300.1
OG0005049	Smp_095810.1	KAK4468889.1
OG0005050	Smp_349880.1	KAK4474543.1
OG0005051	Smp_342810.1	KAK4476212.1
OG0005052	Smp_025030.1	KAK4468530.1
OG0005053	Smp_005210.1	KAK4474122.1
OG0005054	Smp_318010.1	KAK4467728.1
OG0005055	Smp_142960.1, Smp_142960.2	KAK4474714.1
OG0005056	Smp_034860.1	KAK4472818.1
OG0005057	Smp_181170.1	KAK4473395.1
OG0005058	Smp_014840.1	KAK4469495.1
OG0005059	Smp_068480.1	KAK4474764.1
OG0005060	Smp_140460.2, Smp_140460.1, Smp_140460.3	KAK4474202.1
OG0005061	Smp_077850.1	KAK4468895.1
OG0005062	Smp_071570.1	KAK4472735.1
OG0005063	Smp_051420.1	KAK4473547.1
OG0005064	Smp_125650.1	KAK4468005.1
OG0005065	Smp_333120.1	KAK4474461.1
OG0005066	Smp_042280.1	KAK4470037.1
OG0005067	Smp_132610.1	KAK4474034.1
OG0005068	Smp_049990.1	KAK4470095.1
OG0005069	Smp_175580.1	KAK4472443.1
OG0005070	Smp_165580.1	KAK4476133.1
OG0005071	Smp_332790.1	KAK4473204.1
OG0005072	Smp_093230.1	KAK4472473.1
OG0005073	Smp_137610.1	KAK4475595.1
OG0005074	Smp_128350.1	KAK4476251.1
OG0005075	Smp_340150.1	KAK4467668.1
OG0005076	Smp_007380.1	KAK4472336.1
OG0005078	Smp_050160.1	KAK4470117.1
OG0005079	Smp_083650.1	KAK4473866.1
OG0005080	Smp_244900.1	KAK4476148.1
OG0005081	Smp_100350.1	KAK4476151.1
OG0005082	Smp_301340.1, Smp_305800.1	KAK4472303.1
OG0005083	Smp_247560.1	KAK4473516.1
OG0005084	Smp_005910.1	KAK4467677.1
OG0005085	Smp_066050.1	KAK4474474.1
OG0005086	Smp_151560.1	KAK4471591.1
OG0005087	Smp_347090.1	KAK4470633.1
OG0005088	Smp_142150.1	KAK4476029.1
OG0005089	Smp_343830.1	KAK4470346.1
OG0005090	Smp_026920.1	KAK4471200.1
OG0005091	Smp_025130.1	KAK4474705.1
OG0005092	Smp_003660.1	KAK4473213.1
OG0005094	Smp_153820.1	KAK4470498.1
OG0005095	Smp_348770.1, Smp_031020.1	KAK4467475.1, KAK4475675.1
OG0005097	Smp_332320.1	KAK4467774.1
OG0005098	Smp_142400.1	KAK4469808.1
OG0005099	Smp_176270.1	KAK4468428.1
OG0005100	Smp_163980.1, Smp_163980.2	KAK4468681.1
OG0005102	Smp_163460.1	KAK4471894.1
OG0005103	Smp_024800.1	KAK4470377.1
OG0005104	Smp_212760.1	KAK4469290.1
OG0005105	Smp_059150.1	KAK4470673.1
OG0005106	Smp_342470.1	KAK4469696.1
OG0005107	Smp_012540.1	KAK4472693.1
OG0005108	Smp_342790.1	KAK4468103.1
OG0005109	Smp_345830.1	KAK4468243.1
OG0005110	Smp_054070.1	KAK4475088.1
OG0005111	Smp_002380.1	KAK4469185.1
OG0005112	Smp_344460.1	KAK4476134.1
OG0005113	Smp_049910.1	KAK4470229.1
OG0005114	Smp_128630.1	KAK4476230.1
OG0005115	Smp_018680.1	KAK4471937.1
OG0005116	Smp_072640.1	KAK4473575.1
OG0005117	Smp_130690.1	KAK4475764.1
OG0005118	Smp_337210.1	KAK4468457.1
OG0005120	Smp_020760.1	KAK4468102.1
OG0005121	Smp_344250.1	KAK4470273.1
OG0005122	Smp_077580.1	KAK4468660.1
OG0005123	Smp_346500.1	KAK4471505.1
OG0005124	Smp_346420.1	KAK4475975.1
OG0005125	Smp_145800.1	KAK4474905.1
OG0005126	Smp_004350.1	KAK4472041.1
OG0005127	Smp_007270.1	KAK4472349.1
OG0005128	Smp_181240.1	KAK4471113.1
OG0005130	Smp_094060.1	KAK4475466.1
OG0005131	Smp_143560.1	KAK4469587.1
OG0005132	Smp_267130.1	KAK4474876.1
OG0005133	Smp_034400.1	KAK4469852.1
OG0005134	Smp_023250.1	KAK4469462.1
OG0005135	Smp_051550.1	KAK4473536.1
OG0005136	Smp_345160.1	KAK4470432.1
OG0005137	Smp_151040.1	KAK4470080.1
OG0005138	Smp_142320.1	KAK4474943.1
OG0005139	Smp_140260.1, Smp_140260.2	KAK4472519.1
OG0005140	Smp_123910.1	KAK4473250.1
OG0005141	Smp_144840.1	KAK4467634.1
OG0005142	Smp_065060.1	KAK4469267.1
OG0005143	Smp_136190.1	KAK4472306.1
OG0005144	Smp_008770.1	KAK4470647.1
OG0005145	Smp_134390.1	KAK4475771.1
OG0005146	Smp_178490.1	KAK4475086.1
OG0005147	Smp_342310.1	KAK4469466.1
OG0005148	Smp_333920.1	KAK4469898.1
OG0005149	Smp_341550.1	KAK4474364.1
OG0005150	Smp_140530.1	KAK4472576.1
OG0005151	Smp_136320.1	KAK4467981.1, KAK4467980.1
OG0005152	Smp_158030.1	KAK4476109.1
OG0005153	Smp_030830.1	KAK4468674.1
OG0005154	Smp_180900.1	KAK4469037.1
OG0005155	Smp_141810.1	KAK4475896.1
OG0005156	Smp_156060.1	KAK4470196.1
OG0005157	Smp_003000.1	KAK4475712.1
OG0005159	Smp_161510.1	KAK4473572.1
OG0005160	Smp_194750.1, Smp_194750.2	KAK4473460.1
OG0005161	Smp_034500.1	KAK4472433.1
OG0005162	Smp_245030.1	KAK4476058.1
OG0005163	Smp_145040.1	KAK4470785.1
OG0005164	Smp_089630.1	KAK4473287.1
OG0005165	Smp_127690.1	KAK4467739.1
OG0005166	Smp_333800.1	KAK4469553.1
OG0005167	Smp_053780.1, Smp_053790.1	KAK4470059.1
OG0005168	Smp_065120.1	KAK4469273.1
OG0005170	Smp_337350.1	KAK4472856.1
OG0005171	Smp_348810.1, Smp_166600.1	KAK4467526.1
OG0005172	Smp_060950.1	KAK4469932.1
OG0005174	Smp_074370.1	KAK4468859.1
OG0005175	Smp_318510.1, Smp_267190.1	KAK4467862.1
OG0005176	Smp_320280.1	KAK4473566.1
OG0005177	Smp_334360.1	KAK4470806.1
OG0005178	Smp_343220.1	KAK4471376.1
OG0005179	Smp_069840.1	KAK4468138.1
OG0005180	Smp_163820.1	KAK4475373.1
OG0005181	Smp_173210.1	KAK4468281.1
OG0005182	Smp_171530.1, Smp_171530.2	KAK4469364.1
OG0005183	Smp_213420.1	KAK4471111.1
OG0005185	Smp_172610.1	KAK4470160.1
OG0005186	Smp_156300.1	KAK4471449.1
OG0005187	Smp_154940.1	KAK4476188.1
OG0005188	Smp_123130.1	KAK4468819.1
OG0005189	Smp_020200.1	KAK4472789.1
OG0005190	Smp_346580.1, Smp_346585.1	KAK4470634.1
OG0005191	Smp_050590.1	KAK4470955.1
OG0005192	Smp_247630.1	KAK4470388.1
OG0005193	Smp_344650.1	KAK4467989.1
OG0005194	Smp_041880.1	KAK4470812.1
OG0005195	Smp_010260.1	KAK4474016.1
OG0005196	Smp_151730.1	KAK4471180.1
OG0005197	Smp_018210.1	KAK4474584.1
OG0005198	Smp_201820.1	KAK4469020.1
OG0005199	Smp_001960.1	KAK4468818.1
OG0005200	Smp_001610.1	KAK4469425.1
OG0005201	Smp_168590.1	KAK4468249.1
OG0005202	Smp_124160.1	KAK4473206.1
OG0005203	Smp_247250.1	KAK4473630.1
OG0005204	Smp_005010.1	KAK4474802.1
OG0005205	Smp_022470.1	KAK4467514.1, KAK4475649.1
OG0005206	Smp_014620.1	KAK4469685.1
OG0005207	Smp_058080.1	KAK4468261.1
OG0005208	Smp_102490.1	KAK4469859.1
OG0005209	Smp_194170.1	KAK4467370.1
OG0005210	Smp_084010.1	KAK4474927.1
OG0005212	Smp_203500.1	KAK4475999.1
OG0005213	Smp_069890.1	KAK4468133.1
OG0005214	Smp_096200.1	KAK4473207.1, KAK4473208.1
OG0005215	Smp_343810.1	KAK4470360.1
OG0005216	Smp_214110.1	KAK4475228.1
OG0005217	Smp_160190.1	KAK4470447.1
OG0005218	Smp_087860.1	KAK4468657.1
OG0005219	Smp_244840.1	KAK4476253.1
OG0005220	Smp_342910.2, Smp_342910.1	KAK4475774.1
OG0005221	Smp_170300.1	KAK4473764.1
OG0005222	Smp_340830.1	KAK4474673.1
OG0005224	Smp_246300.1	KAK4471541.1
OG0005225	Smp_246230.1	KAK4472777.1
OG0005226	Smp_003700.1	KAK4473209.1
OG0005227	Smp_095190.1	KAK4475947.1
OG0005228	Smp_040710.1	KAK4471540.1
OG0005229	Smp_130780.1	KAK4474436.1
OG0005230	Smp_044280.1	KAK4469616.1
OG0005232	Smp_168670.1	KAK4475211.1
OG0005233	Smp_163850.1	KAK4475379.1
OG0005234	Smp_323650.1	KAK4474322.1
OG0005236	Smp_030920.2, Smp_030920.1	KAK4468683.1
OG0005237	Smp_330760.1	KAK4468119.1
OG0005238	Smp_140290.1	KAK4472258.1
OG0005239	Smp_245920.1	KAK4469936.1
OG0005240	Smp_168780.1	KAK4471318.1
OG0005241	Smp_078750.1	KAK4471284.1
OG0005242	Smp_026340.1	KAK4471413.1
