Orthogroup	schistosoma_japonicum	trichobilharzia_regenti
OG0005398	EWB00_003733	TREG1_39170.1
OG0005399	EWB00_008334.1, EWB00_008334.2, EWB00_008334.3	TREG1_29570.1, TREG1_29570.2
OG0005400	EWB00_009383	TREG1_26890.1
OG0005401	EWB00_002204.1, EWB00_002204.3, EWB00_002204.2	TREG1_70480.1, TREG1_70480.2
OG0005402	EWB00_005159	TREG1_72640.1, TREG1_72640.3, TREG1_72640.2
OG0005403	EWB00_004607.2, EWB00_004607.3, EWB00_004607.1, EWB00_004607.4	TREG1_41260.1
OG0005404	EWB00_006534.1, EWB00_006534.2	TREG1_13690.1, TREG1_13690.2
OG0005405	EWB00_001861	TREG1_125660.1, TREG1_125640.1, TREG1_125640.2
OG0005408	EWB00_005076.1, EWB00_005076.2, EWB00_005899	TREG1_122380.1
OG0005409	EWB00_002582	TREG1_55140.1
OG0005410	EWB00_003081	TREG1_11280.1
OG0005411	EWB00_008319	TREG1_128120.1
OG0005412	EWB00_004009.1, EWB00_004009.2	TREG1_91210.1
OG0005413	EWB00_001227.1, EWB00_001227.2	TREG1_104280.1
OG0005414	EWB00_000971	TREG1_103120.1
OG0005415	EWB00_006014.1, EWB00_006014.2, EWB00_006014.3	TREG1_47620.1
OG0005416	EWB00_001122	TREG1_54480.1
OG0005417	EWB00_009038	TREG1_3880.1
OG0005418	EWB00_006883	TREG1_67140.1
OG0005419	EWB00_006240	TREG1_91940.3, TREG1_91940.1, TREG1_91940.2
OG0005420	EWB00_005601	TREG1_47210.1, TREG1_47210.2, TREG1_47210.3
OG0005423	EWB00_003303	TREG1_48280.1
OG0005424	EWB00_000135.2, EWB00_000135.1	TREG1_136590.1, TREG1_112010.1, TREG1_136580.1
OG0005425	EWB00_000144.1, EWB00_000144.3, EWB00_000144.2	TREG1_112100.1
OG0005426	EWB00_003033	TREG1_134150.1
OG0005427	EWB00_001447.1, EWB00_001447.2	TREG1_136080.1
OG0005428	EWB00_006934.1, EWB00_006934.3, EWB00_006934.2	TREG1_120510.1, TREG1_130080.1
OG0005429	EWB00_006578.3	TREG1_84770.1, TREG1_84770.2
OG0005430	EWB00_008284.1, EWB00_008284.2	TREG1_31050.1, TREG1_31090.1
OG0005431	EWB00_007386	TREG1_102360.1, TREG1_102360.2, TREG1_102360.3, TREG1_102360.4, TREG1_102360.5, TREG1_102370.1
OG0005432	EWB00_000159.1, EWB00_000159.2, EWB00_000159.3, EWB00_000159.4	TREG1_113210.1
OG0005433	EWB00_007378	TREG1_102460.1
OG0005434	EWB00_005017	TREG1_60520.1
OG0005435	EWB00_006679, EWB00_006680	TREG1_135380.1, TREG1_135380.2, TREG1_135380.3
OG0005437	EWB00_007137.1, EWB00_007137.2, EWB00_007137.3	TREG1_80520.1, TREG1_80520.2
OG0005438	EWB00_003257	TREG1_30400.1
OG0005439	EWB00_009703	TREG1_36000.1
OG0005440	EWB00_002714	TREG1_101660.1
OG0005441	EWB00_005074.1, EWB00_005074.2	TREG1_123650.1
OG0005442	EWB00_009442	TREG1_46070.1, TREG1_46070.2, TREG1_46070.3, TREG1_46070.4, TREG1_46070.5
OG0005443	EWB00_011132	TREG1_84850.1, TREG1_84850.2
OG0005444	EWB00_005485	TREG1_16280.1
OG0005446	EWB00_008203	TREG1_36110.1, TREG1_36110.2
OG0005447	EWB00_003653	TREG1_89030.1
OG0005448	EWB00_001468.1, EWB00_001468.2, EWB00_001468.4, EWB00_001468.5, EWB00_001468.3	TREG1_36620.1
OG0005449	EWB00_004695.1, EWB00_004695.2, EWB00_004695.3	TREG1_81830.1, TREG1_81830.2
OG0005450	EWB00_007959.3, EWB00_007959.1, EWB00_007959.2	TREG1_137030.1
OG0005451	EWB00_001492	TREG1_720.1
OG0005452	EWB00_001895, EWB00_001897	TREG1_125460.1, TREG1_125460.2
OG0005453	EWB00_011147	TREG1_83410.1
OG0005454	EWB00_009340.2, EWB00_009340.3, EWB00_009340.1	TREG1_66500.1
OG0005455	EWB00_005335	TREG1_65360.1
OG0005456	EWB00_007271.1, EWB00_007271.2, EWB00_007271.3, EWB00_007271.4, EWB00_007271.5	TREG1_101850.1
OG0005457	EWB00_002559	TREG1_71860.1
OG0005458	EWB00_005495, EWB00_010152	TREG1_2050.1
OG0005459	EWB00_010261, EWB00_010262	TREG1_9010.1
OG0005460	EWB00_008135	TREG1_99610.2, TREG1_99610.1, TREG1_99610.3, TREG1_99610.4, TREG1_99610.5
OG0005461	EWB00_005043.2, EWB00_005043.1	TREG1_59400.1, TREG1_59400.3, TREG1_59400.2
OG0005462	EWB00_010862	TREG1_86510.1, TREG1_138410.1, TREG1_79080.1, TREG1_138410.2, TREG1_79080.2
OG0005463	EWB00_002499.1, EWB00_002499.2	TREG1_29410.1
OG0005464	EWB00_005311	TREG1_70570.1
OG0005465	EWB00_005077.1, EWB00_005077.3, EWB00_005077.2	TREG1_123840.1, TREG1_123860.1
OG0005466	EWB00_009948	TREG1_96820.1
OG0005467	EWB00_010417	TREG1_83330.2, TREG1_83330.1, TREG1_83330.3
OG0005468	EWB00_002527	TREG1_16010.1
OG0005469	EWB00_006239.2, EWB00_006239.1	TREG1_91980.1
OG0005470	EWB00_002184	TREG1_117520.1
OG0005472	EWB00_004537	TREG1_101480.1
OG0005474	EWB00_003907.1, EWB00_003907.2, EWB00_003907.3	TREG1_57850.1, TREG1_57850.2
OG0005475	EWB00_002178	TREG1_110190.1
OG0005476	EWB00_004608.1, EWB00_004608.2	TREG1_41270.1
OG0005477	EWB00_002841.1, EWB00_002841.2	TREG1_55090.2, TREG1_55090.3, TREG1_55090.1, TREG1_55090.4
OG0005478	EWB00_003460.1, EWB00_003460.2	TREG1_78920.1, TREG1_78970.1
OG0005479	EWB00_007157	TREG1_100550.1
OG0005480	EWB00_008104	TREG1_106250.1
OG0005481	EWB00_006542	TREG1_13730.1, TREG1_13730.2
OG0005482	EWB00_009616, EWB00_009783	TREG1_40270.1
OG0005485	EWB00_006778	TREG1_65560.3, TREG1_65560.1, TREG1_65560.2
OG0005486	EWB00_001595	TREG1_99740.12, TREG1_99770.1
OG0005487	EWB00_001553	TREG1_32600.1, TREG1_32590.1
OG0005488	EWB00_008336, EWB00_008578	TREG1_128480.1
OG0005489	EWB00_006354.1, EWB00_006354.2	TREG1_7640.1
OG0005490	EWB00_001727.1, EWB00_001727.2	TREG1_55380.1
OG0005491	EWB00_003183	TREG1_129900.1
OG0005492	EWB00_000374.1, EWB00_000374.3, EWB00_000374.4, EWB00_000374.2	TREG1_127930.1, TREG1_127930.2
OG0005493	EWB00_010631.1, EWB00_010631.3, EWB00_010631.4, EWB00_010631.5, EWB00_010631.2	TREG1_76890.1
OG0005494	EWB00_006297.1, EWB00_006297.2	TREG1_18970.1
OG0005495	EWB00_008193	TREG1_109560.1
OG0005496	EWB00_005499, EWB00_005498	TREG1_132380.1
OG0005497	EWB00_002856.1, EWB00_002856.2, EWB00_002856.3, EWB00_002856.4	TREG1_38390.1, TREG1_38390.2
OG0005498	EWB00_002006	TREG1_100470.1, TREG1_100470.3, TREG1_100470.2
OG0005499	EWB00_004880	TREG1_124030.1
OG0005500	EWB00_010325.1, EWB00_010325.3, EWB00_010325.2	TREG1_22380.1
OG0005501	EWB00_001885.1, EWB00_001885.2, EWB00_001885.3	TREG1_125510.1, TREG1_125510.2
OG0005502	EWB00_006676	TREG1_134120.3, TREG1_134120.4, TREG1_134120.2, TREG1_134120.1, TREG1_134120.5
OG0005503	EWB00_006189.2, EWB00_006189.1	TREG1_45090.1
OG0005505	EWB00_007401.1, EWB00_007401.2, EWB00_007401.3, EWB00_007401.4	TREG1_102680.1, TREG1_102680.2
OG0005506	EWB00_004950	TREG1_125970.1
OG0005507	EWB00_007506.1, EWB00_007506.2, EWB00_007506.3	TREG1_121070.1
OG0005508	EWB00_005628.1, EWB00_005628.2	TREG1_6440.1
OG0005509	EWB00_004765.1, EWB00_004765.2	TREG1_133350.1
OG0005510	EWB00_006702.1, EWB00_006702.2	TREG1_124260.1
OG0005511	EWB00_004581.3, EWB00_004581.2, EWB00_004581.1, EWB00_004581.4	TREG1_111610.1
OG0005512	EWB00_010549.2, EWB00_010549.1, EWB00_010549.3, EWB00_010549.4	TREG1_8400.1
OG0005513	EWB00_001940, EWB00_001941	TREG1_125850.2, TREG1_125850.1, TREG1_125850.3
OG0005514	EWB00_001131.1, EWB00_001131.2	TREG1_54590.1
OG0005515	EWB00_005157	TREG1_75560.1
OG0005516	EWB00_006532	TREG1_13660.1
OG0005517	EWB00_003962	TREG1_84530.1, TREG1_84530.2, TREG1_84530.3, TREG1_84530.4, TREG1_84530.5
OG0005518	EWB00_004104.3, EWB00_004104.4, EWB00_004104.1, EWB00_004104.2	TREG1_48900.1, TREG1_48900.3, TREG1_48900.4, TREG1_48900.2, TREG1_48900.5
OG0005519	EWB00_001476.2, EWB00_001476.1, EWB00_001476.3	TREG1_36700.1
OG0005520	EWB00_011126.1, EWB00_011126.2, EWB00_011126.3	TREG1_84900.1
OG0005522	EWB00_001761	TREG1_53540.1, TREG1_53590.2, TREG1_53590.1, TREG1_53590.3
OG0005523	EWB00_002621	TREG1_117690.1
OG0005524	EWB00_003841	TREG1_10040.4, TREG1_10040.2, TREG1_10040.3, TREG1_10040.5
OG0005525	EWB00_002236.1, EWB00_002236.2	TREG1_78680.1
OG0005526	EWB00_004389.1, EWB00_004389.2	TREG1_55420.1, TREG1_55420.2
OG0005527	EWB00_007072.1, EWB00_007072.2	TREG1_59920.1, TREG1_59930.1, TREG1_59930.2
OG0005530	EWB00_000687.3, EWB00_000687.1, EWB00_000687.2, EWB00_000687.4, EWB00_000687.5	TREG1_18210.1, TREG1_18220.2, TREG1_18220.1, TREG1_18220.3
OG0005531	EWB00_003085.1, EWB00_003085.2	TREG1_11020.1
OG0005532	EWB00_009364.1, EWB00_009364.2	TREG1_29600.1
OG0005535	EWB00_002540.1, EWB00_002540.2	TREG1_63520.1
OG0005536	EWB00_004306	TREG1_51840.1
OG0005537	EWB00_001586.1, EWB00_001586.2, EWB00_001586.3	TREG1_57790.1, TREG1_57790.5, TREG1_57790.2, TREG1_57790.3, TREG1_57790.4
OG0005539	EWB00_005977.1, EWB00_005977.2	TREG1_48120.1, TREG1_48120.2
OG0005540	EWB00_003875.1, EWB00_003875.2	TREG1_86150.1
OG0005544	EWB00_007092	TREG1_142090.1, TREG1_32730.1
OG0005545	EWB00_004851	TREG1_9770.6, TREG1_9770.5, TREG1_9770.1, TREG1_9770.2, TREG1_9770.4, TREG1_9770.3
OG0005546	EWB00_008472, EWB00_008473	TREG1_3520.1
OG0005547	EWB00_004390	TREG1_55430.1, TREG1_55430.2
OG0005548	EWB00_008602	TREG1_116770.1
OG0005549	EWB00_004412	TREG1_76330.5, TREG1_76330.4, TREG1_76330.1, TREG1_76330.2, TREG1_76330.3
OG0005550	EWB00_010679.4, EWB00_010679.6, EWB00_010679.5, EWB00_010679.2, EWB00_010679.3, EWB00_010679.1	TREG1_75440.1
OG0005553	EWB00_008283.1, EWB00_008283.2	TREG1_31190.1, TREG1_31190.2, TREG1_31190.3, TREG1_31190.5, TREG1_31190.4
OG0005554	EWB00_002441.1, EWB00_002441.2	TREG1_17480.1, TREG1_17480.4, TREG1_17480.2, TREG1_17480.3
OG0005555	EWB00_002433	TREG1_27400.1, TREG1_27400.2
OG0005558	EWB00_001354.1, EWB00_001354.2, EWB00_000715	TREG1_112690.1
OG0005566	EWB00_009752.3, EWB00_009752.1, EWB00_009752.2	TREG1_99220.1
OG0005567	EWB00_002670	TREG1_14840.1, TREG1_14840.2, TREG1_14840.3
OG0005568	EWB00_007277.1, EWB00_007277.2	TREG1_103960.1
OG0005569	EWB00_006686	TREG1_135480.1
OG0005571	EWB00_002553	TREG1_69230.5, TREG1_69230.2, TREG1_69230.1, TREG1_69230.3, TREG1_69230.4
OG0005572	EWB00_005799.1, EWB00_005799.2	TREG1_91660.1
OG0005573	EWB00_009189	TREG1_5910.1
OG0005574	EWB00_005297	TREG1_121770.2, TREG1_121770.1, TREG1_121770.3, TREG1_121770.4
OG0005575	EWB00_006246	TREG1_91890.1, TREG1_91890.2
OG0005576	EWB00_006242.1, EWB00_006242.2	TREG1_91920.1
OG0005577	EWB00_011367, EWB00_011366	TREG1_122250.1
OG0005578	EWB00_002992	TREG1_72430.1
OG0005579	EWB00_009485, EWB00_009484	TREG1_7530.1, TREG1_7540.1
OG0005580	EWB00_005315.1, EWB00_005315.2, EWB00_005315.3	TREG1_70600.1
OG0005581	EWB00_006019	TREG1_48220.1
OG0005582	EWB00_002952	TREG1_53360.1
OG0005583	EWB00_000620.1, EWB00_000620.2	TREG1_121850.1
OG0005584	EWB00_002063.1, EWB00_002063.2	TREG1_133160.1, TREG1_133160.2
OG0005585	EWB00_005847.3, EWB00_005847.1, EWB00_005847.2	TREG1_131960.1, TREG1_131960.2
OG0005586	EWB00_005848.1, EWB00_005848.2, EWB00_005848.3, EWB00_005848.4	TREG1_131970.1
OG0005587	EWB00_007380.1, EWB00_007380.2	TREG1_138660.1, TREG1_138660.2, TREG1_138660.3
OG0005589	EWB00_000496	TREG1_81630.1
OG0005590	EWB00_006548	TREG1_27770.1, TREG1_27770.2
OG0005591	EWB00_010504	TREG1_87820.1
OG0005592	EWB00_006788.3, EWB00_006788.1, EWB00_006788.2	TREG1_66840.1
OG0005593	EWB00_007365.1, EWB00_007365.2	TREG1_103410.1, TREG1_103410.2, TREG1_103410.3
OG0005594	EWB00_003886	TREG1_96640.1, TREG1_96640.2, TREG1_96650.1
OG0005595	EWB00_009182	TREG1_83160.1
OG0005596	EWB00_003983.1, EWB00_003983.2	TREG1_89530.1
OG0005597	EWB00_002624	TREG1_117620.1, TREG1_117620.2, TREG1_117620.3
OG0005598	EWB00_011007	TREG1_104740.1
OG0005599	EWB00_000742.1, EWB00_000742.2	TREG1_75100.1
OG0005600	EWB00_010361	TREG1_24520.1
OG0005601	EWB00_007554	TREG1_60920.1, TREG1_60920.2
OG0005602	EWB00_007563.1, EWB00_007563.2, EWB00_007563.3	TREG1_61020.1, TREG1_61020.2
OG0005603	EWB00_004710, EWB00_004708, EWB00_004709	TREG1_89310.1
OG0005604	EWB00_006012	TREG1_49440.1, TREG1_49440.2
OG0005605	EWB00_004290	TREG1_44480.1
OG0005606	EWB00_003342	TREG1_97340.1
OG0005607	EWB00_001953	TREG1_122780.1
OG0005608	EWB00_003989	TREG1_89460.2, TREG1_89460.1, TREG1_89460.3, TREG1_89460.4
OG0005609	EWB00_011115	TREG1_84990.1
OG0005610	EWB00_007191	TREG1_11450.1
OG0005610	EWB00_007190	TREG1_11460.1
OG0005611	EWB00_006716.1, EWB00_006716.4, EWB00_006716.2, EWB00_006716.3	TREG1_124900.1
OG0005612	EWB00_000792.1, EWB00_000792.2	TREG1_132400.1
OG0005613	EWB00_001200.1, EWB00_001200.2	TREG1_73490.1
OG0005614	EWB00_003310.2, EWB00_003310.1, EWB00_003310.3	TREG1_48460.1
OG0005615	EWB00_007932	TREG1_46300.1, TREG1_46300.2, TREG1_46300.3, TREG1_46300.4, TREG1_46300.5, TREG1_46300.6
OG0005616	EWB00_007933.1, EWB00_007933.2	TREG1_46290.1
OG0005617	EWB00_009527.1, EWB00_009527.2	TREG1_41700.1
OG0005618	EWB00_006470.1, EWB00_006470.2	TREG1_65610.1
OG0005619	EWB00_004439.1, EWB00_004439.2	TREG1_65380.1, TREG1_65380.2
OG0005620	EWB00_011388.1, EWB00_011388.4	TREG1_124370.1
OG0005621	EWB00_007521.1, EWB00_007521.2, EWB00_007521.3	TREG1_121360.2, TREG1_121360.3, TREG1_121350.1, TREG1_121360.1
OG0005622	EWB00_003593.2, EWB00_003593.4, EWB00_003593.1, EWB00_003593.3	TREG1_15470.2, TREG1_15470.1, TREG1_15470.3
OG0005623	EWB00_001171	TREG1_105270.1, TREG1_105290.1
OG0005624	EWB00_004198	TREG1_20650.1
OG0005625	EWB00_004199	TREG1_20660.1, TREG1_20670.1
OG0005626	EWB00_001566.1, EWB00_001566.2, EWB00_001566.3	TREG1_34490.1
OG0005627	EWB00_001532	TREG1_32410.1, TREG1_32410.2
OG0005628	EWB00_006184	TREG1_43790.1
OG0005629	EWB00_011220.1, EWB00_011220.2, EWB00_011220.3, EWB00_011220.4	TREG1_41900.1, TREG1_41900.2, TREG1_41900.3, TREG1_41900.4
OG0005630	EWB00_001658.1, EWB00_001658.2, EWB00_001658.3	TREG1_114300.1
OG0005631	EWB00_009274	TREG1_77270.1, TREG1_136690.1, TREG1_137510.1
OG0005632	EWB00_005850	TREG1_131990.1
OG0005633	EWB00_009495.1, EWB00_009495.2, EWB00_009495.3	TREG1_8880.1
OG0005634	EWB00_007560.1, EWB00_007560.2, EWB00_007560.3	TREG1_60990.1
OG0005635	EWB00_008636	TREG1_19290.1
OG0005636	EWB00_009543	TREG1_43080.1
OG0005637	EWB00_007491	TREG1_96060.1, TREG1_96070.1
OG0005638	EWB00_002009	TREG1_100440.2, TREG1_100440.1, TREG1_100440.5, TREG1_100440.3, TREG1_100440.4
OG0005640	EWB00_001081	TREG1_59640.1, TREG1_59640.2, TREG1_59640.3
OG0005641	EWB00_008105	TREG1_106210.3, TREG1_106210.1, TREG1_106210.2, TREG1_106210.4
OG0005642	EWB00_003878	TREG1_133320.1
OG0005643	EWB00_006044.1, EWB00_006044.2	TREG1_48070.1, TREG1_48070.2
OG0005644	EWB00_011002.1, EWB00_011002.2	TREG1_106570.1
OG0005645	EWB00_011247	TREG1_81480.1
OG0005646	EWB00_001585	TREG1_57780.1
OG0005647	EWB00_008377	TREG1_74330.1, TREG1_74330.2
OG0005648	EWB00_003932	TREG1_143930.1, TREG1_143880.2, TREG1_143870.1, TREG1_143880.1, TREG1_143820.1
OG0005649	EWB00_004418	TREG1_74480.1, TREG1_74480.3, TREG1_74480.2
OG0005650	EWB00_008716	TREG1_85810.1
OG0005651	EWB00_004111.1, EWB00_004111.2	TREG1_82710.1
OG0005652	EWB00_010738.1, EWB00_010738.2	TREG1_64790.1
OG0005653	EWB00_005515.1, EWB00_005515.2	TREG1_131860.1
OG0005654	EWB00_004973	TREG1_105850.2, TREG1_105850.1, TREG1_105850.4, TREG1_105850.3
OG0005655	EWB00_002849	TREG1_36290.1, TREG1_36290.2
OG0005656	EWB00_000313.1, EWB00_000313.2	TREG1_124530.4, TREG1_124530.2, TREG1_124530.1, TREG1_124530.3
OG0005657	EWB00_005738.1, EWB00_005738.2	TREG1_18070.3, TREG1_18070.2, TREG1_18070.1, TREG1_18070.4
OG0005659	EWB00_000083	TREG1_8450.1, TREG1_8450.2
OG0005660	EWB00_002778, EWB00_002779	TREG1_98070.1, TREG1_98070.2
OG0005662	EWB00_001806.1, EWB00_001806.2	TREG1_57570.1
OG0005663	EWB00_008663	TREG1_6700.1
OG0005664	EWB00_004233	TREG1_35780.1
OG0005665	EWB00_010724	TREG1_69880.1
OG0005666	EWB00_001879, EWB00_001880	TREG1_125550.1, TREG1_125550.2
OG0005668	EWB00_000868.1, EWB00_000868.2	TREG1_4440.1, TREG1_4440.2
OG0005669	EWB00_000885	TREG1_74840.1
OG0005670	EWB00_007289, EWB00_007291	TREG1_115410.1
OG0005671	EWB00_005742.2, EWB00_005742.1, EWB00_005742.3	TREG1_18040.1
OG0005672	EWB00_006885	TREG1_67080.1, TREG1_67080.2
OG0005673	EWB00_006880.1, EWB00_006880.2	TREG1_67210.1
OG0005674	EWB00_003714	TREG1_43500.1
OG0005675	EWB00_007804	TREG1_57120.1, TREG1_57110.1
OG0005676	EWB00_010651.1, EWB00_010651.2, EWB00_010651.3, EWB00_010651.4	TREG1_73240.1, TREG1_73240.2, TREG1_73240.3
OG0005677	EWB00_010838	TREG1_12170.1
OG0005678	EWB00_003876.1, EWB00_003876.2	TREG1_86160.1
OG0005679	EWB00_004459.1, EWB00_004459.2	TREG1_120010.1
OG0005680	EWB00_010058.1, EWB00_010058.2, EWB00_010058.3	TREG1_94010.1, TREG1_94010.3, TREG1_94000.1, TREG1_94010.2
OG0005681	EWB00_010059	TREG1_94070.1, TREG1_144120.1, TREG1_94060.4, TREG1_94060.1, TREG1_142280.1, TREG1_94080.1
OG0005682	EWB00_002575	TREG1_46860.3, TREG1_46860.1, TREG1_46860.2
OG0005683	EWB00_004251.1, EWB00_004251.2	TREG1_50100.1, TREG1_50120.1, TREG1_50120.2
OG0005684	EWB00_002994	TREG1_72480.1
OG0005686	EWB00_001863.1, EWB00_001863.2	TREG1_125620.1, TREG1_125630.1
OG0005687	EWB00_008872	TREG1_90390.1
OG0005688	EWB00_010237	TREG1_15520.1, TREG1_15520.2, TREG1_15520.3, TREG1_15520.4
OG0005689	EWB00_000952	TREG1_95180.1, TREG1_95170.1
OG0005690	EWB00_010626.1, EWB00_010626.2	TREG1_73720.1
OG0005691	EWB00_004770	TREG1_133470.1, TREG1_133470.2
OG0005692	EWB00_006898	TREG1_67000.1
OG0005693	EWB00_007718	TREG1_15490.2, TREG1_15490.1, TREG1_15490.3
OG0005694	EWB00_008756, EWB00_008752, EWB00_008754	TREG1_69440.1
OG0005695	EWB00_002987, EWB00_002988	TREG1_71710.1
OG0005696	EWB00_007658	TREG1_31250.5, TREG1_31250.4, TREG1_31250.2, TREG1_31250.1, TREG1_31260.1, TREG1_31250.3
OG0005697	EWB00_005450	TREG1_22870.1
OG0005698	EWB00_001597, EWB00_001596	TREG1_99760.1, TREG1_99760.3, TREG1_99760.2
OG0005699	EWB00_006430.1, EWB00_006430.2	TREG1_25390.2, TREG1_136810.1, TREG1_25390.1
OG0005700	EWB00_007369	TREG1_103450.1
OG0005701	EWB00_011231	TREG1_77830.1
OG0005702	EWB00_000923	TREG1_82510.1
OG0005703	EWB00_003398	TREG1_52170.1, TREG1_52180.1
OG0005704	EWB00_007979	TREG1_56780.1, TREG1_56790.1, TREG1_56790.2
OG0005705	EWB00_006495	TREG1_72010.1
OG0005706	EWB00_000892.2, EWB00_000892.3, EWB00_000892.1, EWB00_000892.4, EWB00_000892.5, EWB00_000892.6	TREG1_74750.1
OG0005707	EWB00_000931	TREG1_86140.1
OG0005708	EWB00_010340.1, EWB00_010340.2	TREG1_22140.1
OG0005709	EWB00_001084	TREG1_38040.1
OG0005710	EWB00_008163, EWB00_008162	TREG1_57320.1
OG0005711	EWB00_007626	TREG1_28140.1, TREG1_17710.1, TREG1_17710.2
OG0005712	EWB00_005067	TREG1_120660.1, TREG1_120660.2, TREG1_120660.3, TREG1_120660.6, TREG1_120660.4, TREG1_120660.5
OG0005713	EWB00_004107	TREG1_82620.1, TREG1_82670.1, TREG1_82670.2
OG0005714	EWB00_000335	TREG1_119100.1
OG0005715	EWB00_008225	TREG1_98650.1, TREG1_98670.1
OG0005716	EWB00_010604.1, EWB00_010604.2	TREG1_68540.1
OG0005717	EWB00_001183	TREG1_100090.1
OG0005718	EWB00_007603	TREG1_65880.1, TREG1_65880.2, TREG1_65880.3
OG0005719	EWB00_006865.1, EWB00_006865.2	TREG1_44060.1
OG0005720	EWB00_002629	TREG1_117590.1
OG0005722	EWB00_000583, EWB00_000582	TREG1_133510.1
OG0005723	EWB00_006388	TREG1_42500.1
OG0005725	EWB00_001665	TREG1_118160.1
OG0005726	EWB00_010669.3, EWB00_010669.2, EWB00_010669.1	TREG1_66330.1, TREG1_66330.2
OG0005727	EWB00_008552	TREG1_92390.1, TREG1_92390.2, TREG1_92390.3
OG0005728	EWB00_010150, EWB00_000740, EWB00_000310, EWB00_010513, EWB00_009893	TREG1_121180.1, TREG1_121180.2
OG0005729	EWB00_003654.1, EWB00_003654.2, EWB00_003654.3	TREG1_89020.1
OG0005730	EWB00_003035	TREG1_133080.1
OG0005731	EWB00_000146.1, EWB00_000146.3, EWB00_000146.2	TREG1_112150.1
OG0005732	EWB00_010887	TREG1_33290.1
OG0005733	EWB00_001136	TREG1_59230.1, TREG1_59230.2
OG0005734	EWB00_008256	TREG1_39630.1, TREG1_39630.2, TREG1_39630.3
OG0005735	EWB00_004958.1, EWB00_004958.2	TREG1_128030.1, TREG1_128030.2
OG0005736	EWB00_001619	TREG1_99460.1
OG0005737	EWB00_010412	TREG1_85580.1
OG0005738	EWB00_009564	TREG1_84320.1
OG0005739	EWB00_006034	TREG1_48040.1
OG0005740	EWB00_002267	TREG1_105040.1, TREG1_105050.1
OG0005741	EWB00_005290.1, EWB00_005290.2	TREG1_121710.1, TREG1_121710.2
OG0005742	EWB00_002912	TREG1_54010.3, TREG1_54010.1, TREG1_54010.2
OG0005743	EWB00_002471	TREG1_9280.1, TREG1_9280.2, TREG1_9280.3
OG0005744	EWB00_003114	TREG1_25980.6, TREG1_25980.4, TREG1_25980.5, TREG1_25980.1, TREG1_25980.3, TREG1_25980.2, TREG1_142480.1
OG0005745	EWB00_007126	TREG1_80740.1
OG0005746	EWB00_009120.3, EWB00_009120.1, EWB00_009120.2	TREG1_46150.1
OG0005747	EWB00_004890	TREG1_31890.1, TREG1_31890.3, TREG1_31890.2, TREG1_31890.4
OG0005748	EWB00_000613	TREG1_121950.1
OG0005749	EWB00_006571, EWB00_006572	TREG1_88300.1
OG0005750	EWB00_009976	TREG1_134630.1, TREG1_134630.3, TREG1_134630.2
OG0005751	EWB00_003426.1, EWB00_003426.2	TREG1_53920.1
OG0005752	EWB00_001105.1, EWB00_001105.2, EWB00_001105.3	TREG1_58710.1
OG0005753	EWB00_007485, EWB00_007487	TREG1_96140.1
OG0005754	EWB00_000723	TREG1_119720.1, TREG1_119730.1
OG0005755	EWB00_004215	TREG1_35080.2, TREG1_35080.4, TREG1_35080.1, TREG1_35080.3
OG0005756	EWB00_001077.2, EWB00_001077.3, EWB00_001077.4, EWB00_001077.1	TREG1_38010.1, TREG1_38010.2, TREG1_38010.3
OG0005757	EWB00_010941.1, EWB00_010941.2, EWB00_010941.3, EWB00_010941.4	TREG1_101390.1
OG0005758	EWB00_002784	TREG1_96990.1
OG0005759	EWB00_006950.1, EWB00_006950.2	TREG1_38240.1, TREG1_38240.2, TREG1_38240.3
OG0005760	EWB00_010729.1, EWB00_010729.2, EWB00_010729.3	TREG1_141420.1, TREG1_66420.1
OG0005761	EWB00_002866	TREG1_38310.1
OG0005762	EWB00_001165.1, EWB00_001165.2	TREG1_84380.1
OG0005763	EWB00_003177.1, EWB00_003177.3, EWB00_003177.2, EWB00_003177.4	TREG1_130000.1
OG0005764	EWB00_000906	TREG1_88860.1
OG0005765	EWB00_003318	TREG1_48470.1
OG0005766	EWB00_009603	TREG1_114340.1, TREG1_114340.2
OG0005767	EWB00_009611	TREG1_109290.1, TREG1_109290.2
OG0005768	EWB00_011208	TREG1_57810.1
OG0005769	EWB00_003700.3, EWB00_003700.1, EWB00_003700.2	TREG1_14630.1
OG0005770	EWB00_010366	TREG1_33240.1
OG0005771	EWB00_010662.1, EWB00_010662.3, EWB00_010662.2	TREG1_139950.1
OG0005772	EWB00_008944	TREG1_113120.1
OG0005773	EWB00_009433	TREG1_5990.1
OG0005774	EWB00_009298.3, EWB00_009298.1, EWB00_009298.2, EWB00_009298.4	TREG1_81320.1, TREG1_81340.1
OG0005775	EWB00_002789, EWB00_002788	TREG1_55990.1
OG0005776	EWB00_008042	TREG1_123520.1
OG0005777	EWB00_002820	TREG1_42120.1
OG0005778	EWB00_006271	TREG1_93150.1, TREG1_93150.2
OG0005779	EWB00_005595, EWB00_010541	TREG1_92550.1, TREG1_92550.2, TREG1_92550.3, TREG1_92550.4
OG0005780	EWB00_008431.1, EWB00_008431.2, EWB00_008431.3	TREG1_130400.1
OG0005781	EWB00_006926.1, EWB00_006926.2	TREG1_121630.1
OG0005782	EWB00_000012	TREG1_43330.1, TREG1_43330.2, TREG1_43330.3, TREG1_43330.4
