Orthogroup	fasciola_gigantica	schistosoma_japonicum
OG0003780	FGIG_10805	EWB00_009799.1, EWB00_009799.3, EWB00_009799.2
OG0003781	FGIG_10878	EWB00_003736.1, EWB00_003736.2, EWB00_003736.4, EWB00_003736.3
OG0003782	FGIG_10921	EWB00_004431
OG0003783	FGIG_11054, FGIG_10954	EWB00_000185
OG0003784	FGIG_10994	EWB00_000199.2, EWB00_000199.1, EWB00_000199.3
OG0003785	FGIG_11010	EWB00_008287.1, EWB00_008287.2
OG0003786	FGIG_11016	EWB00_010409, EWB00_010408
OG0003787	FGIG_11020	EWB00_006417.1, EWB00_006417.2
OG0003788	FGIG_11181	EWB00_002741
OG0003789	FGIG_11186	EWB00_008710.2, EWB00_008710.1, EWB00_008710.3
OG0003790	FGIG_11213	EWB00_006033
OG0003791	FGIG_11283	EWB00_004056.1, EWB00_004056.3, EWB00_004056.2
OG0003792	FGIG_11350	EWB00_003807, EWB00_003805
OG0003793	FGIG_11585, FGIG_11402	EWB00_002530.1, EWB00_002530.2
OG0003794	FGIG_11510	EWB00_009010.1, EWB00_009010.2, EWB00_009010.3
OG0003795	FGIG_11651	EWB00_010203
OG0003796	FGIG_11667, FGIG_11668	EWB00_010486
OG0003797	FGIG_11691	EWB00_007171
OG0003799	FGIG_12062, FGIG_11795	EWB00_000150.1, EWB00_000150.2, EWB00_000150.3
OG0003800	FGIG_11956	EWB00_007097
OG0003801	FGIG_12180	EWB00_010684.1, EWB00_010684.2, EWB00_010684.3
OG0003827	FGIG_00616, FGIG_00003	EWB00_006016
OG0003828	FGIG_00011	EWB00_009130, EWB00_009129
OG0003829	FGIG_00056	EWB00_008674.1, EWB00_008674.2
OG0003830	FGIG_00070, FGIG_00074	EWB00_004192.1, EWB00_004192.2
OG0003831	FGIG_00079	EWB00_009510
OG0003832	FGIG_00158, FGIG_07024, FGIG_07023	EWB00_004787
OG0003833	FGIG_00179	EWB00_004886
OG0003834	FGIG_00232	EWB00_008633, EWB00_008632
OG0003835	FGIG_00269	EWB00_010282.1, EWB00_010282.3, EWB00_010282.2
OG0003836	FGIG_00287	EWB00_006020.1, EWB00_006020.2
OG0003837	FGIG_00306, FGIG_00307	EWB00_003928.1, EWB00_003928.2
OG0003838	FGIG_00326	EWB00_003701.1, EWB00_003701.2, EWB00_003701.3
OG0003839	FGIG_00336	EWB00_002192, EWB00_002193
OG0003840	FGIG_00353	EWB00_007664
OG0003841	FGIG_00378	EWB00_004393
OG0003842	FGIG_00385, FGIG_05108	EWB00_005988
OG0003843	FGIG_00393, FGIG_08414	EWB00_008834.1, EWB00_008834.2
OG0003844	FGIG_00400	EWB00_002130.1, EWB00_002130.2
OG0003845	FGIG_11306, FGIG_00428	EWB00_008313
OG0003846	FGIG_00437, FGIG_01677	EWB00_000107
OG0003847	FGIG_00468	EWB00_011158
OG0003848	FGIG_00519	EWB00_004934
OG0003849	FGIG_00572	EWB00_010310
OG0003850	FGIG_00595	EWB00_007943
OG0003851	FGIG_00629	EWB00_000395.1, EWB00_000395.2
OG0003852	FGIG_00732	EWB00_005883, EWB00_005884, EWB00_005882, EWB00_005881
OG0003853	FGIG_00757, FGIG_10745, FGIG_00758	EWB00_006670
OG0003854	FGIG_00780	EWB00_009805
OG0003855	FGIG_00798	EWB00_007977.2, EWB00_007977.1, EWB00_007977.3
OG0003856	FGIG_06116, FGIG_08750, FGIG_08749	EWB00_001328
OG0003857	FGIG_00916	EWB00_009551.1, EWB00_009551.2, EWB00_009551.3, EWB00_009551.4, EWB00_009551.5
OG0003858	FGIG_00980	EWB00_005924
OG0003859	FGIG_00987	EWB00_007124
OG0003860	FGIG_01015	EWB00_006202.1, EWB00_006202.2
OG0003861	FGIG_01052	EWB00_007710
OG0003863	FGIG_01209	EWB00_007564.1, EWB00_007564.2
OG0003865	FGIG_01481	EWB00_005866.1, EWB00_005866.3, EWB00_005866.2
OG0003866	FGIG_01504	EWB00_003913.1, EWB00_003913.4, EWB00_003913.2, EWB00_003913.3
OG0003867	FGIG_01563	EWB00_006888.1, EWB00_006888.4, EWB00_006888.2, EWB00_006888.3
OG0003868	FGIG_01607	EWB00_011354.1, EWB00_011354.2, EWB00_011354.3
OG0003869	FGIG_01647	EWB00_008395.3, EWB00_008395.2, EWB00_008395.1
OG0003870	FGIG_01685	EWB00_006041.1, EWB00_006041.2, EWB00_006041.3
OG0003871	FGIG_01706	EWB00_002874
OG0003872	FGIG_01778	EWB00_003568
OG0003873	FGIG_11719, FGIG_01823	EWB00_008775
OG0003875	FGIG_01914	EWB00_007096
OG0003876	FGIG_02374, FGIG_01932	EWB00_006152.1, EWB00_006152.2
OG0003877	FGIG_11477, FGIG_01966	EWB00_009177.1, EWB00_009177.2
OG0003878	FGIG_01968, FGIG_01967	EWB00_009178
OG0003879	FGIG_01984	EWB00_003492
OG0003880	FGIG_01989	EWB00_002066
OG0003881	FGIG_01997	EWB00_011332.1, EWB00_011332.3, EWB00_011332.2
OG0003882	FGIG_02010	EWB00_005868.1, EWB00_005868.2
OG0003883	FGIG_02048	EWB00_011321.2, EWB00_011321.1, EWB00_011321.3
OG0003884	FGIG_02121	EWB00_006990.1, EWB00_006990.2, EWB00_006990.3, EWB00_006990.4, EWB00_006990.5
OG0003885	FGIG_02125	EWB00_006914.3, EWB00_006914.1, EWB00_006914.2
OG0003886	FGIG_02170	EWB00_004392
OG0003887	FGIG_02184, FGIG_02185	EWB00_003045
OG0003888	FGIG_02242	EWB00_005898, EWB00_005075.1, EWB00_005075.2
OG0003889	FGIG_02322	EWB00_007147.1, EWB00_007147.2
OG0003890	FGIG_02376	EWB00_006435
OG0003891	FGIG_02407	EWB00_003704.1, EWB00_003704.2
OG0003892	FGIG_02423	EWB00_004872
OG0003894	FGIG_02591	EWB00_008446.1, EWB00_008446.3, EWB00_008446.2, EWB00_008446.4, EWB00_008446.5
OG0003895	FGIG_02599	EWB00_006795.1, EWB00_006795.2
OG0003896	FGIG_02846	EWB00_010655.1, EWB00_010655.2
OG0003897	FGIG_02852	EWB00_009154.3, EWB00_009154.1, EWB00_009154.2
OG0003898	FGIG_02857	EWB00_003094.1, EWB00_003094.2
OG0003899	FGIG_02890	EWB00_006793
OG0003900	FGIG_02900, FGIG_02902, FGIG_02901	EWB00_008548
OG0003902	FGIG_02959, FGIG_11065	EWB00_000314
OG0003903	FGIG_03135	EWB00_008924
OG0003904	FGIG_03352	EWB00_006255.1, EWB00_006255.2
OG0003905	FGIG_03393	EWB00_000552, EWB00_000553
OG0003907	FGIG_03506	EWB00_003598.1, EWB00_003598.2, EWB00_003598.3
OG0003908	FGIG_03591	EWB00_008568
OG0003909	FGIG_03609	EWB00_004282.4, EWB00_004282.3, EWB00_004282.2, EWB00_004282.1
OG0003910	FGIG_03621	EWB00_001202.1, EWB00_001202.2, EWB00_001202.4, EWB00_001202.3
OG0003911	FGIG_03669	EWB00_007991.1, EWB00_007991.2, EWB00_007991.4, EWB00_007991.3
OG0003912	FGIG_03688	EWB00_002288.1, EWB00_002288.2
OG0003913	FGIG_10929, FGIG_03851, FGIG_03850	EWB00_002901.1, EWB00_002901.2
OG0003914	FGIG_03927	EWB00_009669, EWB00_002785
OG0003915	FGIG_03928	EWB00_000528
OG0003917	FGIG_04060	EWB00_004210.1, EWB00_004210.2, EWB00_010603
OG0003918	FGIG_09816, FGIG_04079, FGIG_09815	EWB00_003606.1, EWB00_003606.2
OG0003919	FGIG_04137	EWB00_001779.2, EWB00_001779.4, EWB00_001779.1, EWB00_001779.3
OG0003920	FGIG_04156, FGIG_04155	EWB00_007634, EWB00_007633
OG0003921	FGIG_04189	EWB00_003667.1, EWB00_003667.2, EWB00_003667.3
OG0003922	FGIG_04203	EWB00_006247
OG0003923	FGIG_04324	EWB00_001116.1, EWB00_001116.2
OG0003924	FGIG_04356	EWB00_001207.2, EWB00_001207.1, EWB00_001207.3
OG0003925	FGIG_04385	EWB00_010627.1, EWB00_010627.2
OG0003926	FGIG_04518	EWB00_000258, EWB00_000257.1, EWB00_000257.2, EWB00_000257.3, EWB00_000257.4, EWB00_000257.5
OG0003927	FGIG_10656, FGIG_04526	EWB00_008556
OG0003928	FGIG_04587	EWB00_007987
OG0003929	FGIG_04599	EWB00_009265.1, EWB00_009265.2
OG0003930	FGIG_04625	EWB00_003472.1, EWB00_003472.2
OG0003931	FGIG_04718	EWB00_010615.1, EWB00_010615.3, EWB00_010615.2
OG0003932	FGIG_04730	EWB00_004188.1, EWB00_004188.2
OG0003933	FGIG_12602, FGIG_11811, FGIG_11810, FGIG_04746	EWB00_000008, EWB00_009721
OG0003934	FGIG_04768	EWB00_003596.2, EWB00_003596.1, EWB00_003596.3
OG0003935	FGIG_04806	EWB00_004206.3, EWB00_004206.1, EWB00_004206.2
OG0003936	FGIG_04828, FGIG_11562	EWB00_005910
OG0003937	FGIG_04877	EWB00_010776
OG0003938	FGIG_04978	EWB00_006624
OG0003939	FGIG_12288, FGIG_04990	EWB00_004488.1, EWB00_004488.3, EWB00_004488.2
OG0003940	FGIG_05014	EWB00_010014
OG0003941	FGIG_05050	EWB00_004841, EWB00_004842
OG0003942	FGIG_05081	EWB00_003638.1, EWB00_003638.2
OG0003943	FGIG_05084	EWB00_004051
OG0003944	FGIG_05085	EWB00_004052
OG0003945	FGIG_05090	EWB00_007531
OG0003946	FGIG_05104	EWB00_001125, EWB00_001124
OG0003947	FGIG_05121, FGIG_10420	EWB00_007816
OG0003948	FGIG_05177	EWB00_005142
OG0003949	FGIG_06624, FGIG_07754, FGIG_05200	EWB00_008117.1, EWB00_008117.2, EWB00_008117.3
OG0003950	FGIG_05215	EWB00_008455
OG0003951	FGIG_05363	EWB00_008072
OG0003952	FGIG_10477, FGIG_05428	EWB00_001856.1, EWB00_001856.2
OG0003953	FGIG_05452	EWB00_006729.1, EWB00_006729.4, EWB00_006729.2, EWB00_006729.3, EWB00_006729.5
OG0003954	FGIG_05509	EWB00_011100, EWB00_011099
OG0003955	FGIG_05559, FGIG_05558	EWB00_007597
OG0003956	FGIG_05637	EWB00_000398.2, EWB00_000398.1, EWB00_000398.3, EWB00_000398.4
OG0003957	FGIG_05699	EWB00_008169.2, EWB00_008169.1
OG0003958	FGIG_05787	EWB00_004101.2, EWB00_004101.5, EWB00_004101.6, EWB00_004101.1, EWB00_004101.3, EWB00_004101.4
OG0003959	FGIG_05793	EWB00_004638
OG0003960	FGIG_05953	EWB00_006515.1, EWB00_006515.2
OG0003961	FGIG_05986	EWB00_008772
OG0003962	FGIG_05997, FGIG_05998	EWB00_005979
OG0003963	FGIG_06024	EWB00_008819
OG0003964	FGIG_06245	EWB00_006533.1, EWB00_006536, EWB00_006533.2
OG0003965	FGIG_06274	EWB00_010883.1, EWB00_010883.2
OG0003966	FGIG_06306	EWB00_008837.2, EWB00_008837.1
OG0003967	FGIG_06720, FGIG_06336, FGIG_06719	EWB00_002798
OG0003968	FGIG_06386	EWB00_007339.1, EWB00_007339.2, EWB00_007339.3, EWB00_007339.4, EWB00_007339.5
OG0003969	FGIG_06572, FGIG_06460	EWB00_008405, EWB00_008406
OG0003970	FGIG_06593	EWB00_000376
OG0003971	FGIG_06692	EWB00_009792
OG0003972	FGIG_06758	EWB00_007469.1, EWB00_007469.5, EWB00_007469.4, EWB00_007469.2, EWB00_007469.3, EWB00_007469.6
OG0003973	FGIG_06783	EWB00_000005, EWB00_003692
OG0003974	FGIG_06804	EWB00_005369
OG0003975	FGIG_11767, FGIG_06881	EWB00_006211.1, EWB00_006211.2
OG0003976	FGIG_06895	EWB00_004231
OG0003977	FGIG_06932	EWB00_005387.1, EWB00_005387.2
OG0003978	FGIG_06985	EWB00_010706.1, EWB00_010706.3, EWB00_010706.2, EWB00_010706.4
OG0003979	FGIG_06991	EWB00_003707.1, EWB00_003707.2
OG0003980	FGIG_07039	EWB00_007431
OG0003981	FGIG_07062	EWB00_007090.2, EWB00_007090.4, EWB00_007090.3, EWB00_007090.5, EWB00_007090.1
OG0003982	FGIG_07101	EWB00_010445.1, EWB00_010445.2
OG0003983	FGIG_07261	EWB00_011334.1, EWB00_011334.2
OG0003985	FGIG_07357	EWB00_010488.3, EWB00_010488.4, EWB00_010488.1, EWB00_010488.2
OG0003986	FGIG_07377	EWB00_010398
OG0003987	FGIG_07392	EWB00_005816, EWB00_009505
OG0003988	FGIG_07398	EWB00_007702
OG0003989	FGIG_07404	EWB00_010031
OG0003990	FGIG_07461	EWB00_008743.1, EWB00_008743.2
OG0003991	FGIG_07491	EWB00_004166
OG0003992	FGIG_07502	EWB00_004622.4, EWB00_004622.1, EWB00_004622.3, EWB00_004622.2
OG0003993	FGIG_07542	EWB00_010970
OG0003994	FGIG_07556	EWB00_001578.1, EWB00_001578.2
OG0003995	FGIG_07617	EWB00_003271.1, EWB00_003271.2
OG0003996	FGIG_07671	EWB00_008121.3, EWB00_008121.1, EWB00_008121.2
OG0003998	FGIG_07697	EWB00_009366.1, EWB00_009366.2
OG0003999	FGIG_07704	EWB00_008563.1, EWB00_008563.2
OG0004000	FGIG_07722	EWB00_009870.1, EWB00_009870.3, EWB00_009870.2
OG0004001	FGIG_07728	EWB00_002548.3, EWB00_002548.1, EWB00_002548.2
OG0004002	FGIG_07771	EWB00_010964
OG0004003	FGIG_07799	EWB00_002134
OG0004004	FGIG_07804	EWB00_008657
OG0004005	FGIG_07885	EWB00_003143.2, EWB00_003143.3, EWB00_003143.5, EWB00_003143.4
OG0004006	FGIG_07897, FGIG_07898	EWB00_005972.1, EWB00_005972.2, EWB00_005972.3
OG0004007	FGIG_07927, FGIG_09279, FGIG_10211	EWB00_002738.1, EWB00_002738.2
OG0004008	FGIG_07946	EWB00_000280.1, EWB00_000280.2
OG0004010	FGIG_07974	EWB00_007550.1, EWB00_007550.2
OG0004011	FGIG_07994, FGIG_07995	EWB00_001416
OG0004012	FGIG_08070	EWB00_005377, EWB00_005376
OG0004013	FGIG_08116	EWB00_010472
OG0004014	FGIG_08121	EWB00_001659.1, EWB00_001659.2
OG0004015	FGIG_08192	EWB00_008942.1, EWB00_008942.2
OG0004016	FGIG_08264	EWB00_005644
OG0004018	FGIG_08463	EWB00_006915
OG0004019	FGIG_08505	EWB00_009268.1, EWB00_009268.2, EWB00_009268.3
OG0004021	FGIG_08665	EWB00_011391.1, EWB00_011391.2
OG0004022	FGIG_08670	EWB00_009287.1, EWB00_009287.2, EWB00_009287.3, EWB00_009287.4, EWB00_009287.5, EWB00_009287.6, EWB00_009287.7
OG0004023	FGIG_08753	EWB00_011261.1, EWB00_011261.2
OG0004024	FGIG_08887	EWB00_008002
OG0004025	FGIG_09037, FGIG_11992	EWB00_003510
OG0004026	FGIG_09070	EWB00_009538
OG0004027	FGIG_09071	EWB00_011023
OG0004028	FGIG_09129	EWB00_009204
OG0004029	FGIG_09133, FGIG_12175	EWB00_001618.1, EWB00_001618.2, EWB00_001618.3
OG0004030	FGIG_09443	EWB00_005474.1, EWB00_005474.3, EWB00_005474.4, EWB00_005474.2
OG0004031	FGIG_09448	EWB00_005920
OG0004032	FGIG_09479	EWB00_009395
OG0004033	FGIG_09501	EWB00_003914
OG0004034	FGIG_09615	EWB00_008582
OG0004035	FGIG_09825	EWB00_001972
OG0004036	FGIG_09982	EWB00_003139
OG0004037	FGIG_10078	EWB00_003585
OG0004038	FGIG_10194	EWB00_010720.1, EWB00_010720.2
OG0004039	FGIG_10267	EWB00_003882, EWB00_009947
OG0004040	FGIG_10324	EWB00_005409
OG0004041	FGIG_10368	EWB00_004717.2, EWB00_004717.1
OG0004042	FGIG_10476	EWB00_009809.1, EWB00_009809.2
OG0004043	FGIG_10610	EWB00_001510.1, EWB00_001510.2
OG0004044	FGIG_10622	EWB00_007544.1, EWB00_007544.3, EWB00_007544.2
OG0004045	FGIG_10730	EWB00_010195.1, EWB00_010195.2
OG0004046	FGIG_10733	EWB00_009476.1, EWB00_009476.2, EWB00_009476.3
OG0004048	FGIG_11145	EWB00_011272.1, EWB00_011272.3, EWB00_011272.2, EWB00_011272.4
OG0004049	FGIG_11149	EWB00_000570
OG0004050	FGIG_11225	EWB00_004578.1, EWB00_004578.2, EWB00_004578.3, EWB00_004578.5, EWB00_004578.4
OG0004051	FGIG_11332	EWB00_008864
OG0004052	FGIG_11480	EWB00_005178.1, EWB00_005178.2
OG0004053	FGIG_11613, FGIG_11614	EWB00_011405.1, EWB00_011405.2
OG0004054	FGIG_11634	EWB00_001591.3, EWB00_001591.1, EWB00_001591.2
OG0004055	FGIG_11635	EWB00_009413
OG0004056	FGIG_11734	EWB00_010726.1, EWB00_010726.2
OG0004057	FGIG_11968	EWB00_007618
OG0004058	FGIG_12090	EWB00_011043.1, EWB00_011043.2, EWB00_011043.3
OG0004059	FGIG_12168	EWB00_011259.1, EWB00_011259.2
OG0004060	FGIG_12205	EWB00_007347.1, EWB00_007347.2, EWB00_007347.3
OG0004061	FGIG_12490	EWB00_000318.1, EWB00_000318.2
OG0004062	FGIG_12491, FGIG_12533	EWB00_000319
OG0004063	FGIG_12493	EWB00_010245.1, EWB00_010245.2
OG0004089	FGIG_00094	EWB00_005436.1, EWB00_005436.2
OG0004090	FGIG_08089, FGIG_00099	EWB00_001943
OG0004091	FGIG_00123	EWB00_001617.1, EWB00_001617.2
OG0004092	FGIG_08687, FGIG_00129, FGIG_12170	EWB00_008484.1, EWB00_008484.2
OG0004093	FGIG_00137	EWB00_001231
OG0004094	FGIG_00144	EWB00_001797.3, EWB00_001797.1, EWB00_001797.2
OG0004095	FGIG_00204	EWB00_000672
OG0004096	FGIG_00235	EWB00_008843
OG0004097	FGIG_00266	EWB00_011276
OG0004098	FGIG_00314	EWB00_010752
OG0004099	FGIG_00331	EWB00_003845.1, EWB00_003845.2
OG0004101	FGIG_00513	EWB00_004724.1, EWB00_004724.2
OG0004102	FGIG_00520	EWB00_004935
OG0004103	FGIG_00555	EWB00_009552.1, EWB00_009552.2
OG0004104	FGIG_00613	EWB00_004331
OG0004105	FGIG_00670	EWB00_005014
OG0004106	FGIG_09168, FGIG_00711, FGIG_01195	EWB00_011195
OG0004107	FGIG_00744, FGIG_12302	EWB00_003133.1, EWB00_003133.2, EWB00_003133.3, EWB00_003133.4, EWB00_003133.5
OG0004108	FGIG_00763	EWB00_003248.1, EWB00_003248.2
OG0004109	FGIG_00805	EWB00_007708
OG0004110	FGIG_00863	EWB00_010947.1, EWB00_010947.2
OG0004111	FGIG_00928	EWB00_009000
OG0004112	FGIG_00949	EWB00_000051, EWB00_000052.1, EWB00_000052.2, EWB00_000052.3
OG0004113	FGIG_01059, FGIG_01060	EWB00_007542
OG0004114	FGIG_01067, FGIG_12023	EWB00_006787
OG0004115	FGIG_01091	EWB00_004300
OG0004116	FGIG_01116	EWB00_004504
OG0004117	FGIG_01169	EWB00_009022
OG0004118	FGIG_01299	EWB00_002822
OG0004119	FGIG_01355	EWB00_000273.1, EWB00_000273.2
OG0004120	FGIG_01382	EWB00_002932.1, EWB00_002932.4, EWB00_002932.2, EWB00_002932.5
OG0004121	FGIG_01428	EWB00_006814.4, EWB00_006814.1, EWB00_006814.3, EWB00_006814.2
OG0004122	FGIG_01583	EWB00_008041
OG0004123	FGIG_01590, FGIG_10678, FGIG_01591	EWB00_003109.1, EWB00_003109.2
OG0004124	FGIG_01689	EWB00_000636
OG0004125	FGIG_01692	EWB00_009001
OG0004126	FGIG_01739	EWB00_002004.1, EWB00_002004.2, EWB00_002004.3
OG0004127	FGIG_01761	EWB00_005034.1, EWB00_005034.2, EWB00_005034.3, EWB00_005034.4
OG0004128	FGIG_01774, FGIG_01773	EWB00_000074
OG0004129	FGIG_01779	EWB00_010809
OG0004130	FGIG_01825	EWB00_002733
OG0004131	FGIG_01828	EWB00_002434
OG0004132	FGIG_01871	EWB00_010267, EWB00_003008
OG0004133	FGIG_01927	EWB00_005752
OG0004134	FGIG_01944	EWB00_003112, EWB00_003111
OG0004135	FGIG_02013, FGIG_06043	EWB00_001767.2, EWB00_001767.1, EWB00_001767.3, EWB00_001767.4, EWB00_001767.5
OG0004136	FGIG_02135	EWB00_005563
OG0004137	FGIG_02159, FGIG_02158	EWB00_006076.1, EWB00_006076.2
OG0004138	FGIG_02223	EWB00_010747.3, EWB00_010747.4, EWB00_010747.1, EWB00_010747.2
OG0004139	FGIG_02232	EWB00_002879.1, EWB00_002879.2
OG0004140	FGIG_02357	EWB00_010754.1, EWB00_010754.2
OG0004141	FGIG_02377	EWB00_005479.1, EWB00_005479.2
OG0004142	FGIG_02442	EWB00_000137.1, EWB00_000137.2, EWB00_000137.3
OG0004143	FGIG_02449	EWB00_008465
OG0004144	FGIG_02479	EWB00_009878
OG0004145	FGIG_02490, FGIG_08599	EWB00_007734.1, EWB00_007734.2, EWB00_007734.4, EWB00_007734.3
OG0004146	FGIG_02517, FGIG_02518	EWB00_002894
OG0004147	FGIG_02529	EWB00_005249.1, EWB00_005249.2
OG0004148	FGIG_02560	EWB00_004185, EWB00_004186.1, EWB00_004186.2, EWB00_004184, EWB00_000814
OG0004149	FGIG_07360, FGIG_02689	EWB00_007888
OG0004150	FGIG_02848	EWB00_000680, EWB00_000681
OG0004151	FGIG_02921	EWB00_003570
OG0004152	FGIG_02938	EWB00_002302.4, EWB00_002302.1, EWB00_002302.3, EWB00_002302.2
OG0004153	FGIG_03054	EWB00_008559
OG0004154	FGIG_03061	EWB00_007790.1, EWB00_007790.2, EWB00_007790.3
OG0004155	FGIG_03067	EWB00_008075
OG0004156	FGIG_03076	EWB00_003221
OG0004157	FGIG_03081	EWB00_002520.1, EWB00_002520.4, EWB00_002520.2, EWB00_002520.3
OG0004158	FGIG_03087	EWB00_001800.1, EWB00_001800.2, EWB00_001800.3, EWB00_001800.4
OG0004159	FGIG_03124	EWB00_006276.1, EWB00_006276.2
OG0004160	FGIG_03130	EWB00_008269.3, EWB00_008269.4, EWB00_008269.2, EWB00_008269.1
OG0004161	FGIG_03167	EWB00_010008.2, EWB00_010008.1, EWB00_010008.3
OG0004163	FGIG_03279	EWB00_011032, EWB00_011034
OG0004164	FGIG_03301	EWB00_004630
OG0004165	FGIG_03328	EWB00_003376
OG0004166	FGIG_03450	EWB00_006303.1, EWB00_006303.2
OG0004167	FGIG_03452	EWB00_003054, EWB00_004869.1, EWB00_004869.2, EWB00_003055
OG0004168	FGIG_03567, FGIG_03566	EWB00_008571
OG0004169	FGIG_03612	EWB00_010899.1, EWB00_010899.2, EWB00_010899.3, EWB00_010899.4
OG0004170	FGIG_03647	EWB00_007393.1, EWB00_007393.2
OG0004171	FGIG_03673	EWB00_004455.5, EWB00_004455.1, EWB00_004455.2, EWB00_004455.3, EWB00_004455.4
OG0004172	FGIG_03693	EWB00_004558.1, EWB00_004558.2
OG0004173	FGIG_03709, FGIG_03708	EWB00_000345.1, EWB00_000345.2
OG0004174	FGIG_03765	EWB00_006920.1
OG0004175	FGIG_03799	EWB00_004415
OG0004176	FGIG_10320, FGIG_10319	EWB00_004163.1, EWB00_004163.2
OG0004177	FGIG_03905	EWB00_008851.1, EWB00_008851.2, EWB00_008851.3, EWB00_008851.4
OG0004178	FGIG_03931	EWB00_005182.1, EWB00_005182.2
OG0004179	FGIG_03944	EWB00_002625
OG0004180	FGIG_03945	EWB00_009839.1, EWB00_009839.3, EWB00_009839.2
OG0004181	FGIG_03983	EWB00_009371
OG0004182	FGIG_04018, FGIG_04019	EWB00_010422
OG0004183	FGIG_04032, FGIG_10573	EWB00_001906
OG0004184	FGIG_04054	EWB00_008955.2, EWB00_008955.1, EWB00_008955.3
OG0004185	FGIG_04101	EWB00_008379
OG0004186	FGIG_04104	EWB00_004461, EWB00_004460
OG0004187	FGIG_04174	EWB00_000941.1, EWB00_000941.2
OG0004188	FGIG_04201	EWB00_000134.1, EWB00_000134.2
OG0004189	FGIG_04234	EWB00_002450
OG0004190	FGIG_04237	EWB00_002057.1, EWB00_002057.2, EWB00_002057.3
OG0004191	FGIG_04238	EWB00_007436.2, EWB00_007436.1
OG0004192	FGIG_04284, FGIG_04286, FGIG_04285, FGIG_04287	EWB00_006522
OG0004193	FGIG_07202, FGIG_04351	EWB00_007298
OG0004194	FGIG_04404	EWB00_001323
OG0004195	FGIG_04420	EWB00_006454
OG0004196	FGIG_04433	EWB00_001723.1, EWB00_001723.2
OG0004197	FGIG_04463	EWB00_010783
OG0004198	FGIG_04489	EWB00_001655.1, EWB00_001655.2
OG0004199	FGIG_04498	EWB00_000518
OG0004200	FGIG_04547	EWB00_003494
OG0004201	FGIG_04564	EWB00_008910
OG0004202	FGIG_04579	EWB00_006439
OG0004203	FGIG_04634, FGIG_08625	EWB00_010936
OG0004204	FGIG_04736	EWB00_004013
OG0004205	FGIG_04779	EWB00_004816.1, EWB00_004816.3, EWB00_004816.2
OG0004206	FGIG_04834	EWB00_001916
OG0004207	FGIG_04874	EWB00_011233, EWB00_008860
OG0004208	FGIG_04892	EWB00_006266
OG0004209	FGIG_04946	EWB00_006707
OG0004210	FGIG_04959	EWB00_000630.1, EWB00_000630.2, EWB00_000630.3
OG0004211	FGIG_05047	EWB00_003796
OG0004212	FGIG_05057, FGIG_05058	EWB00_005399
OG0004213	FGIG_05194	EWB00_000891
OG0004215	FGIG_05334	EWB00_008161.6, EWB00_008161.4, EWB00_008161.5, EWB00_008161.7, EWB00_008161.2, EWB00_008161.3, EWB00_008161.1
OG0004216	FGIG_05346, FGIG_08394	EWB00_007814.2
OG0004217	FGIG_05395, FGIG_11888	EWB00_000557
OG0004218	FGIG_05399	EWB00_007590
OG0004219	FGIG_05514	EWB00_007115, EWB00_007116
OG0004220	FGIG_05556	EWB00_009566.1, EWB00_009566.2, EWB00_009566.3
OG0004221	FGIG_05569	EWB00_008658
OG0004222	FGIG_10474, FGIG_05572	EWB00_007971
OG0004223	FGIG_05613	EWB00_001758.1, EWB00_001758.2, EWB00_001758.4, EWB00_001758.3
OG0004224	FGIG_10306, FGIG_07260, FGIG_05640, FGIG_05641	EWB00_007128.1, EWB00_007128.2
OG0004225	FGIG_05671, FGIG_12695	EWB00_010870
OG0004226	FGIG_05776	EWB00_002864
OG0004227	FGIG_05819	EWB00_002695.1, EWB00_002695.4, EWB00_002695.2, EWB00_002695.3, EWB00_002695.5
OG0004228	FGIG_05863, FGIG_05862	EWB00_003456, EWB00_003457
OG0004229	FGIG_05864	EWB00_000302.1, EWB00_000302.2
OG0004231	FGIG_05984	EWB00_009227.1, EWB00_009227.2
OG0004232	FGIG_06092	EWB00_008741.1, EWB00_008741.3, EWB00_008741.2
OG0004233	FGIG_06188	EWB00_002990.1, EWB00_002990.2
OG0004234	FGIG_06198, FGIG_06199	EWB00_010062.1, EWB00_010062.2
OG0004235	FGIG_06261	EWB00_005756
OG0004236	FGIG_06327	EWB00_007493.3, EWB00_007493.1, EWB00_007493.2
OG0004237	FGIG_06380	EWB00_008518
OG0004238	FGIG_06408	EWB00_000006, EWB00_000003.2, EWB00_000003.1, EWB00_000003.3
OG0004239	FGIG_06424, FGIG_10940	EWB00_001646.1, EWB00_001646.2
OG0004240	FGIG_06463	EWB00_003378
OG0004241	FGIG_06477	EWB00_011135
OG0004242	FGIG_06484	EWB00_007824
OG0004243	FGIG_06536	EWB00_003386
OG0004244	FGIG_06683	EWB00_000485
OG0004245	FGIG_06787	EWB00_002065
OG0004246	FGIG_06824	EWB00_002958, EWB00_006976
OG0004247	FGIG_06962	EWB00_009244.1, EWB00_009244.2
OG0004248	FGIG_06977	EWB00_002397.1, EWB00_002397.2
OG0004249	FGIG_07030	EWB00_000811.1, EWB00_000811.2
OG0004250	FGIG_07031	EWB00_000782.1, EWB00_000782.2
OG0004251	FGIG_07113	EWB00_005124
OG0004252	FGIG_07149	EWB00_003160.1, EWB00_003160.2
OG0004253	FGIG_07217	EWB00_011399
