Orthogroup	schistosoma_japonicum	schistosoma_turkestanicum
OG0000206	EWB00_003373.2, EWB00_003373.3	STRK1_35690.6, STRK1_35690.2
OG0000207	EWB00_006855	STRK1_36180.1
OG0000207	EWB00_006856	STRK1_36170.1
OG0000208	EWB00_006604	STRK1_70670.1
OG0000209	EWB00_003068	STRK1_12090.7, STRK1_12090.2, STRK1_12090.3, STRK1_12090.4, STRK1_12090.5, STRK1_12090.6, STRK1_12090.1
OG0000210	EWB00_008607	STRK1_82570.1, STRK1_82570.2, STRK1_82580.1, STRK1_82590.1
OG0000211	EWB00_008540.1, EWB00_008540.2, EWB00_008540.3, EWB00_008540.4	STRK1_6370.1
OG0000212	EWB00_000254.1, EWB00_000254.2	STRK1_22730.1
OG0000214	EWB00_000769.1, EWB00_000769.2, EWB00_000769.3	STRK1_6400.1, STRK1_6400.2, STRK1_6400.5, STRK1_6400.4, STRK1_6400.3
OG0000216	EWB00_007182	STRK1_45300.1, STRK1_57560.1
OG0000217	EWB00_003421.5, EWB00_003421.6, EWB00_003421.2, EWB00_003421.1	STRK1_31420.1
OG0000218	EWB00_007629	STRK1_14420.1
OG0000219	EWB00_011278.1, EWB00_011278.2	STRK1_61660.1
OG0000220	EWB00_011054.2, EWB00_011054.1, EWB00_011054.3	STRK1_96360.1, STRK1_75400.1, STRK1_75400.2
OG0000221	EWB00_009959, EWB00_008502	STRK1_9390.1, STRK1_9390.2
OG0000221	EWB00_007895, EWB00_007896	STRK1_17630.1
OG0000222	EWB00_010985.3, EWB00_010985.4, EWB00_010985.1, EWB00_010985.2	STRK1_72970.1, STRK1_72970.2
OG0000223	EWB00_008468	STRK1_9570.1
OG0000224	EWB00_010846	STRK1_3630.1, STRK1_3630.2, STRK1_3630.3
OG0000225	EWB00_008634	STRK1_17080.1
OG0000226	EWB00_001463.1, EWB00_001463.2	STRK1_110110.1, STRK1_111280.1, STRK1_36050.1
OG0000227	EWB00_010050	STRK1_105550.1, STRK1_67030.1
OG0000228	EWB00_003240.1, EWB00_003240.2	STRK1_37190.1
OG0000229	EWB00_007972	STRK1_57310.1, STRK1_57310.2
OG0000230	EWB00_007125	STRK1_64230.1, STRK1_64230.2
OG0000231	EWB00_005747.1, EWB00_005747.2, EWB00_005747.3	STRK1_107750.1
OG0000234	EWB00_004388, EWB00_004387	STRK1_32720.1, STRK1_100400.1, STRK1_100400.2
OG0000235	EWB00_009052, EWB00_009056	STRK1_16390.1, STRK1_16390.2
OG0000236	EWB00_007746	STRK1_48030.1
OG0000237	EWB00_006822	STRK1_46580.1, STRK1_46580.2
OG0000238	EWB00_007715.1, EWB00_007715.2, EWB00_007715.3	STRK1_33370.1
OG0000239	EWB00_002853.1, EWB00_002853.2	STRK1_25400.1
OG0000240	EWB00_007941.1, EWB00_007941.2	STRK1_36510.1
OG0000241	EWB00_007058.1, EWB00_007058.2	STRK1_22340.1
OG0000242	EWB00_004683	STRK1_7310.1
OG0000243	EWB00_006288.2, EWB00_006288.4, EWB00_006288.3, EWB00_006288.1	STRK1_15380.2, STRK1_15380.5, STRK1_15380.3, STRK1_15380.4, STRK1_15380.1
OG0000244	EWB00_008588	STRK1_5740.1
OG0000245	EWB00_005430.3, EWB00_005430.1, EWB00_005430.2, EWB00_005430.4, EWB00_005431, EWB00_005432.2, EWB00_005432.1	STRK1_2620.1
OG0000246	EWB00_003780.1, EWB00_003780.2	STRK1_110700.1
OG0000247	EWB00_006352.1, EWB00_006352.2	STRK1_6610.2, STRK1_6610.1, STRK1_6610.3, STRK1_96250.1
OG0000248	EWB00_000905.1, EWB00_000905.3, EWB00_000905.2	STRK1_62100.3, STRK1_62100.4, STRK1_62100.1, STRK1_62100.2
OG0000249	EWB00_001035	STRK1_3790.1
OG0000250	EWB00_003949.1, EWB00_003949.3, EWB00_003949.2, EWB00_003949.4	STRK1_38330.1, STRK1_99630.1, STRK1_99640.1
OG0000251	EWB00_001254.3, EWB00_001254.1, EWB00_001254.2	STRK1_76350.1, STRK1_76350.2
OG0000252	EWB00_006197	STRK1_41280.1, STRK1_41280.2
OG0000253	EWB00_000597.2, EWB00_000597.3, EWB00_000597.1	STRK1_4200.1
OG0000254	EWB00_009459.1, EWB00_009459.2, EWB00_009459.3	STRK1_8800.2, STRK1_8800.5, STRK1_8800.1, STRK1_8800.3, STRK1_8790.1, STRK1_8800.4
OG0000255	EWB00_003290.1, EWB00_003290.2	STRK1_27350.1
OG0000256	EWB00_008201, EWB00_009917	STRK1_43030.1, STRK1_43030.3, STRK1_43030.2
OG0000259	EWB00_003467	STRK1_26930.1
OG0000260	EWB00_002420.5, EWB00_002420.1, EWB00_002420.4, EWB00_002420.7, EWB00_002420.2, EWB00_002420.8, EWB00_002420.3, EWB00_002420.6	STRK1_20550.1
OG0000261	EWB00_007911, EWB00_007909, EWB00_007910	STRK1_68260.4, STRK1_68260.2, STRK1_68260.1, STRK1_68260.3
OG0000262	EWB00_004140, EWB00_004139	STRK1_29090.1, STRK1_29090.2
OG0000263	EWB00_004713	STRK1_58480.1
OG0000264	EWB00_004506	STRK1_82020.1, STRK1_102900.1
OG0000264	EWB00_004507	STRK1_82030.1
OG0000264	EWB00_006350	STRK1_99780.1
OG0000266	EWB00_009335.3, EWB00_009335.4, EWB00_009335.2, EWB00_009335.1	STRK1_79400.1
OG0000268	EWB00_002781.2, EWB00_002781.1, EWB00_002781.3	STRK1_69760.1
OG0000268	EWB00_000422.4, EWB00_000422.5	STRK1_12970.1
OG0000268	EWB00_000422.2, EWB00_000422.3, EWB00_000422.1	STRK1_12950.1
OG0000269	EWB00_009039	STRK1_16300.1
OG0000270	EWB00_005015.1, EWB00_005015.2, EWB00_005015.3	STRK1_25920.1, STRK1_25920.5, STRK1_25920.6, STRK1_25920.2, STRK1_25920.3, STRK1_25920.4
OG0000271	EWB00_010608.4, EWB00_010608.1, EWB00_010608.2, EWB00_010608.3, EWB00_010608.5	STRK1_52250.1
OG0000272	EWB00_004167.1, EWB00_004167.2	STRK1_4830.1, STRK1_4830.2
OG0000272	EWB00_004167.4, EWB00_004167.5	STRK1_4830.4
OG0000272	EWB00_004167.3	STRK1_4830.3
OG0000273	EWB00_007794	STRK1_7040.1, STRK1_7050.1
OG0000274	EWB00_010594.5, EWB00_010594.2, EWB00_010594.1, EWB00_010594.3, EWB00_010594.4	STRK1_76560.5, STRK1_76560.3, STRK1_76560.4, STRK1_76560.1, STRK1_76560.2
OG0000275	EWB00_001311	STRK1_33550.1
OG0000276	EWB00_004524.5, EWB00_004524.3, EWB00_004524.2, EWB00_004524.1, EWB00_004524.4	STRK1_71710.1
OG0000277	EWB00_009160.5, EWB00_009160.1, EWB00_009160.2, EWB00_009160.3, EWB00_009160.4, EWB00_009160.6	STRK1_89530.1, STRK1_89530.2, STRK1_89530.3
OG0000281	EWB00_009452	STRK1_81070.1
OG0000281	EWB00_010291, EWB00_010289	STRK1_15090.1
OG0000282	EWB00_000750	STRK1_48760.1, STRK1_48760.2
OG0000283	EWB00_011116	STRK1_60510.1, STRK1_60510.2, STRK1_60500.1, STRK1_60950.1, STRK1_60960.1
OG0000284	EWB00_003225.3, EWB00_003225.1, EWB00_003225.2	STRK1_37300.1, STRK1_37300.2
OG0000285	EWB00_004295	STRK1_31040.1, STRK1_31040.2
OG0000286	EWB00_006409.1, EWB00_006409.2	STRK1_37690.1
OG0000286	EWB00_002827	STRK1_37650.3, STRK1_37650.1, STRK1_37650.2
OG0000287	EWB00_001190.1, EWB00_001190.2, EWB00_001190.3	STRK1_71740.1, STRK1_71740.2, STRK1_71740.3
OG0000288	EWB00_008053	STRK1_84080.1
OG0000289	EWB00_000082	STRK1_14180.1, STRK1_14180.3, STRK1_14180.2
OG0000290	EWB00_010888.2, EWB00_010888.3, EWB00_010888.4, EWB00_010888.6, EWB00_010888.1, EWB00_010888.5	STRK1_25340.1, STRK1_25340.2
OG0000290	EWB00_009745	STRK1_20740.1, STRK1_20740.2
OG0000291	EWB00_006455	STRK1_4320.1
OG0000292	EWB00_007865	STRK1_27610.3, STRK1_27610.6, STRK1_27610.5, STRK1_27610.1, STRK1_27610.2, STRK1_27610.4
OG0000293	EWB00_006949.2, EWB00_006949.1	STRK1_23670.1
OG0000293	EWB00_000820	STRK1_59880.1
OG0000293	EWB00_007238	STRK1_45510.1
OG0000294	EWB00_009046	STRK1_16350.1, STRK1_16350.2
OG0000295	EWB00_005285, EWB00_005283, EWB00_005284	STRK1_103260.1, STRK1_83870.1
OG0000297	EWB00_002278.3, EWB00_002278.2, EWB00_002278.1, EWB00_002278.4	STRK1_76660.1
OG0000298	EWB00_001802, EWB00_001803	STRK1_40640.1
OG0000298	EWB00_000994	STRK1_42780.1, STRK1_99160.1
OG0000299	EWB00_007963.1, EWB00_007963.2	STRK1_58170.1
OG0000300	EWB00_009379, EWB00_009380	STRK1_10620.1, STRK1_10620.2, STRK1_10620.3
OG0000301	EWB00_004573.5, EWB00_004573.1, EWB00_004573.7, EWB00_004573.2, EWB00_004573.3, EWB00_004573.4, EWB00_004573.6, EWB00_004573.8	STRK1_74980.1, STRK1_74980.2
OG0000302	EWB00_011256	STRK1_57360.1, STRK1_57360.2, STRK1_57360.3
OG0000303	EWB00_004180	STRK1_4940.1, STRK1_4940.2
OG0000304	EWB00_009739.1, EWB00_009739.2	STRK1_8000.1, STRK1_8000.2, STRK1_8000.3
OG0000305	EWB00_007763	STRK1_46100.1
OG0000306	EWB00_002091.1, EWB00_002091.2	STRK1_7470.1
OG0000307	EWB00_005330, EWB00_008525	STRK1_6030.1, STRK1_105410.1, STRK1_6020.1
OG0000307	EWB00_011426	STRK1_87110.1, STRK1_80540.1
OG0000308	EWB00_007449, EWB00_007446, EWB00_007447	STRK1_32670.1
OG0000310	EWB00_004381	STRK1_110000.1, STRK1_29000.1, STRK1_98240.1
OG0000311	EWB00_001060	STRK1_3950.1
OG0000312	EWB00_005964.1, EWB00_005964.2, EWB00_005964.3	STRK1_33980.1
OG0000313	EWB00_004170.1, EWB00_004170.2	STRK1_4880.1, STRK1_4880.2
OG0000314	EWB00_007714.1, EWB00_007714.2	STRK1_33380.1
OG0000315	EWB00_002931	STRK1_34570.1, STRK1_34570.2, STRK1_34570.3
OG0000316	EWB00_005434.1, EWB00_005434.2, EWB00_005434.3	STRK1_2600.4, STRK1_2600.2, STRK1_2600.3, STRK1_2600.1
OG0000317	EWB00_005657.1, EWB00_005657.2	STRK1_850.1
OG0000318	EWB00_008744	STRK1_50180.1, STRK1_50180.2
OG0000319	EWB00_007862	STRK1_35360.1, STRK1_35360.2, STRK1_35360.3
OG0000320	EWB00_002513	STRK1_18610.1
OG0000320	EWB00_006052	STRK1_30360.1, STRK1_30360.2, STRK1_30360.3
OG0000320	EWB00_003791.1, EWB00_003791.2	STRK1_54950.1
OG0000321	EWB00_001296.1, EWB00_001296.2	STRK1_33670.1, STRK1_33670.2, STRK1_33670.3
OG0000322	EWB00_003360	STRK1_23800.1
OG0000323	EWB00_003324	STRK1_101620.1
OG0000324	EWB00_002977	STRK1_49820.1
OG0000325	EWB00_003497.1, EWB00_003497.2, EWB00_003497.3	STRK1_77730.1, STRK1_77730.2
OG0000326	EWB00_003851.1, EWB00_003851.3, EWB00_003851.2	STRK1_57480.1
OG0000327	EWB00_000974, EWB00_000972, EWB00_000973	STRK1_68400.1, STRK1_68410.1
OG0000328	EWB00_003307.1, EWB00_003307.2, EWB00_003309, EWB00_003308	STRK1_27160.1
OG0000329	EWB00_000879, EWB00_009351.1, EWB00_009351.3, EWB00_009351.2, EWB00_009351.4, EWB00_009351.5, EWB00_009351.7, EWB00_009351.6	STRK1_5220.1
OG0000332	EWB00_004112, EWB00_004113	STRK1_106830.2, STRK1_106830.1, STRK1_63230.1, STRK1_63230.3, STRK1_63230.2, STRK1_63230.4
OG0000333	EWB00_008457	STRK1_5710.1
OG0000334	EWB00_007243.1, EWB00_007243.2	STRK1_73690.1, STRK1_73690.2
OG0000334	EWB00_008221.1, EWB00_008221.2	STRK1_73680.1
OG0000335	EWB00_007904.1, EWB00_007904.2	STRK1_17750.1, STRK1_17760.1, STRK1_17770.1, STRK1_17780.1
OG0000336	EWB00_004857	STRK1_15820.1, STRK1_15830.1
OG0000336	EWB00_000600	STRK1_4180.1, STRK1_4180.2
OG0000337	EWB00_005375.2, EWB00_005375.1	STRK1_51530.1
OG0000337	EWB00_004252.1, EWB00_004252.5, EWB00_004252.3, EWB00_004252.6, EWB00_004252.2, EWB00_004252.7, EWB00_004252.4, EWB00_004252.8	STRK1_30640.1, STRK1_30640.2, STRK1_30640.3, STRK1_30640.4, STRK1_30640.5
OG0000339	EWB00_006069.1, EWB00_006069.2	STRK1_29490.1
OG0000340	EWB00_009968.1, EWB00_009968.4, EWB00_009968.6	STRK1_92470.1
OG0000342	EWB00_001054.1, EWB00_001054.2	STRK1_4000.1
OG0000342	EWB00_000866.3, EWB00_000866.1, EWB00_000866.2	STRK1_6430.1
OG0000342	EWB00_000044.1, EWB00_000044.2	STRK1_3850.1
OG0000343	EWB00_005957.3, EWB00_005957.1, EWB00_005957.2	STRK1_33900.2, STRK1_33900.1, STRK1_33900.3, STRK1_33940.1, STRK1_33940.2, STRK1_33940.3, STRK1_33940.4, STRK1_33940.5, STRK1_33940.6
OG0000344	EWB00_009241.1, EWB00_009241.3, EWB00_009241.2, EWB00_009241.4, EWB00_009241.5, EWB00_009241.6, EWB00_009241.7, EWB00_009241.8, EWB00_009241.9, EWB00_009241.10	STRK1_3600.1
OG0000345	EWB00_002967.8, EWB00_002967.4, EWB00_002967.7, EWB00_002967.1, EWB00_002967.5, EWB00_002967.3, EWB00_002967.6, EWB00_002967.2	STRK1_54230.1, STRK1_54230.2
OG0000347	EWB00_006075.1, EWB00_006075.3, EWB00_006075.2, EWB00_006074.1, EWB00_006074.2, EWB00_006074.3	STRK1_29530.1
OG0000348	EWB00_006331	STRK1_3330.1, STRK1_104550.3, STRK1_104550.1, STRK1_3320.1, STRK1_104550.2, STRK1_104550.4
OG0000349	EWB00_005661	STRK1_300.2, STRK1_300.1, STRK1_300.3
OG0000350	EWB00_009542.3, EWB00_009542.1, EWB00_009542.2	STRK1_28740.1
OG0000351	EWB00_004665	STRK1_8730.2, STRK1_8730.1, STRK1_98220.1
OG0000352	EWB00_008371.1, EWB00_008371.2	STRK1_36020.1
OG0000353	EWB00_000949	STRK1_68740.1
OG0000354	EWB00_007574.1, EWB00_007574.2	STRK1_17160.1
OG0000355	EWB00_004441.1, EWB00_004441.2	STRK1_13090.1
OG0000356	EWB00_005497.1, EWB00_005494, EWB00_005497.2, EWB00_005497.3, EWB00_005497.4	STRK1_6220.3, STRK1_6220.4, STRK1_6220.1, STRK1_6220.2
OG0000357	EWB00_006405.2, EWB00_006405.1	STRK1_41100.1, STRK1_41100.2
OG0000358	EWB00_003642	STRK1_110780.1, STRK1_106040.1, STRK1_106040.2, STRK1_61870.1, STRK1_61880.1
OG0000359	EWB00_010287.3, EWB00_010287.1, EWB00_010287.2	STRK1_15140.2, STRK1_15140.1, STRK1_15140.3
OG0000360	EWB00_010308.1, EWB00_010308.2	STRK1_17970.2, STRK1_17970.1, STRK1_17970.3
OG0000361	EWB00_008734, EWB00_008735	STRK1_50210.1
OG0000362	EWB00_007742	STRK1_59660.1, STRK1_59660.2
OG0000363	EWB00_006373	STRK1_40850.1, STRK1_98170.1, STRK1_95120.1, STRK1_95120.2, STRK1_40840.1, STRK1_40890.1, STRK1_40880.1, STRK1_40880.2, STRK1_100250.1
OG0000364	EWB00_000344	STRK1_26960.1
OG0000365	EWB00_002237, EWB00_002238.1, EWB00_002238.2	STRK1_55470.1, STRK1_55470.2
OG0000366	EWB00_002980	STRK1_49790.1, STRK1_49790.4, STRK1_49790.2, STRK1_49790.3
OG0000367	EWB00_002905	STRK1_31860.1
OG0000368	EWB00_001036	STRK1_3780.1
OG0000369	EWB00_009078.1, EWB00_009078.2, EWB00_009078.3	STRK1_16540.1
OG0000370	EWB00_004595.5, EWB00_004595.1, EWB00_004595.2, EWB00_004595.3, EWB00_004595.4	STRK1_38050.2, STRK1_38050.1, STRK1_38050.3
OG0000371	EWB00_010143	STRK1_28830.1
OG0000373	EWB00_004686.1, EWB00_004686.2	STRK1_8160.1
OG0000374	EWB00_004719	STRK1_39660.1, STRK1_39660.2
OG0000376	EWB00_000822	STRK1_59900.1
OG0000377	EWB00_007751	STRK1_46210.5, STRK1_46210.6, STRK1_46210.1, STRK1_46210.7, STRK1_46210.2, STRK1_46210.3, STRK1_46210.4
OG0000378	EWB00_001092.1, EWB00_001092.3, EWB00_001092.2	STRK1_24070.1, STRK1_24070.2
OG0000380	EWB00_010793, EWB00_010794	STRK1_20140.1
OG0000381	EWB00_010680.1, EWB00_010680.2, EWB00_010680.3, EWB00_010680.4	STRK1_47440.1
OG0000381	EWB00_010681	STRK1_47450.1
OG0000382	EWB00_002068, EWB00_009778	STRK1_88500.1
OG0000383	EWB00_003144.1, EWB00_003144.2	STRK1_32920.1
OG0000384	EWB00_011218	STRK1_31790.1
OG0000385	EWB00_009180	STRK1_59690.1
OG0000386	EWB00_006133.1, EWB00_006133.2	STRK1_19380.1
OG0000387	EWB00_007580.1, EWB00_007580.2	STRK1_17240.1
OG0000388	EWB00_001878.1, EWB00_001878.2, EWB00_001878.3	STRK1_86400.1
OG0000389	EWB00_009230	STRK1_71300.1
OG0000390	EWB00_007282.3, EWB00_007282.1, EWB00_007282.2	STRK1_93900.1
OG0000391	EWB00_010131, EWB00_005064, EWB00_009419	STRK1_11350.1
OG0000392	EWB00_006590.1, EWB00_006590.3, EWB00_006590.4, EWB00_006590.2	STRK1_65590.1, STRK1_65590.2
OG0000393	EWB00_004074.5, EWB00_004074.1, EWB00_004074.2, EWB00_004074.3, EWB00_004074.4	STRK1_43610.1, STRK1_43620.1, STRK1_43620.2, STRK1_43620.3, STRK1_43620.4
OG0000394	EWB00_011094.1, EWB00_011094.2, EWB00_011094.3	STRK1_60380.1
OG0000395	EWB00_002277.1, EWB00_002277.2, EWB00_002277.3	STRK1_98140.1, STRK1_76670.1
OG0000396	EWB00_004864.1, EWB00_004864.3, EWB00_004864.2	STRK1_15800.1
OG0000397	EWB00_008188	STRK1_77170.1
OG0000398	EWB00_010315.1, EWB00_010315.2	STRK1_18050.1
OG0000398	EWB00_005760, EWB00_005757	STRK1_21020.1, STRK1_20970.1
OG0000399	EWB00_006965.1	STRK1_24380.1
OG0000399	EWB00_006965.3, EWB00_006965.4	STRK1_24380.3
OG0000399	EWB00_006964	STRK1_24370.1
OG0000400	EWB00_004734	STRK1_42200.1, STRK1_42190.3, STRK1_42190.5, STRK1_42190.4, STRK1_42190.2, STRK1_42190.1, STRK1_43310.5, STRK1_43310.4, STRK1_43310.2, STRK1_43310.1, STRK1_43310.3, STRK1_43300.1
OG0000400	EWB00_001015.1, EWB00_001015.2	STRK1_42490.1
OG0000401	EWB00_000575	STRK1_90880.1
OG0000402	EWB00_004189, EWB00_004190	STRK1_10630.1, STRK1_10630.2, STRK1_10630.3, STRK1_10630.4, STRK1_10630.5
OG0000403	EWB00_010108, EWB00_007326	STRK1_16780.1
OG0000404	EWB00_010183	STRK1_82270.1, STRK1_82280.1
OG0000404	EWB00_010184	STRK1_104930.1, STRK1_81240.1, STRK1_99860.1
OG0000405	EWB00_007704	STRK1_33240.1, STRK1_99330.3, STRK1_99330.2, STRK1_99320.1, STRK1_99330.1
OG0000406	EWB00_009549	STRK1_28780.1
OG0000407	EWB00_007739.3, EWB00_007739.1, EWB00_007739.2	STRK1_59600.1
OG0000408	EWB00_005048.1, EWB00_005048.2, EWB00_005048.5, EWB00_005048.3, EWB00_005048.4	STRK1_26240.1, STRK1_26240.2
OG0000409	EWB00_008991	STRK1_88020.1, STRK1_88020.2
OG0000410	EWB00_010063, EWB00_007265	STRK1_67150.1
OG0000411	EWB00_000669	STRK1_25600.1, STRK1_25600.2, STRK1_25600.3, STRK1_25600.4, STRK1_25600.5, STRK1_25600.6
OG0000412	EWB00_002751.1, EWB00_002751.2	STRK1_69900.1
OG0000413	EWB00_011342, EWB00_011343	STRK1_60230.1
OG0000414	EWB00_004672.1, EWB00_004672.2, EWB00_004672.3	STRK1_10070.1
OG0000415	EWB00_002898.1, EWB00_002898.4, EWB00_002898.2, EWB00_002898.3, EWB00_002898.5, EWB00_002898.6	STRK1_29250.1, STRK1_29250.2, STRK1_29250.3, STRK1_29250.4
OG0000416	EWB00_007510.4	STRK1_104130.1
OG0000416	EWB00_006715.1, EWB00_006715.2	STRK1_86990.1
OG0000416	EWB00_007511.1, EWB00_007511.2, EWB00_007511.3	STRK1_84970.1
OG0000417	EWB00_006824	STRK1_46560.1, STRK1_46560.5, STRK1_46560.6, STRK1_46560.2, STRK1_46560.3, STRK1_46560.4, STRK1_46560.7, STRK1_46560.8
OG0000418	EWB00_008940.1, EWB00_008940.2, EWB00_008940.3	STRK1_90170.1
OG0000419	EWB00_010845	STRK1_3640.1
OG0000420	EWB00_004042	STRK1_43540.1
OG0000421	EWB00_005791.5, EWB00_005791.2, EWB00_005791.1, EWB00_005791.6, EWB00_005791.3, EWB00_005791.4, EWB00_005791.7	STRK1_65080.1, STRK1_65080.2
OG0000422	EWB00_005355.3, EWB00_005355.4, EWB00_005355.6, EWB00_005355.1, EWB00_005355.7, EWB00_005355.2, EWB00_005355.5	STRK1_49160.1
OG0000423	EWB00_004922, EWB00_003163, EWB00_003165, EWB00_003168, EWB00_003166	STRK1_33060.1, STRK1_33060.2, STRK1_33060.4, STRK1_33060.6, STRK1_33060.7, STRK1_33060.3, STRK1_33060.5
OG0000425	EWB00_007944.2, EWB00_007944.3, EWB00_007944.1	STRK1_99400.1
OG0000426	EWB00_002147	STRK1_48070.1, STRK1_48140.1, STRK1_48150.1, STRK1_48090.1, STRK1_48100.1, STRK1_48080.1, STRK1_48110.1
OG0000427	EWB00_010690.1, EWB00_010690.2	STRK1_47550.1, STRK1_99650.1
OG0000428	EWB00_003239.1, EWB00_003239.2	STRK1_37200.1
OG0000429	EWB00_002245, EWB00_002244	STRK1_93540.1, STRK1_93540.2
OG0000429	EWB00_008214	STRK1_43070.1
OG0000430	EWB00_003415	STRK1_31470.3, STRK1_31470.1, STRK1_31470.2
OG0000431	EWB00_008732.1, EWB00_008732.2	STRK1_50230.1
OG0000432	EWB00_004758	STRK1_94640.1, STRK1_94640.2
OG0000433	EWB00_003929.2, EWB00_003929.1, EWB00_003929.3	STRK1_35200.1, STRK1_35200.2, STRK1_35200.3, STRK1_35200.4, STRK1_35200.9, STRK1_35200.5, STRK1_35200.6, STRK1_35200.7, STRK1_35200.8
OG0000434	EWB00_005877	STRK1_91860.1
OG0000435	EWB00_009645, EWB00_004584, EWB00_003007, EWB00_009646, EWB00_009651, EWB00_010296	STRK1_48870.1
OG0000436	EWB00_000282.1, EWB00_000282.2	STRK1_22550.1, STRK1_22550.2
OG0000437	EWB00_007320.2, EWB00_007320.1, EWB00_007320.3	STRK1_17000.1
OG0000438	EWB00_010404	STRK1_63880.1
OG0000439	EWB00_007287.1, EWB00_007287.2	STRK1_81640.1
OG0000440	EWB00_011409	STRK1_87330.1, STRK1_87340.1, STRK1_87350.1
OG0000441	EWB00_009358.1, EWB00_009358.2	STRK1_5190.1
OG0000442	EWB00_004296.1, EWB00_004296.2, EWB00_004296.3	STRK1_31050.1
OG0000443	EWB00_002041	STRK1_3380.1
OG0000444	EWB00_006083, EWB00_008676	STRK1_110220.1, STRK1_110220.2, STRK1_69110.1, STRK1_69120.1
OG0000445	EWB00_010477.3, EWB00_010477.1, EWB00_010477.2	STRK1_63330.3, STRK1_63330.1, STRK1_63330.2, STRK1_63330.4
OG0000446	EWB00_009918	STRK1_8630.1, STRK1_11970.1, STRK1_11970.2
OG0000447	EWB00_005165	STRK1_52960.1
OG0000448	EWB00_004614.4, EWB00_004614.6, EWB00_004614.8	STRK1_32240.1
OG0000449	EWB00_008853	STRK1_56520.3, STRK1_56520.1, STRK1_56520.2
OG0000450	EWB00_001128.4, EWB00_001128.3, EWB00_001128.1, EWB00_001128.2	STRK1_23450.1, STRK1_23450.2, STRK1_23450.3
OG0000451	EWB00_005055	STRK1_84560.1
OG0000452	EWB00_006169	STRK1_37810.1
OG0000453	EWB00_009174.3, EWB00_009174.1, EWB00_009174.2	STRK1_59750.1, STRK1_59750.2
OG0000454	EWB00_009448.1, EWB00_009448.2, EWB00_009449	STRK1_81030.1, STRK1_81040.1
OG0000454	EWB00_002766	STRK1_69830.1
OG0000455	EWB00_007676.2, EWB00_007676.1, EWB00_007676.3	STRK1_13250.1
OG0000456	EWB00_006086	STRK1_68890.1
OG0000457	EWB00_003299.1, EWB00_003299.2	STRK1_27270.1
OG0000458	EWB00_005936	STRK1_27660.3, STRK1_27660.2, STRK1_27660.5, STRK1_27650.1, STRK1_27660.1, STRK1_27660.4
OG0000459	EWB00_000897.5, EWB00_000897.1, EWB00_000897.2, EWB00_000897.3, EWB00_000897.4, EWB00_000897.6	STRK1_8930.1
OG0000460	EWB00_007690	STRK1_7890.1
OG0000461	EWB00_011060.3, EWB00_011060.4, EWB00_011060.1, EWB00_011060.2	STRK1_75350.10, STRK1_75350.3, STRK1_75350.1, STRK1_75350.4, STRK1_75350.7, STRK1_75350.2, STRK1_75350.8, STRK1_75350.5, STRK1_75350.6, STRK1_75350.9
OG0000462	EWB00_008218, EWB00_008220, EWB00_008219.1, EWB00_008219.2, EWB00_009706	STRK1_109580.1
OG0000462	EWB00_001020, EWB00_001022	STRK1_99940.1, STRK1_100430.1, STRK1_109960.1
OG0000462	EWB00_005102	STRK1_91500.1
OG0000463	EWB00_003535.1, EWB00_003535.2	STRK1_46540.1, STRK1_46540.2, STRK1_46540.3, STRK1_46540.4, STRK1_53130.1
OG0000464	EWB00_003710	STRK1_11120.1, STRK1_11120.2
OG0000465	EWB00_007185	STRK1_75780.1, STRK1_75780.2, STRK1_75780.3, STRK1_75780.4
OG0000466	EWB00_005412	STRK1_103390.1, STRK1_47590.1
OG0000467	EWB00_005609	STRK1_28040.1, STRK1_28040.2
OG0000468	EWB00_000960.2, EWB00_000960.1, EWB00_000960.3	STRK1_68640.1
OG0000469	EWB00_009028	STRK1_16240.1, STRK1_16240.2
OG0000470	EWB00_005326	STRK1_52630.1
OG0000471	EWB00_004466	STRK1_87690.1
OG0000472	EWB00_005614	STRK1_97050.1
OG0000473	EWB00_006340	STRK1_6710.4, STRK1_6710.3, STRK1_6710.1, STRK1_6710.2
OG0000474	EWB00_003623.1, EWB00_003623.2	STRK1_43340.1
OG0000475	EWB00_010428	STRK1_63660.1, STRK1_63660.2
OG0000476	EWB00_003522	STRK1_19840.1
OG0000477	EWB00_004065, EWB00_004064	STRK1_43550.1, STRK1_43560.1, STRK1_100280.1
OG0000478	EWB00_008984.1, EWB00_008984.2, EWB00_008984.3, EWB00_008984.4	STRK1_5900.1
OG0000479	EWB00_002579.3, EWB00_002579.1, EWB00_002579.2	STRK1_32110.1
OG0000480	EWB00_008894.1, EWB00_008894.2	STRK1_58780.1
OG0000481	EWB00_000921.1, EWB00_000921.2	STRK1_62290.1, STRK1_62290.2, STRK1_62290.3
OG0000482	EWB00_000805	STRK1_9270.1
OG0000483	EWB00_003191	STRK1_56570.1, STRK1_56590.1, STRK1_56580.1
OG0000484	EWB00_003750, EWB00_003752	STRK1_92410.1
OG0000488	EWB00_003897, EWB00_003894	STRK1_83170.1, STRK1_83200.1, STRK1_83200.2
OG0000489	EWB00_005166	STRK1_52970.10, STRK1_52970.6, STRK1_52970.7, STRK1_52970.8, STRK1_52970.1, STRK1_52970.3, STRK1_52970.5, STRK1_52970.2, STRK1_52970.4, STRK1_52970.9
