Orthogroup	fasciola_hepatica	schistosoma_guineensis
OG0003643	FhHiC23_g813.t1	SGUI1_72700.1
OG0003644	FhHiC23_g15197.t1, FhHiC23_g15197.t2	SGUI1_14760.1
OG0003645	FhHiC23_g1805.t1, FhHiC23_g1805.t2	SGUI1_47040.1
OG0003646	FhHiC23_g2863.t1	SGUI1_53670.1
OG0003647	FhHiC23_g11109.t1	SGUI1_15070.1
OG0003648	FhHiC23_g11942.t1	SGUI1_9270.4, SGUI1_9270.2, SGUI1_9270.1, SGUI1_9270.5, SGUI1_9270.3
OG0003649	FhHiC23_g5642.t1, FhHiC23_g5642.t2	SGUI1_38390.1
OG0003650	FhHiC23_g15527.t1	SGUI1_15120.1, SGUI1_15120.2
OG0003651	FhHiC23_g2200.t1, FhHiC23_g2200.t2	SGUI1_50680.1
OG0003652	FhHiC23_g498.t1, FhHiC23_g492.t2, FhHiC23_g492.t1	SGUI1_54360.1, SGUI1_54340.1
OG0003653	FhHiC23_g5806.t1	SGUI1_39730.1
OG0003654	FhHiC23_g7901.t1	SGUI1_66960.1
OG0003655	FhHiC23_g4622.t1, FhHiC23_g4622.t2	SGUI1_29860.2, SGUI1_29860.1
OG0003656	FhHiC23_g2531.t1	SGUI1_71080.1
OG0003657	FhHiC23_g13346.t2, FhHiC23_g13346.t1	SGUI1_3560.1, SGUI1_3550.1, SGUI1_3550.2
OG0003658	FhHiC23_g762.t1	SGUI1_72730.2, SGUI1_72730.1
OG0003659	FhHiC23_g14187.t1, FhHiC23_g14187.t2, FhHiC23_g3410.t1, FhHiC23_g3410.t2	SGUI1_78960.1
OG0003660	FhHiC23_g379.t1, FhHiC23_g379.t2, FhHiC23_g379.t3	SGUI1_72350.1
OG0003661	FhHiC23_g1834.t1	SGUI1_52160.1
OG0003662	FhHiC23_g9741.t1, FhHiC23_g7440.t1, FhHiC23_g14189.t1	SGUI1_43920.1
OG0003663	FhHiC23_g1349.t1, FhHiC23_g1349.t2, FhHiC23_g1349.t3	SGUI1_70380.1
OG0003664	FhHiC23_g1431.t1, FhHiC23_g1431.t2	SGUI1_55640.1, SGUI1_55650.1
OG0003665	FhHiC23_g2840.t1	SGUI1_72830.1, SGUI1_72830.2, SGUI1_72830.3, SGUI1_72830.4
OG0003666	FhHiC23_g7543.t1, FhHiC23_g272.t1, FhHiC23_g7543.t2	SGUI1_58200.1, SGUI1_58200.2
OG0003667	FhHiC23_g10839.t1	SGUI1_16150.1
OG0003668	FhHiC23_g1580.t1	SGUI1_54100.1
OG0003669	FhHiC23_g989.t1, FhHiC23_g995.t1	SGUI1_55250.1, SGUI1_55250.2
OG0003670	FhHiC23_g4525.t1, FhHiC23_g4525.t2	SGUI1_62840.1, SGUI1_62840.2
OG0003671	FhHiC23_g3132.t1	SGUI1_76100.1, SGUI1_76100.2
OG0003672	FhHiC23_g9327.t1	SGUI1_94380.2, SGUI1_94380.1, SGUI1_94380.3, SGUI1_94380.4
OG0003673	FhHiC23_g16680.t1, FhHiC23_g16680.t2	SGUI1_88350.1, SGUI1_88350.2, SGUI1_88350.3, SGUI1_88350.4
OG0003674	FhHiC23_g5968.t1	SGUI1_33910.1
OG0003675	FhHiC23_g4528.t1, FhHiC23_g4528.t2	SGUI1_64480.1
OG0003676	FhHiC23_g9036.t1	SGUI1_94450.1, SGUI1_94450.2
OG0003677	FhHiC23_g3169.t4, FhHiC23_g3169.t3, FhHiC23_g3169.t2, FhHiC23_g3169.t1	SGUI1_80060.1
OG0003678	FhHiC23_g5499.t1	SGUI1_31030.1
OG0003679	FhHiC23_g14318.t1	SGUI1_44880.2, SGUI1_44880.1
OG0003680	FhHiC23_g4875.t1	SGUI1_37260.1
OG0003681	FhHiC23_g16438.t2, FhHiC23_g16438.t1	SGUI1_87560.3, SGUI1_87560.2, SGUI1_87560.1, SGUI1_87560.4
OG0003682	FhHiC23_g328.t1	SGUI1_75910.1, SGUI1_75910.2, SGUI1_75910.3
OG0003683	FhHiC23_g13387.t1	SGUI1_8570.1
OG0003684	FhHiC23_g5679.t1	SGUI1_29500.1
OG0003685	FhHiC23_g14159.t1	SGUI1_38060.1, SGUI1_38060.2, SGUI1_38060.3, SGUI1_38060.4
OG0003686	FhHiC23_g16597.t1, FhHiC23_g16597.t2	SGUI1_91410.1, SGUI1_91410.2
OG0003687	FhHiC23_g16129.t1	SGUI1_87730.1
OG0003688	FhHiC23_g4126.t2, FhHiC23_g4126.t1	SGUI1_82610.1, SGUI1_82610.2, SGUI1_82610.3, SGUI1_82610.4
OG0003689	FhHiC23_g7428.t1	SGUI1_62950.1, SGUI1_62950.2, SGUI1_62950.3
OG0003690	FhHiC23_g1766.t1, FhHiC23_g1768.t1	SGUI1_55310.3, SGUI1_55310.1, SGUI1_55310.2
OG0003691	FhHiC23_g9828.t1, FhHiC23_g9829.t1	SGUI1_96330.1, SGUI1_96330.2
OG0003692	FhHiC23_g14022.t1	SGUI1_38150.1
OG0003693	FhHiC23_g1564.t1	SGUI1_53340.1
OG0003694	FhHiC23_g10214.t1	SGUI1_23590.1, SGUI1_23590.2, SGUI1_23590.3
OG0003695	FhHiC23_g7157.t1	SGUI1_65190.1, SGUI1_65190.2
OG0003696	FhHiC23_g2315.t1, FhHiC23_g2315.t2	SGUI1_70150.1
OG0003697	FhHiC23_g12513.t1, FhHiC23_g12511.t1	SGUI1_1490.1
OG0003698	FhHiC23_g5224.t1	SGUI1_32640.1
OG0003699	FhHiC23_g6416.t1	SGUI1_32170.1, SGUI1_32170.2
OG0003700	FhHiC23_g182.t1, FhHiC23_g182.t2	SGUI1_46220.2, SGUI1_46220.3, SGUI1_46220.1
OG0003701	FhHiC23_g3667.t1, FhHiC23_g3667.t2	SGUI1_82180.1
OG0003702	FhHiC23_g14939.t1	SGUI1_19380.1
OG0003703	FhHiC23_g11314.t1	SGUI1_11260.1, SGUI1_11260.2
OG0003704	FhHiC23_g6117.t1	SGUI1_33230.1, SGUI1_33230.2
OG0003705	FhHiC23_g5286.t1	SGUI1_34230.1
OG0003706	FhHiC23_g16620.t1	SGUI1_91640.1
OG0003707	FhHiC23_g13441.t1	SGUI1_4610.1
OG0003708	FhHiC23_g7630.t1, FhHiC23_g7630.t2	SGUI1_61820.1
OG0003709	FhHiC23_g13326.t1	SGUI1_2210.1, SGUI1_2210.2
OG0003710	FhHiC23_g6588.t1	SGUI1_33290.1
OG0003711	FhHiC23_g8246.t1	SGUI1_67520.1
OG0003712	FhHiC23_g10763.t2, FhHiC23_g10763.t1	SGUI1_17360.1
OG0003713	FhHiC23_g15885.t1	SGUI1_87670.1, SGUI1_87670.2
OG0003714	FhHiC23_g15893.t1, FhHiC23_g15893.t2, FhHiC23_g15892.t1, FhHiC23_g16030.t1	SGUI1_89370.1, SGUI1_89380.1
OG0003715	FhHiC23_g9589.t1	SGUI1_25390.1
OG0003716	FhHiC23_g9408.t2, FhHiC23_g9408.t1	SGUI1_93500.1
OG0003717	FhHiC23_g3234.t2, FhHiC23_g3234.t1	SGUI1_73180.1
OG0003718	FhHiC23_g1101.t1	SGUI1_78070.1
OG0003719	FhHiC23_g149.t1, FhHiC23_g149.t3, FhHiC23_g149.t2	SGUI1_50130.1
OG0003720	FhHiC23_g7948.t1	SGUI1_60330.1, SGUI1_60330.2, SGUI1_60330.3
OG0003721	FhHiC23_g16260.t1, FhHiC23_g16260.t2	SGUI1_92330.1, SGUI1_92330.2, SGUI1_92330.3
OG0003722	FhHiC23_g16259.t1	SGUI1_92290.1, SGUI1_92300.1
OG0003723	FhHiC23_g9176.t1	SGUI1_93180.1
OG0003724	FhHiC23_g10624.t1	SGUI1_19160.1, SGUI1_19160.2
OG0003725	FhHiC23_g13250.t1	SGUI1_5270.1
OG0003726	FhHiC23_g243.t1, FhHiC23_g78.t1	SGUI1_54610.1, SGUI1_54610.5, SGUI1_54610.2, SGUI1_54610.3, SGUI1_54610.4
OG0003727	FhHiC23_g4636.t1	SGUI1_28670.1
OG0003728	FhHiC23_g15186.t1	SGUI1_20580.1
OG0003729	FhHiC23_g12343.t1	SGUI1_8460.1, SGUI1_8460.2, SGUI1_8460.3
OG0003730	FhHiC23_g1132.t1	SGUI1_49850.2, SGUI1_49850.1
OG0003731	FhHiC23_g3764.t1, FhHiC23_g3764.t2	SGUI1_83300.1
OG0003732	FhHiC23_g3585.t1	SGUI1_81730.1, SGUI1_81730.2
OG0003733	FhHiC23_g12062.t1	SGUI1_6830.1, SGUI1_6830.2
OG0003734	FhHiC23_g12617.t2, FhHiC23_g12617.t1	SGUI1_3700.1
OG0003736	FhHiC23_g7504.t1, FhHiC23_g7504.t2, FhHiC23_g7504.t3	SGUI1_69520.1
OG0003738	FhHiC23_g13890.t3, FhHiC23_g13890.t1, FhHiC23_g13890.t2, FhHiC23_g16185.t1, FhHiC23_g16187.t1	SGUI1_43780.1, SGUI1_43780.2
OG0003739	FhHiC23_g1275.t1	SGUI1_49800.2, SGUI1_49800.1
OG0003740	FhHiC23_g9478.t1	SGUI1_26710.1, SGUI1_26710.2
OG0003741	FhHiC23_g1056.t1	SGUI1_53610.1
OG0003742	FhHiC23_g8591.t2, FhHiC23_g8591.t1	SGUI1_59810.1, SGUI1_59810.2, SGUI1_59820.1
OG0003743	FhHiC23_g7165.t1	SGUI1_64370.1
OG0003744	FhHiC23_g5453.t1, FhHiC23_g5453.t2	SGUI1_31150.1
OG0003745	FhHiC23_g5466.t1, FhHiC23_g5466.t2	SGUI1_30620.1
OG0003746	FhHiC23_g12328.t1	SGUI1_3580.1, SGUI1_3580.2, SGUI1_3580.6, SGUI1_3580.3, SGUI1_3580.4, SGUI1_3580.5
OG0003747	FhHiC23_g9284.t2, FhHiC23_g9284.t1, FhHiC23_g9284.t3	SGUI1_24470.1
OG0003748	FhHiC23_g13118.t1, FhHiC23_g13118.t2	SGUI1_3430.1
OG0003749	FhHiC23_g14989.t2, FhHiC23_g14989.t1	SGUI1_21160.1, SGUI1_21160.2
OG0003750	FhHiC23_g2623.t1	SGUI1_80030.1, SGUI1_80030.2, SGUI1_69860.1
OG0003751	FhHiC23_g4282.t1	SGUI1_85910.1
OG0003752	FhHiC23_g5161.t1, FhHiC23_g5161.t2	SGUI1_34220.1, SGUI1_34220.2
OG0003753	FhHiC23_g15036.t3, FhHiC23_g15036.t2, FhHiC23_g15036.t1	SGUI1_21340.1
OG0003754	FhHiC23_g3665.t1	SGUI1_82530.1
OG0003755	FhHiC23_g13379.t1, FhHiC23_g13379.t2	SGUI1_2390.1, SGUI1_2390.2
OG0003756	FhHiC23_g8645.t1	SGUI1_91300.1
OG0003757	FhHiC23_g14612.t1	SGUI1_41440.1
OG0003758	FhHiC23_g6498.t1	SGUI1_32630.3, SGUI1_32630.4, SGUI1_32630.5, SGUI1_32630.1, SGUI1_32630.2
OG0003759	FhHiC23_g6830.t1	SGUI1_68690.1
OG0003760	FhHiC23_g14436.t1	SGUI1_41670.1
OG0003761	FhHiC23_g547.t1, FhHiC23_g547.t2, FhHiC23_g547.t3	SGUI1_49910.1, SGUI1_49910.2, SGUI1_49910.3
OG0003762	FhHiC23_g16494.t1	SGUI1_88790.1
OG0003763	FhHiC23_g4925.t1	SGUI1_41340.1
OG0003764	FhHiC23_g6226.t1	SGUI1_38980.1
OG0003765	FhHiC23_g10903.t1	SGUI1_11030.1
OG0003766	FhHiC23_g1029.t1	SGUI1_46560.2, SGUI1_46560.1
OG0003767	FhHiC23_g8534.t1, FhHiC23_g6973.t2	SGUI1_60560.1
OG0003768	FhHiC23_g12359.t1	SGUI1_1810.1
OG0003770	FhHiC23_g3337.t1	SGUI1_70870.2, SGUI1_70870.3, SGUI1_70870.1
OG0003771	FhHiC23_g11602.t1	SGUI1_6360.1, SGUI1_6360.2
OG0003772	FhHiC23_g1845.t1, FhHiC23_g1845.t2	SGUI1_48150.1
OG0003773	FhHiC23_g16182.t1	SGUI1_88670.1
OG0003774	FhHiC23_g8891.t1	SGUI1_72580.1
OG0003775	FhHiC23_g192.t1	SGUI1_71220.1, SGUI1_71220.2, SGUI1_71220.3
OG0003776	FhHiC23_g12554.t1	SGUI1_7220.1
OG0003777	FhHiC23_g6964.t1	SGUI1_58580.1, SGUI1_58580.2, SGUI1_58580.3
OG0003778	FhHiC23_g9314.t1	SGUI1_93170.1
OG0003779	FhHiC23_g15193.t1	SGUI1_12950.1, SGUI1_13040.1
OG0003780	FhHiC23_g8223.t1	SGUI1_66990.1
OG0003781	FhHiC23_g10291.t1	SGUI1_26040.1, SGUI1_26040.2, SGUI1_26040.3, SGUI1_26040.4
OG0003782	FhHiC23_g2028.t3	SGUI1_50430.1, SGUI1_50430.2
OG0003783	FhHiC23_g212.t1, FhHiC23_g212.t2	SGUI1_46020.1
OG0003784	FhHiC23_g1125.t1	SGUI1_46160.1
OG0003785	FhHiC23_g14617.t1	SGUI1_44840.1
OG0003786	FhHiC23_g7714.t1, FhHiC23_g6999.t1	SGUI1_64060.1
OG0003787	FhHiC23_g15288.t1, FhHiC23_g15288.t2	SGUI1_19760.1
OG0003788	FhHiC23_g833.t1, FhHiC23_g833.t2	SGUI1_71730.1
OG0003789	FhHiC23_g12543.t1	SGUI1_7470.1
OG0003790	FhHiC23_g5330.t1	SGUI1_29540.2, SGUI1_29540.3, SGUI1_29540.1
OG0003791	FhHiC23_g227.t1	SGUI1_46320.1, SGUI1_46320.2, SGUI1_46320.3
OG0003792	FhHiC23_g3509.t1, FhHiC23_g3509.t2	SGUI1_55880.1
OG0003793	FhHiC23_g1978.t2, FhHiC23_g1978.t3, FhHiC23_g1978.t4, FhHiC23_g1978.t1	SGUI1_46510.1
OG0003794	FhHiC23_g4010.t1	SGUI1_85940.1, SGUI1_85940.2, SGUI1_85940.3
OG0003795	FhHiC23_g12979.t1, FhHiC23_g12980.t1	SGUI1_310.1
OG0003796	FhHiC23_g8618.t1	SGUI1_65920.1, SGUI1_65920.2, SGUI1_65920.3, SGUI1_65920.4
OG0003798	FhHiC23_g16180.t1, FhHiC23_g16180.t2	SGUI1_14800.1
OG0003799	FhHiC23_g4228.t1	SGUI1_81550.1, SGUI1_81550.2
OG0003800	FhHiC23_g10374.t1, FhHiC23_g10374.t2	SGUI1_22920.1, SGUI1_22920.2
OG0003801	FhHiC23_g1560.t1, FhHiC23_g1561.t1	SGUI1_53310.1, SGUI1_53310.2, SGUI1_53310.4, SGUI1_53310.3
OG0003802	FhHiC23_g2514.t1, FhHiC23_g10612.t1	SGUI1_78820.1, SGUI1_78820.2, SGUI1_78820.3
OG0003803	FhHiC23_g11660.t1	SGUI1_9290.1, SGUI1_9290.2, SGUI1_9290.3
OG0003805	FhHiC23_g12371.t1	SGUI1_1000.1
OG0003806	FhHiC23_g13172.t1, FhHiC23_g13172.t2	SGUI1_7340.1
OG0003807	FhHiC23_g14184.t1, FhHiC23_g14184.t2	SGUI1_36890.1
OG0003808	FhHiC23_g2546.t1	SGUI1_79970.1
OG0003809	FhHiC23_g3067.t1	SGUI1_71130.1, SGUI1_71140.1, SGUI1_71140.3, SGUI1_71140.2
OG0003810	FhHiC23_g4623.t1	SGUI1_29870.1, SGUI1_29870.2
OG0003811	FhHiC23_g9466.t1	SGUI1_26660.1, SGUI1_26660.2, SGUI1_26660.3, SGUI1_26660.4
OG0003812	FhHiC23_g9555.t1, FhHiC23_g9555.t5, FhHiC23_g9555.t4, FhHiC23_g9555.t2, FhHiC23_g9555.t3	SGUI1_24670.1, SGUI1_24670.4, SGUI1_24670.2, SGUI1_24670.3
OG0003827	FhHiC23_g5317.t1, FhHiC23_g5344.t1	SGUI1_29680.1
OG0003828	FhHiC23_g5854.t1	SGUI1_37490.1
OG0003829	FhHiC23_g11741.t1	SGUI1_6670.1
OG0003830	FhHiC23_g11591.t1, FhHiC23_g11593.t1	SGUI1_10470.1, SGUI1_10470.2
OG0003831	FhHiC23_g9389.t1, FhHiC23_g9389.t2	SGUI1_95950.1
OG0003832	FhHiC23_g9184.t1	SGUI1_95890.2, SGUI1_95890.1, SGUI1_95890.3, SGUI1_95890.4
OG0003833	FhHiC23_g14579.t1, FhHiC23_g14579.t2	SGUI1_44940.1
OG0003834	FhHiC23_g12646.t1	SGUI1_2960.1, SGUI1_2960.2, SGUI1_2960.3
OG0003835	FhHiC23_g10635.t1	SGUI1_15470.1
OG0003836	FhHiC23_g5703.t1, FhHiC23_g5703.t2	SGUI1_29650.1
OG0003837	FhHiC23_g5416.t1, FhHiC23_g6190.t1, FhHiC23_g6189.t1	SGUI1_40160.1
OG0003838	FhHiC23_g12145.t3, FhHiC23_g12145.t1, FhHiC23_g12145.t2	SGUI1_13530.1
OG0003839	FhHiC23_g13451.t1, FhHiC23_g13451.t2	SGUI1_10970.4, SGUI1_10970.1, SGUI1_10970.2, SGUI1_10970.3
OG0003840	FhHiC23_g4836.t1, FhHiC23_g4845.t1	SGUI1_41310.1
OG0003841	FhHiC23_g14697.t1	SGUI1_38120.1, SGUI1_38120.2, SGUI1_38120.3
OG0003842	FhHiC23_g5336.t1, FhHiC23_g15541.t2, FhHiC23_g15541.t1	SGUI1_30030.1
OG0003843	FhHiC23_g13166.t1	SGUI1_7680.1
OG0003844	FhHiC23_g6166.t1	SGUI1_32740.1
OG0003845	FhHiC23_g16557.t1	SGUI1_92340.1, SGUI1_92340.2
OG0003846	FhHiC23_g12895.t1	SGUI1_4430.1
OG0003847	FhHiC23_g7562.t3, FhHiC23_g7562.t1, FhHiC23_g7562.t2	SGUI1_62050.1, SGUI1_62050.2
OG0003848	FhHiC23_g4049.t1	SGUI1_85890.1
OG0003849	FhHiC23_g15163.t2, FhHiC23_g15163.t1	SGUI1_20980.1, SGUI1_20980.2, SGUI1_20980.3
OG0003850	FhHiC23_g5890.t1	SGUI1_29230.1, SGUI1_29230.2
OG0003851	FhHiC23_g7570.t1, FhHiC23_g7570.t2	SGUI1_63230.1
OG0003852	FhHiC23_g9824.t1	SGUI1_93830.1, SGUI1_93830.2, SGUI1_93830.3
OG0003853	FhHiC23_g10036.t2, FhHiC23_g9043.t1	SGUI1_96570.1
OG0003854	FhHiC23_g8548.t1	SGUI1_66940.1, SGUI1_66940.3, SGUI1_66940.2
OG0003855	FhHiC23_g14330.t1	SGUI1_40780.1
OG0003856	FhHiC23_g3543.t1	SGUI1_85610.1, SGUI1_85610.2, SGUI1_85610.3, SGUI1_85610.4
OG0003857	FhHiC23_g6439.t1, FhHiC23_g6439.t3, FhHiC23_g6439.t2	SGUI1_38470.1, SGUI1_38470.2
OG0003858	FhHiC23_g5810.t1	SGUI1_32210.1
OG0003859	FhHiC23_g8045.t1	SGUI1_63650.3, SGUI1_63650.1, SGUI1_63650.2
OG0003860	FhHiC23_g6228.t1	SGUI1_38940.1
OG0003861	FhHiC23_g5691.t2, FhHiC23_g5691.t1	SGUI1_37580.1
OG0003862	FhHiC23_g6280.t1	SGUI1_28470.1
OG0003863	FhHiC23_g9711.t1, FhHiC23_g9711.t2	SGUI1_22390.1
OG0003864	FhHiC23_g3441.t1, FhHiC23_g3435.t1, FhHiC23_g3432.t1, FhHiC23_g3447.t1, FhHiC23_g3438.t1	SGUI1_76410.1, SGUI1_76410.2
OG0003865	FhHiC23_g9446.t1	SGUI1_93950.1
OG0003866	FhHiC23_g5717.t1	SGUI1_40350.1
OG0003867	FhHiC23_g305.t1	SGUI1_47280.1
OG0003868	FhHiC23_g8535.t1	SGUI1_61480.1
OG0003869	FhHiC23_g14053.t1	SGUI1_41660.3, SGUI1_41660.4, SGUI1_41660.1, SGUI1_41660.2, SGUI1_41660.5
OG0003870	FhHiC23_g9845.t1	SGUI1_93720.1, SGUI1_93720.2
OG0003871	FhHiC23_g6462.t1	SGUI1_30350.1
OG0003872	FhHiC23_g1895.t1, FhHiC23_g1895.t2	SGUI1_56790.1
OG0003873	FhHiC23_g4568.t1	SGUI1_82590.1, SGUI1_82590.2
OG0003874	FhHiC23_g14240.t1	SGUI1_43530.1
OG0003875	FhHiC23_g9059.t1	SGUI1_22930.1
OG0003876	FhHiC23_g5288.t1, FhHiC23_g5288.t2, FhHiC23_g6090.t1	SGUI1_39510.1, SGUI1_39510.2
OG0003877	FhHiC23_g8170.t1, FhHiC23_g8170.t2	SGUI1_62660.2, SGUI1_62660.1, SGUI1_62660.3
OG0003878	FhHiC23_g8171.t1, FhHiC23_g8171.t2	SGUI1_62670.1
OG0003879	FhHiC23_g2364.t1	SGUI1_81030.2, SGUI1_81030.1
OG0003880	FhHiC23_g16169.t1	SGUI1_91160.1
OG0003881	FhHiC23_g7110.t1	SGUI1_61280.1, SGUI1_61280.2, SGUI1_61280.3
OG0003882	FhHiC23_g9365.t1, FhHiC23_g9365.t2	SGUI1_93940.3, SGUI1_93940.1, SGUI1_93940.2
OG0003883	FhHiC23_g7389.t1, FhHiC23_g7389.t2	SGUI1_61190.1
OG0003884	FhHiC23_g10181.t1	SGUI1_23990.1
OG0003885	FhHiC23_g8151.t1	SGUI1_87080.1, SGUI1_87080.2
OG0003886	FhHiC23_g14021.t3, FhHiC23_g14021.t1, FhHiC23_g14021.t2	SGUI1_38140.1
OG0003887	FhHiC23_g16060.t1	SGUI1_88740.1
OG0003888	FhHiC23_g70.t1, FhHiC23_g8661.t1, FhHiC23_g8661.t2	SGUI1_90930.2, SGUI1_90930.1
OG0003889	FhHiC23_g2401.t1	SGUI1_76060.1
OG0003890	FhHiC23_g14980.t2, FhHiC23_g14980.t1	SGUI1_19920.1
OG0003891	FhHiC23_g11725.t1, FhHiC23_g11725.t2	SGUI1_13690.1, SGUI1_13700.1
OG0003892	FhHiC23_g7768.t1, FhHiC23_g7768.t2	SGUI1_88650.1, SGUI1_88650.2
OG0003893	FhHiC23_g11780.t1	SGUI1_6090.1
OG0003894	FhHiC23_g11878.t1, FhHiC23_g11878.t2	SGUI1_10830.1
OG0003895	FhHiC23_g1773.t1, FhHiC23_g1773.t2, FhHiC23_g1773.t3	SGUI1_52540.1
OG0003896	FhHiC23_g1212.t3, FhHiC23_g1212.t2, FhHiC23_g1212.t1	SGUI1_53030.1
OG0003897	FhHiC23_g6604.t1, FhHiC23_g6604.t2	SGUI1_29020.1
OG0003898	FhHiC23_g13100.t1	SGUI1_8420.1
OG0003899	FhHiC23_g1715.t1	SGUI1_52560.1
OG0003900	FhHiC23_g7815.t1	SGUI1_69040.1
OG0003901	FhHiC23_g7813.t1, FhHiC23_g7813.t2	SGUI1_69030.1
OG0003902	FhHiC23_g16480.t1, FhHiC23_g16480.t2, FhHiC23_g16480.t3	SGUI1_88320.1, SGUI1_88320.3, SGUI1_88320.2, SGUI1_88320.4
OG0003903	FhHiC23_g6916.t1, FhHiC23_g6916.t2	SGUI1_68890.1
OG0003904	FhHiC23_g7509.t2, FhHiC23_g7509.t1	SGUI1_68270.1
OG0003905	FhHiC23_g9786.t1, FhHiC23_g9786.t2	SGUI1_94840.1
OG0003907	FhHiC23_g13455.t1	SGUI1_420.1, SGUI1_420.2
OG0003908	FhHiC23_g15413.t1	SGUI1_21970.1
OG0003909	FhHiC23_g4779.t1	SGUI1_36000.1, SGUI1_36000.2
OG0003910	FhHiC23_g1418.t1	SGUI1_56460.1
OG0003911	FhHiC23_g13920.t1, FhHiC23_g13920.t2, FhHiC23_g16370.t1	SGUI1_40940.1
OG0003912	FhHiC23_g1506.t1	SGUI1_79890.1
OG0003913	FhHiC23_g6449.t1, FhHiC23_g6449.t2, FhHiC23_g6452.t1, FhHiC23_g6452.t2, FhHiC23_g6454.t1, FhHiC23_g6454.t2	SGUI1_30590.1
OG0003914	FhHiC23_g2217.t2, FhHiC23_g2217.t1	SGUI1_69890.1
OG0003915	FhHiC23_g2216.t1	SGUI1_69900.1
OG0003916	FhHiC23_g3607.t1	SGUI1_84180.1
OG0003917	FhHiC23_g11381.t1	SGUI1_14130.1
OG0003918	FhHiC23_g1262.t1	SGUI1_49890.1, SGUI1_49890.2
OG0003919	FhHiC23_g6568.t1	SGUI1_33940.1
OG0003920	FhHiC23_g10924.t1, FhHiC23_g10925.t1	SGUI1_16370.1, SGUI1_16370.2, SGUI1_16370.3
OG0003921	FhHiC23_g1343.t1	SGUI1_70350.1, SGUI1_70350.2
OG0003922	FhHiC23_g8300.t1	SGUI1_68190.1
OG0003923	FhHiC23_g10217.t1	SGUI1_24410.1
OG0003924	FhHiC23_g3065.t1	SGUI1_56400.1, SGUI1_56400.2
OG0003925	FhHiC23_g1469.t1	SGUI1_52790.1
OG0003926	FhHiC23_g8996.t1, FhHiC23_g8996.t2	SGUI1_25150.1
OG0003927	FhHiC23_g8507.t1	SGUI1_69100.1
OG0003928	FhHiC23_g14083.t2, FhHiC23_g14083.t3, FhHiC23_g14083.t1	SGUI1_40910.1
OG0003929	FhHiC23_g1487.t1, FhHiC23_g1487.t2	SGUI1_45530.1, SGUI1_45530.2, SGUI1_45530.3, SGUI1_45530.4
OG0003930	FhHiC23_g944.t2, FhHiC23_g944.t1	SGUI1_80810.1, SGUI1_80810.2, SGUI1_80810.3
OG0003931	FhHiC23_g531.t1	SGUI1_52880.1, SGUI1_52880.2, SGUI1_52880.3, SGUI1_52880.5, SGUI1_52880.4, SGUI1_52880.6
OG0003932	FhHiC23_g10778.t1	SGUI1_14420.1
OG0003933	FhHiC23_g13951.t1	SGUI1_44960.1
OG0003934	FhHiC23_g12368.t1	SGUI1_440.1, SGUI1_440.2, SGUI1_440.3
OG0003935	FhHiC23_g11352.t2, FhHiC23_g11352.t1	SGUI1_14080.1
OG0003936	FhHiC23_g11245.t1, FhHiC23_g11245.t2	SGUI1_6290.1
OG0003937	FhHiC23_g228.t1	SGUI1_47710.1
OG0003938	FhHiC23_g654.t1	SGUI1_73270.1
OG0003939	FhHiC23_g3830.t2, FhHiC23_g3830.t1, FhHiC23_g5264.t1	SGUI1_85030.1
OG0003940	FhHiC23_g11490.t1	SGUI1_12000.4, SGUI1_12000.3, SGUI1_12000.1, SGUI1_12000.2
OG0003941	FhHiC23_g12814.t1	SGUI1_4160.1, SGUI1_4170.1
OG0003942	FhHiC23_g644.t2, FhHiC23_g644.t1, FhHiC23_g644.t3	SGUI1_45810.3, SGUI1_45810.1, SGUI1_45810.2
OG0003943	FhHiC23_g568.t1	SGUI1_46370.1
OG0003944	FhHiC23_g567.t3, FhHiC23_g567.t1, FhHiC23_g567.t2	SGUI1_46360.3, SGUI1_46360.2, SGUI1_46360.1
OG0003945	FhHiC23_g16225.t1, FhHiC23_g16225.t2	SGUI1_88000.2, SGUI1_88000.1, SGUI1_88000.3
OG0003946	FhHiC23_g9282.t1, FhHiC23_g9283.t1	SGUI1_24480.1, SGUI1_24480.2
OG0003947	FhHiC23_g14217.t1	SGUI1_40580.1
OG0003948	FhHiC23_g2377.t1	SGUI1_57050.1, SGUI1_57050.2, SGUI1_57080.1
OG0003949	FhHiC23_g3911.t1, FhHiC23_g938.t1	SGUI1_54400.1
OG0003950	FhHiC23_g13612.t1, FhHiC23_g13612.t2	SGUI1_6160.1, SGUI1_6160.2, SGUI1_6160.4, SGUI1_6160.3
OG0003951	FhHiC23_g2253.t2, FhHiC23_g2253.t1	SGUI1_48640.1, SGUI1_48630.1
OG0003952	FhHiC23_g15874.t1, FhHiC23_g15874.t2	SGUI1_90610.1, SGUI1_90610.2
OG0003953	FhHiC23_g3942.t1	SGUI1_82570.1, SGUI1_82570.2, SGUI1_82570.3
OG0003954	FhHiC23_g8176.t1	SGUI1_61550.1
OG0003955	FhHiC23_g1279.t1, FhHiC23_g1279.t2	SGUI1_49760.1, SGUI1_49760.2
OG0003956	FhHiC23_g7414.t1	SGUI1_63200.1
OG0003957	FhHiC23_g5014.t1	SGUI1_34660.1
OG0003958	FhHiC23_g9612.t1, FhHiC23_g9612.t2	SGUI1_25620.1
