Orthogroup	fasciola_hepatica	schistosoma_mansoni
OG0001300	FhHiC23_g12926.t2, FhHiC23_g12926.t1	Smp_245090.1
OG0001301	FhHiC23_g1966.t1	Smp_241750.1
OG0001302	FhHiC23_g12384.t1, FhHiC23_g12384.t2	Smp_153170.1
OG0001303	FhHiC23_g4775.t1	Smp_125800.1
OG0001304	FhHiC23_g16647.t1	Smp_087930.1
OG0001305	FhHiC23_g12504.t2, FhHiC23_g12504.t1	Smp_021550.1
OG0001306	FhHiC23_g8150.t1, FhHiC23_g8150.t2	Smp_075060.1, Smp_075060.2, Smp_162660.1
OG0001307	FhHiC23_g4116.t1	Smp_152710.1
OG0001307	FhHiC23_g3573.t2, FhHiC23_g3573.t1	Smp_314320.1
OG0001308	FhHiC23_g9383.t1	Smp_144820.1
OG0001309	FhHiC23_g2258.t1	Smp_126850.1
OG0001310	FhHiC23_g9093.t1, FhHiC23_g9093.t4, FhHiC23_g9093.t2, FhHiC23_g9093.t3	Smp_163500.1
OG0001311	FhHiC23_g14592.t3, FhHiC23_g14592.t1, FhHiC23_g14592.t2	Smp_079860.1
OG0001312	FhHiC23_g5586.t1	Smp_094360.1
OG0001313	FhHiC23_g14691.t2, FhHiC23_g14691.t1, FhHiC23_g14691.t3	Smp_344870.1
OG0001314	FhHiC23_g13334.t1, FhHiC23_g13334.t2	Smp_179720.1
OG0001315	FhHiC23_g5052.t1, FhHiC23_g5051.t1	Smp_201760.1, Smp_073070.1
OG0001316	FhHiC23_g4079.t1	Smp_210120.1
OG0001317	FhHiC23_g11466.t1, FhHiC23_g11466.t2	Smp_045920.1, Smp_045920.2
OG0001318	FhHiC23_g12572.t1	Smp_130680.1
OG0001319	FhHiC23_g6549.t1	Smp_344060.1
OG0001320	FhHiC23_g7006.t1	Smp_052350.1
OG0001321	FhHiC23_g15267.t2, FhHiC23_g14927.t1, FhHiC23_g14927.t2, FhHiC23_g15267.t1	Smp_345440.1
OG0001322	FhHiC23_g229.t1	Smp_128130.1
OG0001323	FhHiC23_g12796.t1, FhHiC23_g12796.t2	Smp_130790.2, Smp_130790.1, Smp_130790.3
OG0001324	FhHiC23_g4371.t1	Smp_341920.1
OG0001325	FhHiC23_g9619.t1, FhHiC23_g7790.t1, FhHiC23_g7788.t1	Smp_198330.1
OG0001326	FhHiC23_g868.t1	Smp_123340.1
OG0001327	FhHiC23_g16056.t1, FhHiC23_g16056.t2	Smp_046430.1
OG0001328	FhHiC23_g13235.t1	Smp_007710.1
OG0001330	FhHiC23_g4987.t1, FhHiC23_g4987.t2	Smp_012570.1
OG0001331	FhHiC23_g687.t1, FhHiC23_g686.t1	Smp_143480.1
OG0001332	FhHiC23_g6945.t1	Smp_004310.1
OG0001332	FhHiC23_g2428.t1	Smp_062890.2, Smp_062890.1
OG0001333	FhHiC23_g6765.t1	Smp_333640.1
OG0001334	FhHiC23_g12518.t1	Smp_133820.1
OG0001335	FhHiC23_g5464.t1, FhHiC23_g5465.t1	Smp_012740.1
OG0001336	FhHiC23_g245.t2, FhHiC23_g245.t1	Smp_159330.1, Smp_310230.1
OG0001337	FhHiC23_g719.t1, FhHiC23_g719.t2	Smp_341950.1
OG0001338	FhHiC23_g4737.t1	Smp_144490.1
OG0001339	FhHiC23_g11824.t1, FhHiC23_g11824.t2, FhHiC23_g13224.t1	Smp_155370.1
OG0001340	FhHiC23_g13480.t1	Smp_116360.1, Smp_210650.1
OG0001341	FhHiC23_g3143.t1	Smp_070190.1
OG0001342	FhHiC23_g2119.t2, FhHiC23_g2119.t1, FhHiC23_g2119.t3	Smp_245860.1
OG0001343	FhHiC23_g2823.t1, FhHiC23_g2823.t2	Smp_062900.1, Smp_062900.3
OG0001344	FhHiC23_g2301.t2, FhHiC23_g2301.t1	Smp_207030.1
OG0001345	FhHiC23_g13897.t1	Smp_040190.1
OG0001346	FhHiC23_g10664.t1	Smp_345885.1, Smp_345880.1
OG0001347	FhHiC23_g5010.t1	Smp_301170.2, Smp_301170.1
OG0001348	FhHiC23_g14004.t1, FhHiC23_g14004.t2	Smp_019380.1
OG0001349	FhHiC23_g15066.t1, FhHiC23_g15066.t2	Smp_244400.1, Smp_244400.2
OG0001350	FhHiC23_g5111.t2, FhHiC23_g5111.t3, FhHiC23_g5111.t1, FhHiC23_g5111.t4	Smp_246620.1
OG0001351	FhHiC23_g10370.t1, FhHiC23_g10370.t2	Smp_342560.1
OG0001352	FhHiC23_g10388.t1, FhHiC23_g10387.t1	Smp_089650.2, Smp_089650.1
OG0001353	FhHiC23_g8363.t2, FhHiC23_g8363.t1	Smp_246550.1
OG0001354	FhHiC23_g8269.t1	Smp_018950.1
OG0001355	FhHiC23_g8074.t1, FhHiC23_g8074.t2	Smp_307950.1
OG0001356	FhHiC23_g3092.t1, FhHiC23_g3092.t2	Smp_089220.1
OG0001357	FhHiC23_g5720.t1	Smp_090980.1
OG0001358	FhHiC23_g3615.t1, FhHiC23_g3615.t2	Smp_169970.1
OG0001359	FhHiC23_g2422.t1	Smp_312870.3, Smp_312870.2, Smp_312870.1
OG0001361	FhHiC23_g5345.t1, FhHiC23_g5345.t2	Smp_035030.1
OG0001362	FhHiC23_g4766.t1, FhHiC23_g4766.t2	Smp_012900.1
OG0001363	FhHiC23_g9430.t3, FhHiC23_g9430.t1, FhHiC23_g9430.t2	Smp_144860.1
OG0001364	FhHiC23_g3977.t1, FhHiC23_g3977.t2, FhHiC23_g3977.t3	Smp_210130.1
OG0001365	FhHiC23_g2334.t1	Smp_042020.1
OG0001366	FhHiC23_g1816.t1	Smp_311200.1, Smp_311200.2
OG0001367	FhHiC23_g9014.t1, FhHiC23_g9014.t2	Smp_125280.1
OG0001368	FhHiC23_g11032.t2, FhHiC23_g11032.t1	Smp_130480.1
OG0001369	FhHiC23_g16217.t1, FhHiC23_g16217.t2	Smp_050890.1
OG0001370	FhHiC23_g6835.t1, FhHiC23_g6835.t2	Smp_204740.1
OG0001371	FhHiC23_g5083.t1, FhHiC23_g5917.t2, FhHiC23_g5917.t3, FhHiC23_g5917.t1, FhHiC23_g5084.t1	Smp_127440.1
OG0001372	FhHiC23_g6266.t1, FhHiC23_g6266.t2	Smp_144520.1
OG0001373	FhHiC23_g12593.t1	Smp_328230.1
OG0001374	FhHiC23_g7112.t2, FhHiC23_g7112.t1	Smp_132260.1
OG0001375	FhHiC23_g2034.t1	Smp_155840.1
OG0001376	FhHiC23_g16384.t1	Smp_089400.1
OG0001377	FhHiC23_g7402.t1	Smp_129500.1
OG0001378	FhHiC23_g12022.t1, FhHiC23_g12033.t1, FhHiC23_g12033.t2	Smp_028440.1
OG0001379	FhHiC23_g1357.t1	Smp_169430.1
OG0001380	FhHiC23_g7532.t1, FhHiC23_g7532.t2, FhHiC23_g7532.t3	Smp_083480.1, Smp_083480.2
OG0001381	FhHiC23_g3401.t1	Smp_050830.1, Smp_050830.2
OG0001382	FhHiC23_g10031.t1	Smp_346350.1
OG0001383	FhHiC23_g12625.t1, FhHiC23_g12625.t2	Smp_139060.1
OG0001384	FhHiC23_g4351.t1	Smp_247890.1
OG0001385	FhHiC23_g9581.t5, FhHiC23_g9581.t4, FhHiC23_g9581.t1, FhHiC23_g9581.t2, FhHiC23_g9581.t3	Smp_244700.2, Smp_244700.5, Smp_244700.1, Smp_244700.3, Smp_244700.4
OG0001386	FhHiC23_g14392.t2, FhHiC23_g14392.t1	Smp_345600.1
OG0001387	FhHiC23_g4367.t1, FhHiC23_g4367.t2, FhHiC23_g4367.t3	Smp_123165.1
OG0001388	FhHiC23_g13329.t3, FhHiC23_g13329.t1, FhHiC23_g13329.t2	Smp_147390.1
OG0001389	FhHiC23_g1788.t1, FhHiC23_g1788.t2	Smp_245480.1
OG0001390	FhHiC23_g5805.t2, FhHiC23_g5805.t1	Smp_147890.1, Smp_147890.2
OG0001391	FhHiC23_g5101.t1	Smp_180810.1
OG0001392	FhHiC23_g10746.t1	Smp_025550.1, Smp_025550.3, Smp_025550.2
OG0001393	FhHiC23_g10795.t1	Smp_142700.1, Smp_037960.1
OG0001394	FhHiC23_g2698.t1, FhHiC23_g2698.t2, FhHiC23_g2699.t1	Smp_345220.1, Smp_350000.1
OG0001395	FhHiC23_g16128.t1	Smp_087940.1
OG0001395	FhHiC23_g9586.t1	Smp_073790.1
OG0001396	FhHiC23_g187.t1	Smp_335960.1, Smp_146010.1
OG0001397	FhHiC23_g4526.t1, FhHiC23_g4526.t2	Smp_070710.1
OG0001398	FhHiC23_g10851.t1	Smp_155400.1
OG0001400	FhHiC23_g4080.t1, FhHiC23_g4081.t1, FhHiC23_g4081.t2, FhHiC23_g4081.t3	Smp_128070.1
OG0001401	FhHiC23_g828.t2, FhHiC23_g828.t1, FhHiC23_g828.t5	Smp_245710.1
OG0001402	FhHiC23_g6085.t1	Smp_079400.1
OG0001403	FhHiC23_g1769.t1	Smp_137660.1
OG0001404	FhHiC23_g11350.t1, FhHiC23_g11350.t2	Smp_333330.1
OG0001405	FhHiC23_g6114.t1, FhHiC23_g6115.t1	Smp_066820.1
OG0001406	FhHiC23_g4884.t1	Smp_019900.1
OG0001408	FhHiC23_g9748.t1	Smp_152290.2, Smp_152290.1, Smp_152280.1
OG0001409	FhHiC23_g1925.t1	Smp_315850.1
OG0001410	FhHiC23_g5100.t1, FhHiC23_g5099.t1	Smp_319370.1, Smp_032230.1
OG0001411	FhHiC23_g5572.t1	Smp_141150.1
OG0001412	FhHiC23_g6153.t2, FhHiC23_g6153.t1, FhHiC23_g6153.t3	Smp_246000.1
OG0001413	FhHiC23_g9425.t1	Smp_152940.1, Smp_152940.2
OG0001414	FhHiC23_g13502.t1, FhHiC23_g13501.t1, FhHiC23_g13501.t2	Smp_347700.2, Smp_347700.1
OG0001415	FhHiC23_g6002.t1	Smp_073290.1
OG0001416	FhHiC23_g11391.t2, FhHiC23_g11391.t3, FhHiC23_g11391.t1, FhHiC23_g11391.t4	Smp_136580.1
OG0001417	FhHiC23_g11440.t1	Smp_157770.1
OG0001418	FhHiC23_g13330.t1	Smp_171720.1, Smp_171720.2
OG0001420	FhHiC23_g3762.t1	Smp_082560.1
OG0001421	FhHiC23_g5327.t1	Smp_319130.1
OG0001422	FhHiC23_g3036.t1	Smp_042670.1
OG0001423	FhHiC23_g11266.t1	Smp_343580.1
OG0001424	FhHiC23_g12739.t1	Smp_347330.1
OG0001425	FhHiC23_g9584.t1	Smp_003250.2, Smp_003250.1
OG0001426	FhHiC23_g13004.t1, FhHiC23_g13002.t1, FhHiC23_g13002.t2	Smp_006190.1
OG0001427	FhHiC23_g10228.t1	Smp_337460.1
OG0001428	FhHiC23_g13260.t1, FhHiC23_g13260.t2	Smp_304030.1, Smp_304040.1
OG0001429	FhHiC23_g2002.t1	Smp_181120.1
OG0001430	FhHiC23_g856.t2, FhHiC23_g857.t1, FhHiC23_g856.t1	Smp_121580.1
OG0001431	FhHiC23_g6856.t1	Smp_123490.1
OG0001432	FhHiC23_g14952.t1	Smp_166080.1
OG0001433	FhHiC23_g15325.t1, FhHiC23_g15325.t2	Smp_051230.1, Smp_051230.2
OG0001434	FhHiC23_g9169.t1	Smp_166680.1
OG0001435	FhHiC23_g2755.t1, FhHiC23_g2758.t1, FhHiC23_g2759.t1, FhHiC23_g2756.t1	Smp_062420.1
OG0001436	FhHiC23_g2628.t1	Smp_042300.1
OG0001438	FhHiC23_g15142.t1, FhHiC23_g15142.t2	Smp_088250.1
OG0001439	FhHiC23_g3104.t2, FhHiC23_g3104.t1	Smp_053550.1, Smp_053550.2
OG0001440	FhHiC23_g4873.t1, FhHiC23_g4873.t2	Smp_301990.1, Smp_301990.2
OG0001441	FhHiC23_g16517.t1, FhHiC23_g16517.t2	Smp_025010.1
OG0001442	FhHiC23_g8021.t1	Smp_333550.1
OG0001443	FhHiC23_g11130.t1	Smp_076150.1
OG0001444	FhHiC23_g1367.t1, FhHiC23_g1367.t2	Smp_211030.1
OG0001453	FhHiC23_g2182.t3, FhHiC23_g2182.t1, FhHiC23_g2182.t2	Smp_245870.1
OG0001454	FhHiC23_g3968.t1	Smp_058140.2, Smp_058140.1, Smp_058140.3
OG0001455	FhHiC23_g9682.t1, FhHiC23_g9682.t2, FhHiC23_g13273.t1	Smp_097560.1
OG0001456	FhHiC23_g6816.t1, FhHiC23_g6813.t3, FhHiC23_g6813.t1, FhHiC23_g6813.t2	Smp_342870.1
OG0001457	FhHiC23_g12305.t1	Smp_166580.1
OG0001458	FhHiC23_g5592.t1	Smp_081200.1
OG0001459	FhHiC23_g7568.t1, FhHiC23_g7568.t2	Smp_327210.1, Smp_313440.1, Smp_327200.1, Smp_317020.1
OG0001460	FhHiC23_g6434.t1	Smp_132700.2, Smp_132700.1
OG0001461	FhHiC23_g5883.t1	Smp_035390.1
OG0001462	FhHiC23_g7233.t1	Smp_345300.1
OG0001463	FhHiC23_g8194.t2, FhHiC23_g8194.t3, FhHiC23_g8194.t4, FhHiC23_g8194.t1	Smp_345620.1
OG0001464	FhHiC23_g1808.t1	Smp_212080.1
OG0001465	FhHiC23_g3278.t2, FhHiC23_g3278.t1	Smp_145420.1
OG0001466	FhHiC23_g12766.t1	Smp_022110.1
OG0001467	FhHiC23_g6750.t1	Smp_326160.1, Smp_167880.2, Smp_167880.1
OG0001468	FhHiC23_g12896.t1	Smp_241470.1
OG0001469	FhHiC23_g4110.t1, FhHiC23_g4110.t2	Smp_150560.1
OG0001470	FhHiC23_g8460.t1, FhHiC23_g8460.t2	Smp_132550.1
OG0001471	FhHiC23_g7904.t3, FhHiC23_g7904.t1, FhHiC23_g7904.t2	Smp_029070.1
OG0001472	FhHiC23_g7062.t1	Smp_144370.1
OG0001473	FhHiC23_g2892.t1	Smp_008830.1
OG0001474	FhHiC23_g6405.t1, FhHiC23_g6406.t1	Smp_247270.1
OG0001475	FhHiC23_g2345.t1, FhHiC23_g2345.t2	Smp_311650.1
OG0001476	FhHiC23_g10867.t1, FhHiC23_g10867.t2, FhHiC23_g10867.t3	Smp_174230.1
OG0001477	FhHiC23_g1000.t1, FhHiC23_g1000.t2	Smp_105200.1
OG0001478	FhHiC23_g15383.t1, FhHiC23_g15383.t2	Smp_345630.1, Smp_345630.2
OG0001479	FhHiC23_g11099.t1	Smp_305050.1, Smp_305060.1
OG0001480	FhHiC23_g12082.t1, FhHiC23_g12107.t1	Smp_172810.1
OG0001481	FhHiC23_g2018.t1	Smp_310510.1, Smp_310510.2, Smp_310520.1
OG0001482	FhHiC23_g16101.t2, FhHiC23_g16101.t1	Smp_164010.1
OG0001483	FhHiC23_g2273.t1, FhHiC23_g2272.t1, FhHiC23_g2272.t2	Smp_341560.1
OG0001484	FhHiC23_g10011.t1	Smp_099160.1
OG0001485	FhHiC23_g5003.t1, FhHiC23_g5003.t2, FhHiC23_g5003.t3	Smp_172420.1
OG0001486	FhHiC23_g844.t1	Smp_148460.1
OG0001487	FhHiC23_g10195.t1	Smp_129550.1, Smp_129580.1
OG0001488	FhHiC23_g10417.t2, FhHiC23_g10417.t1, FhHiC23_g9032.t1	Smp_005790.1
OG0001489	FhHiC23_g8019.t1, FhHiC23_g8992.t1, FhHiC23_g8992.t2	Smp_003340.1
OG0001490	FhHiC23_g5059.t1, FhHiC23_g5059.t2	Smp_246460.1
OG0001491	FhHiC23_g13032.t1, FhHiC23_g13033.t1	Smp_320940.3, Smp_320940.1, Smp_320940.2, Smp_158740.1
OG0001492	FhHiC23_g1298.t1	Smp_161220.1
OG0001493	FhHiC23_g645.t4, FhHiC23_g645.t1, FhHiC23_g645.t3, FhHiC23_g645.t2	Smp_210300.1
OG0001494	FhHiC23_g8971.t1	Smp_181040.1
OG0001495	FhHiC23_g13610.t1	Smp_019680.1
OG0001496	FhHiC23_g3123.t1, FhHiC23_g3123.t2	Smp_334250.1
OG0001497	FhHiC23_g5116.t1	Smp_098760.1
OG0001498	FhHiC23_g14305.t1	Smp_320530.1
OG0001499	FhHiC23_g8053.t1	Smp_199800.1
OG0001500	FhHiC23_g8038.t1	Smp_138330.1
OG0001501	FhHiC23_g9006.t1, FhHiC23_g9006.t2	Smp_130260.1
OG0001502	FhHiC23_g12577.t1, FhHiC23_g12577.t2	Smp_244820.1, Smp_244820.2
OG0001503	FhHiC23_g2197.t2, FhHiC23_g2197.t1	Smp_154880.1
OG0001504	FhHiC23_g7681.t1, FhHiC23_g7681.t2	Smp_092810.1
OG0001505	FhHiC23_g9347.t1, FhHiC23_g9348.t2, FhHiC23_g9348.t1	Smp_127770.1
OG0001506	FhHiC23_g13479.t2, FhHiC23_g13479.t1	Smp_132090.1
OG0001507	FhHiC23_g1249.t2, FhHiC23_g1249.t1	Smp_130020.1
OG0001508	FhHiC23_g5670.t1	Smp_054800.1
OG0001509	FhHiC23_g3208.t1, FhHiC23_g3208.t2, FhHiC23_g3208.t3, FhHiC23_g3212.t1, FhHiC23_g10116.t1, FhHiC23_g10116.t2, FhHiC23_g2481.t1	Smp_153930.1, Smp_247860.1
OG0001510	FhHiC23_g14493.t1	Smp_065580.1
OG0001511	FhHiC23_g5181.t1, FhHiC23_g5181.t2	Smp_006590.1
OG0001512	FhHiC23_g2267.t1, FhHiC23_g2266.t1	Smp_092320.1
OG0001513	FhHiC23_g11986.t2, FhHiC23_g11986.t3, FhHiC23_g11986.t1	Smp_241410.1
OG0001514	FhHiC23_g13825.t1	Smp_340970.1
OG0001515	FhHiC23_g13039.t1	Smp_347370.1, Smp_021370.1
OG0001516	FhHiC23_g15356.t1	Smp_244160.1
OG0001516	FhHiC23_g15141.t1	Smp_143780.1
OG0001517	FhHiC23_g10302.t1	Smp_097790.1, Smp_097790.2
OG0001518	FhHiC23_g5532.t1, FhHiC23_g5531.t1, FhHiC23_g3118.t1	Smp_153870.1, Smp_153870.2
OG0001519	FhHiC23_g339.t1	Smp_150850.1
OG0001520	FhHiC23_g11463.t1, FhHiC23_g11463.t2	Smp_012030.1
OG0001521	FhHiC23_g1827.t1	Smp_245950.1
OG0001522	FhHiC23_g12303.t1	Smp_345770.1
OG0001523	FhHiC23_g487.t1, FhHiC23_g487.t3	Smp_171270.1
OG0001524	FhHiC23_g3887.t1, FhHiC23_g3887.t2	Smp_247650.1
OG0001525	FhHiC23_g4758.t2, FhHiC23_g4758.t1	Smp_136160.1
OG0001526	FhHiC23_g566.t1	Smp_344110.1
OG0001527	FhHiC23_g16415.t3, FhHiC23_g16415.t1, FhHiC23_g16415.t2	Smp_156160.1
OG0001528	FhHiC23_g14253.t1	Smp_152060.1
OG0001529	FhHiC23_g8092.t1	Smp_104520.1
OG0001530	FhHiC23_g1028.t2, FhHiC23_g1028.t1	Smp_133590.1, Smp_133590.2, Smp_133590.3
OG0001531	FhHiC23_g10843.t1, FhHiC23_g10843.t2	Smp_323830.2, Smp_323830.1
OG0001532	FhHiC23_g12374.t2, FhHiC23_g12374.t1, FhHiC23_g12374.t3	Smp_164820.1, Smp_322070.1
OG0001533	FhHiC23_g7289.t1	Smp_047720.1
OG0001534	FhHiC23_g2613.t1	Smp_156630.1
OG0001535	FhHiC23_g16637.t2, FhHiC23_g16637.t1	Smp_123320.1
OG0001536	FhHiC23_g14994.t3	Smp_149530.1
OG0001537	FhHiC23_g13557.t1	Smp_133900.1, Smp_133890.1
OG0001538	FhHiC23_g4365.t1	Smp_078240.1
OG0001539	FhHiC23_g13424.t1	Smp_156990.1
OG0001540	FhHiC23_g4861.t2, FhHiC23_g4861.t3	Smp_088460.1
OG0001542	FhHiC23_g1758.t1, FhHiC23_g1758.t2	Smp_179010.1
OG0001543	FhHiC23_g3691.t2, FhHiC23_g1569.t1, FhHiC23_g3691.t1	Smp_321255.1
OG0001544	FhHiC23_g11330.t1	Smp_135990.1
OG0001545	FhHiC23_g1231.t2	Smp_016510.1
OG0001546	FhHiC23_g5297.t1	Smp_346820.1, Smp_335570.1
OG0001554	FhHiC23_g4717.t1, FhHiC23_g4716.t1	Smp_129020.1
OG0001555	FhHiC23_g595.t1, FhHiC23_g596.t1, FhHiC23_g596.t2, FhHiC23_g598.t1, FhHiC23_g597.t1	Smp_138810.1, Smp_153890.1
OG0001556	FhHiC23_g6026.t1, FhHiC23_g6026.t2, FhHiC23_g6026.t3	Smp_140440.1
OG0001557	FhHiC23_g5467.t1	Smp_161380.1
OG0001558	FhHiC23_g2651.t1, FhHiC23_g8901.t1	Smp_053900.1
OG0001560	FhHiC23_g8195.t1	Smp_013080.1
OG0001561	FhHiC23_g649.t1	Smp_310170.1
OG0001562	FhHiC23_g8890.t1, FhHiC23_g8890.t2	Smp_342970.1
OG0001563	FhHiC23_g14079.t1, FhHiC23_g14079.t2	Smp_005390.1
OG0001564	FhHiC23_g3186.t1	Smp_310760.1, Smp_310750.1
OG0001565	FhHiC23_g7080.t1	Smp_026930.1
OG0001566	FhHiC23_g7162.t1, FhHiC23_g10743.t1	Smp_210660.1
OG0001567	FhHiC23_g2573.t1	Smp_169670.1
OG0001568	FhHiC23_g2925.t1, FhHiC23_g2925.t2	Smp_090140.1
OG0001569	FhHiC23_g15797.t2, FhHiC23_g15797.t1, FhHiC23_g15797.t3	Smp_136510.1, Smp_136510.2
OG0001570	FhHiC23_g288.t1, FhHiC23_g288.t2	Smp_312440.1, Smp_312460.1
OG0001571	FhHiC23_g12576.t1	Smp_015630.1
OG0001571	FhHiC23_g11623.t1	Smp_096480.1
OG0001572	FhHiC23_g6744.t1	Smp_127490.1
OG0001573	FhHiC23_g9275.t1, FhHiC23_g9275.t2	Smp_333140.1
OG0001574	FhHiC23_g5418.t2, FhHiC23_g5418.t1, FhHiC23_g5418.t3	Smp_005160.1, Smp_005160.2
OG0001575	FhHiC23_g11921.t1, FhHiC23_g11921.t2, FhHiC23_g11921.t3	Smp_158310.1, Smp_158310.3, Smp_158310.2
OG0001576	FhHiC23_g15971.t1, FhHiC23_g15971.t2	Smp_138880.1
OG0001577	FhHiC23_g4634.t1	Smp_133120.1
OG0001578	FhHiC23_g396.t1, FhHiC23_g396.t2	Smp_246050.4, Smp_246050.2, Smp_246050.5, Smp_246050.1, Smp_246050.3
OG0001579	FhHiC23_g15013.t1	Smp_267110.1
OG0001580	FhHiC23_g14523.t1	Smp_166370.1
OG0001581	FhHiC23_g2765.t1, FhHiC23_g2765.t2, FhHiC23_g2765.t3	Smp_151490.1, Smp_151490.2
OG0001582	FhHiC23_g986.t1	Smp_021920.1
OG0001583	FhHiC23_g13953.t1	Smp_170570.1
OG0001584	FhHiC23_g6524.t1	Smp_139470.1
OG0001585	FhHiC23_g5407.t1	Smp_049580.1
OG0001586	FhHiC23_g11576.t2, FhHiC23_g11576.t1	Smp_015390.1
OG0001587	FhHiC23_g11483.t1	Smp_161080.1, Smp_161080.2
OG0001588	FhHiC23_g7234.t1	Smp_085080.1
OG0001589	FhHiC23_g6369.t1	Smp_150420.1
OG0001590	FhHiC23_g2214.t1	Smp_142210.1
OG0001591	FhHiC23_g9784.t1	Smp_332360.1
OG0001592	FhHiC23_g15318.t1	Smp_210520.1, Smp_210520.2
OG0001593	FhHiC23_g8485.t1	Smp_162600.1
OG0001594	FhHiC23_g6096.t1	Smp_127600.1
OG0001595	FhHiC23_g7385.t1	Smp_300810.1
OG0001596	FhHiC23_g2736.t1	Smp_038080.1
OG0001597	FhHiC23_g3057.t1, FhHiC23_g3057.t2, FhHiC23_g3056.t1	Smp_027430.1
OG0001598	FhHiC23_g1999.t1	Smp_001410.1
OG0001599	FhHiC23_g1348.t1, FhHiC23_g1348.t2	Smp_087010.1
OG0001600	FhHiC23_g6351.t1, FhHiC23_g6351.t2	Smp_093220.1
OG0001601	FhHiC23_g7994.t1, FhHiC23_g7994.t2	Smp_246360.1
OG0001602	FhHiC23_g11552.t1	Smp_153640.1
OG0001603	FhHiC23_g1468.t1	Smp_048830.1
OG0001604	FhHiC23_g10295.t1	Smp_332680.1
OG0001605	FhHiC23_g15525.t1	Smp_241450.1
OG0001606	FhHiC23_g10377.t3, FhHiC23_g10377.t1, FhHiC23_g10377.t2	Smp_241980.1
OG0001607	FhHiC23_g921.t1	Smp_150680.1
OG0001608	FhHiC23_g2350.t1	Smp_082670.1
OG0001609	FhHiC23_g2451.t2, FhHiC23_g2451.t1	Smp_213490.1
OG0001610	FhHiC23_g9969.t1, FhHiC23_g9969.t2	Smp_342160.1
OG0001610	FhHiC23_g9262.t1, FhHiC23_g14166.t1	Smp_008260.1
OG0001611	FhHiC23_g8025.t1	Smp_137950.1, Smp_137950.2
OG0001612	FhHiC23_g12510.t1, FhHiC23_g12510.t2	Smp_021540.1
OG0001613	FhHiC23_g410.t1, FhHiC23_g410.t2	Smp_008710.1
OG0001614	FhHiC23_g5493.t1, FhHiC23_g5495.t1	Smp_148650.1
OG0001615	FhHiC23_g5496.t1	Smp_049500.1
OG0001616	FhHiC23_g13562.t1, FhHiC23_g13562.t2	Smp_212900.1
OG0001617	FhHiC23_g95.t1	Smp_047540.2, Smp_047540.1
OG0001618	FhHiC23_g6230.t1	Smp_170350.1
OG0001619	FhHiC23_g1822.t1, FhHiC23_g1822.t2	Smp_147560.1
OG0001620	FhHiC23_g5019.t1	Smp_136180.1
OG0001621	FhHiC23_g13465.t1	Smp_015690.1
OG0001622	FhHiC23_g3859.t1	Smp_143970.1
OG0001623	FhHiC23_g12568.t1	Smp_127280.1
OG0001624	FhHiC23_g5969.t1	Smp_161370.1
OG0001625	FhHiC23_g7834.t1, FhHiC23_g7835.t1, FhHiC23_g7832.t1	Smp_308490.1, Smp_308480.1, Smp_308480.2, Smp_308470.1, Smp_308470.2
OG0001626	FhHiC23_g4924.t1, FhHiC23_g4924.t2	Smp_033710.1
OG0001627	FhHiC23_g3162.t1	Smp_149950.1
OG0001628	FhHiC23_g15068.t1, FhHiC23_g12087.t1	Smp_038030.1
OG0001629	FhHiC23_g11254.t1	Smp_188430.1
OG0001631	FhHiC23_g16292.t1	Smp_024900.1
OG0001632	FhHiC23_g6746.t1	Smp_122370.1
OG0001633	FhHiC23_g9236.t1	Smp_210370.1
OG0001634	FhHiC23_g15902.t2, FhHiC23_g15902.t1	Smp_172220.1
OG0001635	FhHiC23_g13640.t2, FhHiC23_g13640.t1	Smp_138610.1
OG0001636	FhHiC23_g2927.t1, FhHiC23_g2927.t2	Smp_145180.1
OG0001637	FhHiC23_g6969.t1	Smp_105680.1
OG0001638	FhHiC23_g11342.t1, FhHiC23_g11341.t1	Smp_096210.1
OG0001639	FhHiC23_g11042.t1, FhHiC23_g11044.t1	Smp_323820.1, Smp_323800.1, Smp_060210.1, Smp_060220.1
OG0001640	FhHiC23_g15554.t1	Smp_155030.1
OG0001641	FhHiC23_g15937.t1, FhHiC23_g6164.t1, FhHiC23_g6162.t1	Smp_087520.2, Smp_087520.1
OG0001642	FhHiC23_g136.t1	Smp_346030.1, Smp_346030.2
OG0001643	FhHiC23_g7424.t1, FhHiC23_g7424.t2	Smp_121800.1, Smp_121800.2
OG0001644	FhHiC23_g158.t2, FhHiC23_g158.t1	Smp_157320.1
OG0001645	FhHiC23_g9248.t1, FhHiC23_g9248.t2, FhHiC23_g9248.t3	Smp_196880.1, Smp_196880.2
OG0001646	FhHiC23_g1025.t1, FhHiC23_g1025.t2	Smp_096520.1
OG0001647	FhHiC23_g14670.t1, FhHiC23_g14670.t2	Smp_157540.1
OG0001648	FhHiC23_g1289.t1, FhHiC23_g1289.t2, FhHiC23_g1289.t3	Smp_150300.2, Smp_150300.1, Smp_150300.3
OG0001649	FhHiC23_g12151.t1	Smp_163310.1
OG0001650	FhHiC23_g2965.t1	Smp_104870.1
OG0001651	FhHiC23_g13731.t1	Smp_343560.1
OG0001652	FhHiC23_g2275.t1	Smp_103530.1
OG0001653	FhHiC23_g13332.t1	Smp_170060.1
OG0001654	FhHiC23_g16586.t1	Smp_036720.1, Smp_141940.1
