Orthogroup	fasciola_gigantica	schistosoma_mansoni
OG0004487	FGIG_05153	Smp_160490.1
OG0004488	FGIG_05202	Smp_138240.1
OG0004489	FGIG_05242	Smp_210480.2, Smp_210480.1, Smp_210480.3, Smp_210480.4
OG0004490	FGIG_05273	Smp_341890.1
OG0004491	FGIG_05419	Smp_064040.1
OG0004492	FGIG_05489	Smp_212060.1
OG0004493	FGIG_05548	Smp_306710.1, Smp_306720.1
OG0004494	FGIG_05576	Smp_167430.1
OG0004495	FGIG_06691, FGIG_12037, FGIG_05595	Smp_315560.2, Smp_315570.1, Smp_315560.1
OG0004496	FGIG_05609	Smp_047610.1
OG0004497	FGIG_05633	Smp_210080.1
OG0004498	FGIG_05639	Smp_125130.1
OG0004499	FGIG_05668	Smp_105180.1, Smp_105180.2
OG0004500	FGIG_05724	Smp_055340.1
OG0004501	FGIG_05790	Smp_145110.1
OG0004502	FGIG_05796	Smp_124710.1
OG0004503	FGIG_05827	Smp_247940.1
OG0004505	FGIG_05866	Smp_170020.1
OG0004506	FGIG_05886	Smp_032310.1
OG0004507	FGIG_05915	Smp_340770.1
OG0004508	FGIG_05921, FGIG_05922	Smp_245960.1
OG0004509	FGIG_05935	Smp_137410.1
OG0004510	FGIG_05936	Smp_172660.1
OG0004511	FGIG_05982	Smp_346530.1, Smp_346530.2
OG0004512	FGIG_06016	Smp_125260.1
OG0004513	FGIG_10437, FGIG_06302	Smp_159090.1
OG0004514	FGIG_06322	Smp_004000.1
OG0004515	FGIG_06330, FGIG_06332	Smp_176850.1
OG0004516	FGIG_06394	Smp_204230.1
OG0004517	FGIG_06402	Smp_029750.1
OG0004518	FGIG_08456	Smp_028430.1
OG0004519	FGIG_06467	Smp_138770.1
OG0004520	FGIG_06471	Smp_030150.1
OG0004521	FGIG_06487	Smp_147360.1
OG0004522	FGIG_06526, FGIG_06527	Smp_135160.1
OG0004523	FGIG_06622	Smp_152670.1
OG0004524	FGIG_06782	Smp_345170.1
OG0004525	FGIG_06788	Smp_143350.1
OG0004526	FGIG_06808	Smp_245540.1, Smp_245540.2
OG0004527	FGIG_06931	Smp_055670.1
OG0004528	FGIG_06933	Smp_152220.1
OG0004529	FGIG_06940	Smp_213110.1
OG0004530	FGIG_09083	Smp_079220.1, Smp_348850.1
OG0004531	FGIG_07028	Smp_096720.1
OG0004532	FGIG_07102	Smp_050570.1, Smp_050570.2
OG0004533	FGIG_07200	Smp_340810.1
OG0004534	FGIG_07255	Smp_019430.1
OG0004535	FGIG_07317	Smp_102000.1
OG0004536	FGIG_07331	Smp_246380.1
OG0004537	FGIG_07365	Smp_060180.1
OG0004538	FGIG_07387	Smp_333720.1
OG0004539	FGIG_07393	Smp_066430.1
OG0004540	FGIG_07396	Smp_003630.1
OG0004541	FGIG_07409	Smp_150960.1
OG0004542	FGIG_07415	Smp_343170.1, Smp_343170.2
OG0004543	FGIG_07449	Smp_021910.1
OG0004544	FGIG_07455, FGIG_07454	Smp_134100.1
OG0004545	FGIG_07518	Smp_347170.1
OG0004546	FGIG_07588	Smp_087340.1
OG0004547	FGIG_07623	Smp_150090.2, Smp_150090.3, Smp_150090.1
OG0004548	FGIG_07632, FGIG_12010	Smp_079560.1, Smp_054840.1
OG0004549	FGIG_07637	Smp_046980.1
OG0004550	FGIG_07680	Smp_344160.1
OG0004551	FGIG_07700, FGIG_07699	Smp_346680.1, Smp_346680.2
OG0004552	FGIG_07827	Smp_322270.1, Smp_022540.1
OG0004553	FGIG_07883	Smp_144160.1
OG0004554	FGIG_07914	Smp_141220.1
OG0004555	FGIG_12125, FGIG_07944	Smp_104470.1
OG0004556	FGIG_07945	Smp_326400.1
OG0004557	FGIG_07979	Smp_145580.1
OG0004558	FGIG_07987	Smp_027400.1
OG0004559	FGIG_08027	Smp_056200.1
OG0004560	FGIG_08114	Smp_158360.1
OG0004561	FGIG_08144	Smp_132330.1
OG0004562	FGIG_10759, FGIG_08155	Smp_243900.1
OG0004563	FGIG_08160	Smp_069220.1
OG0004564	FGIG_08215	Smp_131400.1
OG0004565	FGIG_08276	Smp_039980.1
OG0004566	FGIG_08301	Smp_068350.1
OG0004567	FGIG_08308	Smp_073340.1
OG0004568	FGIG_08365	Smp_035270.1
OG0004569	FGIG_08428	Smp_176370.1
OG0004570	FGIG_08487	Smp_212560.1
OG0004571	FGIG_08642	Smp_201440.1
OG0004572	FGIG_08648, FGIG_09174	Smp_330380.1, Smp_213610.1
OG0004573	FGIG_08708, FGIG_12070	Smp_145350.1
OG0004574	FGIG_08740	Smp_162960.1
OG0004575	FGIG_08757	Smp_337630.1
OG0004576	FGIG_11036, FGIG_12530, FGIG_08781	Smp_328690.1
OG0004577	FGIG_08784	Smp_070110.1
OG0004578	FGIG_08793	Smp_243840.1
OG0004579	FGIG_08933	Smp_079730.1
OG0004580	FGIG_08976	Smp_105040.1
OG0004581	FGIG_09020	Smp_166280.1
OG0004582	FGIG_09058	Smp_029210.1, Smp_029210.2
OG0004583	FGIG_09076	Smp_007170.1
OG0004584	FGIG_09085	Smp_053560.1
OG0004585	FGIG_09090	Smp_173120.1
OG0004586	FGIG_09097, FGIG_09096	Smp_244020.1
OG0004587	FGIG_09122	Smp_334130.1
OG0004588	FGIG_09128	Smp_095680.1
OG0004589	FGIG_09155	Smp_175930.1
OG0004590	FGIG_14004, FGIG_09157	Smp_165760.1
OG0004591	FGIG_09237, FGIG_09894	Smp_333070.1
OG0004592	FGIG_09351	Smp_086710.1
OG0004593	FGIG_09383	Smp_173110.2, Smp_173110.1
OG0004594	FGIG_09391	Smp_058880.1
OG0004595	FGIG_09395	Smp_051320.1
OG0004596	FGIG_09428	Smp_246520.1, Smp_326150.1
OG0004597	FGIG_09446	Smp_066670.1
OG0004598	FGIG_09481	Smp_152790.1
OG0004599	FGIG_09599	Smp_305400.1
OG0004600	FGIG_09617	Smp_332720.1
OG0004601	FGIG_09621, FGIG_10183	Smp_193800.1
OG0004602	FGIG_12227, FGIG_09623	Smp_181150.1
OG0004603	FGIG_09664	Smp_133620.1
OG0004604	FGIG_09752	Smp_163000.1, Smp_324310.1
OG0004605	FGIG_09831	Smp_327930.1
OG0004606	FGIG_09935	Smp_305030.1
OG0004608	FGIG_09957, FGIG_09955, FGIG_09956	Smp_025380.1
OG0004609	FGIG_09990	Smp_212870.1, Smp_212860.1
OG0004610	FGIG_12574, FGIG_10043	Smp_150610.1
OG0004611	FGIG_10051	Smp_013440.1
OG0004612	FGIG_10062, FGIG_11323, FGIG_10061	Smp_340040.1
OG0004613	FGIG_10072	Smp_127120.1
OG0004614	FGIG_10089	Smp_097020.1
OG0004615	FGIG_10111	Smp_175920.1
OG0004616	FGIG_10193	Smp_186560.1
OG0004617	FGIG_10220	Smp_153340.1
OG0004618	FGIG_10312	Smp_209030.1
OG0004619	FGIG_10342	Smp_102920.1, Smp_102920.2
OG0004620	FGIG_10355	Smp_210790.1
OG0004621	FGIG_11245, FGIG_10361	Smp_301050.1, Smp_301050.2
OG0004622	FGIG_10363	Smp_059090.1
OG0004623	FGIG_10406	Smp_345230.1
OG0004624	FGIG_10439	Smp_103990.1
OG0004625	FGIG_10448, FGIG_10449	Smp_000700.1
OG0004626	FGIG_10530	Smp_154080.1, Smp_154080.2
OG0004627	FGIG_10619	Smp_172160.1
OG0004628	FGIG_10641	Smp_124840.1
OG0004629	FGIG_10644, FGIG_10645	Smp_149240.1
OG0004630	FGIG_10652	Smp_127750.1
OG0004631	FGIG_10700	Smp_026300.1, Smp_026300.2
OG0004632	FGIG_10709	Smp_341880.1
OG0004633	FGIG_10720	Smp_335730.1
OG0004634	FGIG_10798	Smp_142010.1
OG0004635	FGIG_10830	Smp_128170.1
OG0004636	FGIG_10851	Smp_244430.1
OG0004637	FGIG_10852	Smp_129970.1
OG0004638	FGIG_10915	Smp_079910.1
OG0004639	FGIG_10941, FGIG_11308	Smp_020800.1, Smp_020800.2
OG0004640	FGIG_11067, FGIG_11066, FGIG_12669	Smp_333290.1
OG0004641	FGIG_11141	Smp_009560.1
OG0004642	FGIG_11233	Smp_021070.1
OG0004643	FGIG_11279	Smp_165220.1
OG0004644	FGIG_11324	Smp_136740.1
OG0004645	FGIG_11610	Smp_085650.1
OG0004646	FGIG_11641, FGIG_12656	Smp_042790.1
OG0004647	FGIG_11671, FGIG_12129	Smp_136010.1
OG0004648	FGIG_11809	Smp_134640.1
OG0004649	FGIG_11932	Smp_052710.1
OG0004650	FGIG_12092	Smp_151670.1
OG0004651	FGIG_12122	Smp_347190.1
OG0004652	FGIG_12137	Smp_334450.1, Smp_326830.1
OG0004653	FGIG_12156, FGIG_12199	Smp_087870.1
OG0004654	FGIG_12292, FGIG_12162	Smp_346570.1
OG0004655	FGIG_12356	Smp_051220.1
OG0004656	FGIG_12432	Smp_210740.1
OG0004687	FGIG_00009	Smp_131680.2, Smp_131680.1
OG0004688	FGIG_00065	Smp_300940.1
OG0004689	FGIG_00085	Smp_127710.1
OG0004690	FGIG_00197	Smp_139430.1, Smp_139430.2
OG0004691	FGIG_00198	Smp_010620.1, Smp_010620.2
OG0004692	FGIG_00330	Smp_341020.1
OG0004693	FGIG_00402	Smp_024860.1
OG0004694	FGIG_00478	Smp_018010.1
OG0004695	FGIG_00483	Smp_063520.1
OG0004696	FGIG_00647	Smp_213570.1
OG0004697	FGIG_00665	Smp_070860.1, Smp_070860.2
OG0004698	FGIG_00789	Smp_034550.1
OG0004699	FGIG_00795	Smp_141410.1
OG0004700	FGIG_00806	Smp_332250.1
OG0004701	FGIG_00884	Smp_141120.1
OG0004702	FGIG_00979	Smp_167240.1, Smp_213840.1
OG0004703	FGIG_01028	Smp_167860.1
OG0004704	FGIG_01030	Smp_307060.1
OG0004705	FGIG_01066	Smp_052870.1
OG0004706	FGIG_01238, FGIG_01239	Smp_163450.1
OG0004707	FGIG_01327	Smp_092930.1
OG0004708	FGIG_01446	Smp_316810.1, Smp_343300.1
OG0004709	FGIG_01461	Smp_036390.1
OG0004710	FGIG_01490	Smp_159060.1
OG0004711	FGIG_01571	Smp_003270.1
OG0004712	FGIG_01625	Smp_074950.1
OG0004713	FGIG_01630, FGIG_01629	Smp_136030.1
OG0004715	FGIG_01833, FGIG_01834	Smp_131220.1, Smp_318630.1
OG0004716	FGIG_01852	Smp_175510.1
OG0004717	FGIG_01885	Smp_138840.2, Smp_138840.1
OG0004718	FGIG_01906, FGIG_01905	Smp_032150.1
OG0004719	FGIG_01919	Smp_087270.1
OG0004720	FGIG_01926	Smp_000310.1
OG0004721	FGIG_01938	Smp_177080.1
OG0004722	FGIG_02020	Smp_131020.1
OG0004723	FGIG_02044	Smp_343280.1
OG0004724	FGIG_02082	Smp_144170.1
OG0004725	FGIG_02085	Smp_125270.1
OG0004726	FGIG_02092, FGIG_04327	Smp_085310.1
OG0004727	FGIG_02136	Smp_027480.1
OG0004729	FGIG_02162	Smp_209050.1
OG0004730	FGIG_02186	Smp_138930.1
OG0004731	FGIG_02233, FGIG_02235	Smp_163810.1
OG0004732	FGIG_02260	Smp_302880.1
OG0004733	FGIG_02371, FGIG_10475	Smp_118830.1
OG0004734	FGIG_02497	Smp_163080.1
OG0004735	FGIG_11302, FGIG_02532	Smp_175020.1
OG0004736	FGIG_02557	Smp_119310.1
OG0004737	FGIG_02594	Smp_044520.1
OG0004738	FGIG_02785	Smp_022340.1
OG0004739	FGIG_02800	Smp_131640.1
OG0004740	FGIG_02806	Smp_142520.1
OG0004741	FGIG_02826	Smp_041740.1
OG0004742	FGIG_02828, FGIG_05210, FGIG_05211	Smp_001900.1
OG0004743	FGIG_02830	Smp_083180.1
OG0004744	FGIG_02854	Smp_008220.1
OG0004745	FGIG_02950	Smp_151180.1
OG0004746	FGIG_03165	Smp_154840.1
OG0004747	FGIG_03186	Smp_345550.1
OG0004748	FGIG_03252	Smp_054240.1
OG0004749	FGIG_04043, FGIG_03299, FGIG_03298	Smp_174260.1
OG0004750	FGIG_03300	Smp_073800.1
OG0004751	FGIG_03354	Smp_137800.1, Smp_137800.2
OG0004752	FGIG_03461	Smp_157800.1
OG0004753	FGIG_03484	Smp_009690.1
OG0004754	FGIG_03531	Smp_118780.1
OG0004755	FGIG_03558, FGIG_03557	Smp_213250.1
OG0004757	FGIG_03855	Smp_301250.2, Smp_301250.1
OG0004758	FGIG_03884	Smp_202680.1
OG0004759	FGIG_03998	Smp_089670.1
OG0004760	FGIG_04055	Smp_333490.1
OG0004761	FGIG_04090, FGIG_07221	Smp_135880.1
OG0004762	FGIG_04160	Smp_041490.1
OG0004763	FGIG_04186	Smp_062970.1
OG0004764	FGIG_04261	Smp_009320.1
OG0004765	FGIG_04269	Smp_008470.1
OG0004766	FGIG_04381, FGIG_04382	Smp_162550.1
OG0004768	FGIG_04453	Smp_177790.2, Smp_177790.1
OG0004769	FGIG_04527	Smp_173840.1
OG0004770	FGIG_04563	Smp_027880.1
OG0004771	FGIG_04595	Smp_046680.1
OG0004772	FGIG_04604	Smp_010800.1
OG0004773	FGIG_12223, FGIG_04651	Smp_160820.1
OG0004774	FGIG_04698	Smp_150070.1
OG0004775	FGIG_04818	Smp_144110.1
OG0004776	FGIG_04832	Smp_007330.1
OG0004777	FGIG_04882	Smp_042590.1
OG0004778	FGIG_04887	Smp_121610.1
OG0004779	FGIG_04894	Smp_020540.1
OG0004780	FGIG_04927, FGIG_04926	Smp_349890.1, Smp_344880.1
OG0004781	FGIG_04977	Smp_150140.1
OG0004782	FGIG_05029	Smp_024820.1
OG0004783	FGIG_05055	Smp_266920.1
OG0004784	FGIG_05142	Smp_150520.1
OG0004785	FGIG_05144	Smp_340790.1, Smp_314660.1
OG0004786	FGIG_05174	Smp_047860.1
OG0004787	FGIG_05179	Smp_062260.1
OG0004788	FGIG_12456, FGIG_05251, FGIG_12068	Smp_169730.1
OG0004789	FGIG_05265	Smp_246660.1
OG0004790	FGIG_05283	Smp_139650.1
OG0004791	FGIG_05291	Smp_135830.1
OG0004792	FGIG_05361	Smp_128790.1
OG0004793	FGIG_05420	Smp_089230.1
OG0004794	FGIG_05424	Smp_126770.1
OG0004795	FGIG_05454	Smp_033970.1
OG0004796	FGIG_05547	Smp_071590.1, Smp_347590.1
OG0004797	FGIG_12635, FGIG_05638	Smp_005640.1
OG0004798	FGIG_05705	Smp_047110.1
OG0004799	FGIG_05735	Smp_175640.1
OG0004800	FGIG_05742	Smp_071640.1
OG0004801	FGIG_05775	Smp_151650.1
OG0004802	FGIG_05853	Smp_063230.1
OG0004803	FGIG_05861	Smp_004550.1
OG0004804	FGIG_05894	Smp_038940.1
OG0004805	FGIG_06019	Smp_245380.1
OG0004806	FGIG_06030	Smp_045220.1
OG0004807	FGIG_06128	Smp_140700.1
OG0004808	FGIG_06178	Smp_095630.1
OG0004809	FGIG_06259	Smp_066610.1
OG0004810	FGIG_06454	Smp_347310.1
OG0004811	FGIG_06512	Smp_148590.1
OG0004812	FGIG_06522, FGIG_06521	Smp_126050.1
OG0004813	FGIG_06785, FGIG_09824, FGIG_06584	Smp_005280.1
OG0004814	FGIG_06585	Smp_336770.1, Smp_020920.1
OG0004815	FGIG_06627	Smp_341350.1
OG0004816	FGIG_06635	Smp_174610.1
OG0004817	FGIG_06670	Smp_056850.1
OG0004818	FGIG_06697	Smp_181250.1
OG0004819	FGIG_06736, FGIG_06735	Smp_342540.1
OG0004820	FGIG_06810	Smp_025750.1
OG0004822	FGIG_07071	Smp_172850.1
OG0004823	FGIG_07073	Smp_333460.1
OG0004824	FGIG_07090	Smp_149320.1, Smp_149320.2
OG0004825	FGIG_07110	Smp_166780.1
OG0004826	FGIG_07115	Smp_158950.1
OG0004827	FGIG_07127	Smp_336310.1, Smp_336310.2
OG0004828	FGIG_07179, FGIG_07180	Smp_055440.1
OG0004829	FGIG_07249	Smp_037910.1
OG0004830	FGIG_07253	Smp_084940.1
OG0004831	FGIG_07287	Smp_141280.1
OG0004832	FGIG_07335	Smp_127360.1
OG0004833	FGIG_07375	Smp_319140.1
OG0004834	FGIG_07380	Smp_006690.1
OG0004835	FGIG_07395	Smp_124110.1
OG0004836	FGIG_07447, FGIG_11823	Smp_266850.1
OG0004837	FGIG_07504	Smp_061940.1
OG0004838	FGIG_07567	Smp_343790.1
OG0004839	FGIG_07571	Smp_171750.1
OG0004840	FGIG_07649	Smp_344780.1
OG0004841	FGIG_07683	Smp_123520.1
OG0004842	FGIG_07714	Smp_051810.1
OG0004843	FGIG_09937, FGIG_07727	Smp_210570.1
OG0004844	FGIG_07749	Smp_142940.1
OG0004845	FGIG_07750	Smp_142950.1
OG0004846	FGIG_07889	Smp_136910.1
OG0004847	FGIG_07930	Smp_343510.1
OG0004848	FGIG_07967	Smp_341260.1
OG0004849	FGIG_08052	Smp_001420.1
OG0004850	FGIG_08127	Smp_137280.1
OG0004851	FGIG_08131	Smp_337260.1, Smp_337260.2
OG0004852	FGIG_08163	Smp_245850.1
OG0004853	FGIG_08170	Smp_124230.1
OG0004854	FGIG_08177	Smp_131320.1
OG0004855	FGIG_08261	Smp_152750.1
OG0004856	FGIG_08270	Smp_340910.1
OG0004857	FGIG_08273	Smp_131650.1
OG0004858	FGIG_08303	Smp_344420.1, Smp_344420.2
OG0004859	FGIG_08347	Smp_138520.1, Smp_138520.2
OG0004860	FGIG_08444, FGIG_08445	Smp_208000.1
OG0004861	FGIG_08513	Smp_163640.1
OG0004862	FGIG_11551, FGIG_08515	Smp_122910.1
OG0004863	FGIG_08517	Smp_033210.1
OG0004864	FGIG_08534	Smp_344320.1
OG0004865	FGIG_08780	Smp_055390.1
OG0004866	FGIG_08804	Smp_084540.1
OG0004867	FGIG_08856	Smp_121810.1
OG0004868	FGIG_08901	Smp_141880.1
OG0004869	FGIG_09936, FGIG_08918	Smp_162340.1
OG0004870	FGIG_08931	Smp_266930.1
OG0004871	FGIG_12438, FGIG_08949	Smp_174220.1
OG0004872	FGIG_09006	Smp_340260.1, Smp_340265.1
OG0004873	FGIG_09078	Smp_065470.1
OG0004874	FGIG_09101	Smp_137590.1
OG0004875	FGIG_09107	Smp_245400.1
OG0004876	FGIG_09111, FGIG_11252	Smp_137640.1
OG0004877	FGIG_09173	Smp_213600.1
OG0004878	FGIG_09226	Smp_176110.1
OG0004879	FGIG_09282	Smp_166790.1
OG0004880	FGIG_09348, FGIG_09349	Smp_346280.1, Smp_346280.2
OG0004881	FGIG_09379	Smp_076450.1, Smp_076450.2, Smp_076450.3
OG0004882	FGIG_09380	Smp_180500.1, Smp_180500.2
OG0004883	FGIG_09433, FGIG_09432	Smp_179890.1
OG0004884	FGIG_09455	Smp_345680.1, Smp_345680.2
OG0004885	FGIG_09529, FGIG_12143	Smp_130760.1
OG0004886	FGIG_09575	Smp_058780.1
OG0004887	FGIG_09590	Smp_101290.1
OG0004888	FGIG_09642	Smp_152440.1
OG0004889	FGIG_09857	Smp_341470.1
OG0004890	FGIG_09864	Smp_102960.1
OG0004892	FGIG_09886	Smp_150020.1
OG0004893	FGIG_09891	Smp_345400.1
OG0004894	FGIG_09926	Smp_336710.1
OG0004895	FGIG_09961	Smp_164050.1
OG0004896	FGIG_10261, FGIG_11059	Smp_341320.1, Smp_341320.2
OG0004897	FGIG_10338, FGIG_11970	Smp_132870.1
OG0004898	FGIG_10408	Smp_133720.1
OG0004899	FGIG_10427	Smp_011120.1
OG0004900	FGIG_10484	Smp_163430.1
OG0004901	FGIG_10514	Smp_011220.1
OG0004902	FGIG_10522	Smp_126530.1
OG0004903	FGIG_11893, FGIG_10538	Smp_246440.1
OG0004904	FGIG_10551	Smp_018980.1
OG0004905	FGIG_10578	Smp_163380.1
OG0004906	FGIG_10632	Smp_135860.1
OG0004907	FGIG_10728	Smp_243180.1
OG0004908	FGIG_10777	Smp_094880.1
OG0004909	FGIG_10784	Smp_157680.2, Smp_157680.1
OG0004910	FGIG_10824	Smp_077090.1
OG0004911	FGIG_10882	Smp_015670.1
OG0004912	FGIG_10939	Smp_059670.1
OG0004913	FGIG_11053	Smp_072900.1
OG0004914	FGIG_11112	Smp_018500.1
OG0004916	FGIG_11178	Smp_194580.1
OG0004917	FGIG_11187	Smp_137380.1
OG0004918	FGIG_11223	Smp_162210.1
OG0004919	FGIG_11231	Smp_148230.1
OG0004920	FGIG_11241	Smp_085500.1
OG0004921	FGIG_11301	Smp_045470.1
OG0004922	FGIG_11443	Smp_213590.1
OG0004923	FGIG_11478	Smp_214120.1, Smp_214130.1
OG0004924	FGIG_12254, FGIG_11523	Smp_003610.1
OG0004925	FGIG_11559	Smp_133990.1
OG0004926	FGIG_12155	Smp_148770.1
OG0004927	FGIG_12242	Smp_005330.1
OG0004928	FGIG_12265	Smp_029740.1
OG0004929	FGIG_12306	Smp_210330.1
OG0004930	FGIG_12328	Smp_151820.1
OG0004931	FGIG_12528	Smp_040360.1
OG0004932	FGIG_12653	Smp_098090.1
OG0004971	FGIG_00010	Smp_158460.1
OG0004972	FGIG_00057	Smp_091190.2, Smp_091190.1
OG0004973	FGIG_00086	Smp_010450.2, Smp_010450.1
OG0004974	FGIG_00110	Smp_333840.1
OG0004975	FGIG_00125	Smp_334060.1
OG0004976	FGIG_00199	Smp_345460.1
OG0004977	FGIG_00265, FGIG_00264	Smp_211260.1
OG0004978	FGIG_00367	Smp_327260.1
OG0004979	FGIG_07059, FGIG_00438	Smp_315600.1
OG0004980	FGIG_00456, FGIG_10151	Smp_160810.1
OG0004981	FGIG_09766, FGIG_00470	Smp_174800.1
OG0004982	FGIG_00482	Smp_088270.1
OG0004983	FGIG_00493	Smp_044750.1
OG0004984	FGIG_00560	Smp_161800.1
OG0004985	FGIG_00565	Smp_347560.1
OG0004986	FGIG_00597	Smp_165950.1
OG0004987	FGIG_00606	Smp_031560.1
OG0004988	FGIG_00610	Smp_139080.2, Smp_139080.1
OG0004989	FGIG_00659	Smp_334000.1
OG0004990	FGIG_00696, FGIG_00697	Smp_155970.1
OG0004991	FGIG_00720, FGIG_00719	Smp_095290.1
OG0004992	FGIG_00802	Smp_143440.1
OG0004993	FGIG_00852	Smp_155290.1
OG0004994	FGIG_00901	Smp_146100.1
OG0004995	FGIG_00955	Smp_049610.1
OG0004996	FGIG_00971	Smp_123480.1
OG0004997	FGIG_00997	Smp_165530.1
OG0004998	FGIG_01011	Smp_198590.1
OG0004999	FGIG_01012	Smp_124940.1
OG0005000	FGIG_01027	Smp_022070.1
OG0005001	FGIG_01147	Smp_064500.1
OG0005002	FGIG_01221	Smp_245350.1
OG0005003	FGIG_01247	Smp_333100.1
OG0005004	FGIG_01278	Smp_337650.1
OG0005005	FGIG_01287	Smp_247070.1
OG0005006	FGIG_01329	Smp_160590.1
OG0005007	FGIG_10606, FGIG_01335, FGIG_04855	Smp_344020.1
OG0005008	FGIG_01339	Smp_085680.1
OG0005009	FGIG_01343, FGIG_01342	Smp_167190.1
OG0005010	FGIG_01435	Smp_133050.1
OG0005011	FGIG_01488	Smp_035300.1
OG0005012	FGIG_01539	Smp_163230.1, Smp_163230.2
OG0005013	FGIG_08334	Smp_126640.1
OG0005014	FGIG_01650	Smp_315870.1
OG0005015	FGIG_01688	Smp_248110.1
OG0005016	FGIG_01702	Smp_204720.1
OG0005017	FGIG_01713	Smp_041500.2, Smp_041500.1
OG0005018	FGIG_01767	Smp_003990.1
OG0005019	FGIG_01787, FGIG_10767	Smp_162250.1
OG0005020	FGIG_01795, FGIG_01796	Smp_332740.1
OG0005021	FGIG_01824	Smp_157400.1
OG0005022	FGIG_01913	Smp_124210.1
OG0005023	FGIG_01923	Smp_332160.1
OG0005024	FGIG_01946, FGIG_02990, FGIG_12030	Smp_058530.1
OG0005025	FGIG_02004	Smp_344840.1
OG0005026	FGIG_10874, FGIG_02039	Smp_343040.1
OG0005027	FGIG_02091	Smp_210770.1
OG0005028	FGIG_02110	Smp_078550.1
OG0005029	FGIG_02116	Smp_170200.1
OG0005030	FGIG_02120	Smp_056280.1
OG0005031	FGIG_02138	Smp_035180.1
OG0005032	FGIG_02178, FGIG_02179	Smp_152260.1
OG0005033	FGIG_02262	Smp_198520.1
OG0005034	FGIG_02384	Smp_012050.1
OG0005035	FGIG_02426	Smp_098950.1
OG0005036	FGIG_02486	Smp_029060.1
OG0005037	FGIG_02510	Smp_150410.1
OG0005038	FGIG_02598	Smp_130170.1
OG0005039	FGIG_02601	Smp_340600.1
OG0005040	FGIG_02655	Smp_147680.1
OG0005041	FGIG_02678	Smp_266760.1
OG0005042	FGIG_02681	Smp_316440.1
OG0005043	FGIG_02728	Smp_150200.1
OG0005044	FGIG_02745	Smp_169320.1
OG0005045	FGIG_02769	Smp_344030.1
OG0005046	FGIG_02805, FGIG_02804	Smp_170390.1
OG0005047	FGIG_02952	Smp_301040.1
OG0005048	FGIG_02956	Smp_148190.1
OG0005049	FGIG_02961	Smp_095810.1
OG0005050	FGIG_02984	Smp_349880.1
OG0005051	FGIG_02995	Smp_342810.1
OG0005052	FGIG_10455, FGIG_10456, FGIG_03029	Smp_025030.1
OG0005053	FGIG_03064	Smp_005210.1
OG0005054	FGIG_03154	Smp_318010.1
OG0005055	FGIG_03159	Smp_142960.1, Smp_142960.2
OG0005056	FGIG_03192	Smp_034860.1
OG0005057	FGIG_03239	Smp_181170.1
OG0005058	FGIG_03292	Smp_014840.1
OG0005059	FGIG_03427	Smp_068480.1
OG0005060	FGIG_03468	Smp_140460.2, Smp_140460.1, Smp_140460.3
OG0005061	FGIG_03500	Smp_077850.1
OG0005062	FGIG_03541	Smp_071570.1
OG0005063	FGIG_03542	Smp_051420.1
OG0005064	FGIG_03568	Smp_125650.1
OG0005065	FGIG_03623	Smp_333120.1
OG0005066	FGIG_03695	Smp_042280.1
OG0005067	FGIG_03699, FGIG_03700, FGIG_09210	Smp_132610.1
OG0005068	FGIG_03721	Smp_049990.1
OG0005069	FGIG_11212, FGIG_03750	Smp_175580.1
OG0005070	FGIG_03752, FGIG_11887	Smp_165580.1
OG0005071	FGIG_03837, FGIG_12679	Smp_332790.1
OG0005072	FGIG_03859	Smp_093230.1
OG0005073	FGIG_03863, FGIG_03864	Smp_137610.1
OG0005074	FGIG_03866	Smp_128350.1
OG0005075	FGIG_03889	Smp_328110.1
OG0005075	FGIG_10795	Smp_340150.1
OG0005076	FGIG_03941	Smp_007380.1
OG0005077	FGIG_04083	Smp_311860.2, Smp_311860.1
OG0005078	FGIG_04114	Smp_050160.1
OG0005079	FGIG_04323	Smp_083650.1
OG0005080	FGIG_04360	Smp_244900.1
OG0005081	FGIG_04377	Smp_100350.1
OG0005082	FGIG_04432	Smp_301340.1, Smp_305800.1
OG0005083	FGIG_04470	Smp_247560.1
OG0005084	FGIG_04475	Smp_005910.1
OG0005085	FGIG_04508	Smp_066050.1
OG0005086	FGIG_04525	Smp_151560.1
OG0005087	FGIG_04543	Smp_347090.1
OG0005088	FGIG_04592, FGIG_12099	Smp_142150.1
OG0005089	FGIG_04622	Smp_343830.1
OG0005090	FGIG_04738	Smp_026920.1
OG0005091	FGIG_04748	Smp_025130.1
OG0005092	FGIG_05102	Smp_003660.1
OG0005093	FGIG_05165	Smp_168000.1
OG0005094	FGIG_05192	Smp_153820.1
OG0005095	FGIG_05218	Smp_348770.1, Smp_031020.1
OG0005097	FGIG_05394	Smp_332320.1
OG0005098	FGIG_05407	Smp_142400.1
OG0005099	FGIG_05418	Smp_176270.1
OG0005100	FGIG_05436	Smp_163980.1, Smp_163980.2
OG0005101	FGIG_05442	Smp_156470.1
OG0005102	FGIG_06608, FGIG_05461	Smp_163460.1
OG0005103	FGIG_05481	Smp_024800.1
OG0005104	FGIG_05527	Smp_212760.1
OG0005105	FGIG_05571	Smp_059150.1
OG0005106	FGIG_05650, FGIG_05651	Smp_342470.1
OG0005107	FGIG_05723	Smp_012540.1
