Orthogroup	fasciola_gigantica	schistosoma_turkestanicum
OG0000319	FGIG_06268, FGIG_06269	STRK1_35360.1, STRK1_35360.2, STRK1_35360.3
OG0000320	FGIG_02124	STRK1_18610.1
OG0000320	FGIG_00209	STRK1_30360.1, STRK1_30360.2, STRK1_30360.3
OG0000320	FGIG_08913	STRK1_54950.1
OG0000321	FGIG_00856, FGIG_00857	STRK1_33670.1, STRK1_33670.2, STRK1_33670.3
OG0000322	FGIG_01204	STRK1_23800.1
OG0000323	FGIG_02690	STRK1_101620.1
OG0000324	FGIG_04179	STRK1_49820.1
OG0000325	FGIG_04546	STRK1_77730.1, STRK1_77730.2
OG0000326	FGIG_04814	STRK1_57480.1
OG0000327	FGIG_06438, FGIG_08722, FGIG_11975, FGIG_09141	STRK1_68400.1, STRK1_68410.1
OG0000328	FGIG_09711	STRK1_27160.1
OG0000329	FGIG_11990	STRK1_5220.1
OG0000332	FGIG_00632	STRK1_106830.2, STRK1_106830.1, STRK1_63230.1, STRK1_63230.3, STRK1_63230.2, STRK1_63230.4
OG0000333	FGIG_01538	STRK1_5710.1
OG0000334	FGIG_02321	STRK1_73690.1, STRK1_73690.2, STRK1_73680.1
OG0000335	FGIG_02931	STRK1_17750.1, STRK1_17760.1, STRK1_17770.1, STRK1_17780.1
OG0000336	FGIG_05611	STRK1_15820.1, STRK1_15830.1
OG0000336	FGIG_03447	STRK1_4180.1, STRK1_4180.2
OG0000337	FGIG_05353	STRK1_51530.1
OG0000337	FGIG_07022	STRK1_30640.1, STRK1_30640.2, STRK1_30640.3, STRK1_30640.4, STRK1_30640.5
OG0000342	FGIG_05549	STRK1_4000.1
OG0000342	FGIG_00226	STRK1_3850.1
OG0000343	FGIG_01634, FGIG_01635	STRK1_33900.2, STRK1_33900.1, STRK1_33900.3, STRK1_33940.1, STRK1_33940.2, STRK1_33940.3, STRK1_33940.4, STRK1_33940.5, STRK1_33940.6
OG0000344	FGIG_01866	STRK1_10700.1, STRK1_3600.1
OG0000345	FGIG_01894	STRK1_54230.1, STRK1_54230.2
OG0000346	FGIG_01903	STRK1_26620.1
OG0000347	FGIG_02160, FGIG_12660	STRK1_29530.1
OG0000348	FGIG_03483	STRK1_3330.1, STRK1_104550.3, STRK1_104550.1, STRK1_3320.1, STRK1_104550.2, STRK1_104550.4
OG0000349	FGIG_04573, FGIG_04572, FGIG_06122	STRK1_300.2, STRK1_300.1, STRK1_300.3
OG0000350	FGIG_04749	STRK1_28740.1
OG0000351	FGIG_05010	STRK1_8730.2, STRK1_8730.1, STRK1_98220.1
OG0000352	FGIG_05384, FGIG_11348, FGIG_05385	STRK1_36020.1
OG0000353	FGIG_06289	STRK1_68740.1
OG0000354	FGIG_10148, FGIG_09059	STRK1_17160.1
OG0000355	FGIG_10341, FGIG_12112, FGIG_12113	STRK1_13090.1
OG0000356	FGIG_10789, FGIG_10788, FGIG_10790	STRK1_6220.3, STRK1_6220.4, STRK1_6220.1, STRK1_6220.2
OG0000357	FGIG_12459	STRK1_41100.1, STRK1_41100.2
OG0000359	FGIG_00275	STRK1_15140.2, STRK1_15140.1, STRK1_15140.3
OG0000360	FGIG_01496	STRK1_17970.2, STRK1_17970.1, STRK1_17970.3
OG0000361	FGIG_02685, FGIG_02684	STRK1_50210.1
OG0000362	FGIG_02801	STRK1_59660.1, STRK1_59660.2
OG0000363	FGIG_03340, FGIG_03341, FGIG_03338	STRK1_40850.1, STRK1_98170.1, STRK1_95120.1, STRK1_95120.2, STRK1_40840.1, STRK1_40890.1, STRK1_40880.1, STRK1_40880.2, STRK1_100250.1
OG0000364	FGIG_03707	STRK1_26960.1
OG0000365	FGIG_12204, FGIG_04576	STRK1_55470.1, STRK1_55470.2
OG0000366	FGIG_06034, FGIG_09373, FGIG_12323	STRK1_49790.1, STRK1_49790.4, STRK1_49790.2, STRK1_49790.3
OG0000367	FGIG_07381	STRK1_31860.1
OG0000368	FGIG_07710, FGIG_12057	STRK1_3780.1
OG0000369	FGIG_08435	STRK1_16540.1
OG0000370	FGIG_08520	STRK1_38050.2, STRK1_38050.1, STRK1_38050.3
OG0000371	FGIG_08814	STRK1_28830.1
OG0000372	FGIG_08961	STRK1_9220.1, STRK1_9240.1, STRK1_9240.3, STRK1_9240.2
OG0000373	FGIG_12324, FGIG_09323	STRK1_8160.1
OG0000374	FGIG_09768	STRK1_39660.1, STRK1_39660.2
OG0000375	FGIG_10082	STRK1_15760.1
OG0000376	FGIG_10153, FGIG_11766, FGIG_11765	STRK1_59900.1
OG0000377	FGIG_10617	STRK1_46210.5, STRK1_46210.6, STRK1_46210.1, STRK1_46210.7, STRK1_46210.2, STRK1_46210.3, STRK1_46210.4
OG0000378	FGIG_11867	STRK1_24070.1, STRK1_24070.2
OG0000380	FGIG_01104, FGIG_10893, FGIG_11041	STRK1_20160.1
OG0000380	FGIG_00695	STRK1_20130.1, STRK1_20140.1, STRK1_20110.1
OG0000381	FGIG_01453	STRK1_47440.1
OG0000381	FGIG_01451, FGIG_01452	STRK1_47450.1
OG0000382	FGIG_01588, FGIG_06764	STRK1_88500.1, STRK1_86640.1
OG0000383	FGIG_01645, FGIG_01646	STRK1_32920.1
OG0000384	FGIG_01701	STRK1_31790.1
OG0000386	FGIG_07934, FGIG_07933, FGIG_05021, FGIG_05980	STRK1_19380.1
OG0000387	FGIG_05744, FGIG_12613	STRK1_17240.1
OG0000388	FGIG_06147	STRK1_86400.1
OG0000389	FGIG_06300	STRK1_71300.1
OG0000390	FGIG_06318	STRK1_93900.1
OG0000391	FGIG_06566, FGIG_07343	STRK1_11350.1
OG0000392	FGIG_06786	STRK1_65590.1, STRK1_65590.2
OG0000393	FGIG_06864	STRK1_43610.1, STRK1_43620.1, STRK1_43620.2, STRK1_43620.3, STRK1_43620.4
OG0000394	FGIG_12663, FGIG_07717	STRK1_60380.1
OG0000395	FGIG_07807	STRK1_98140.1, STRK1_76670.1
OG0000396	FGIG_07980	STRK1_15800.1
OG0000397	FGIG_07986	STRK1_77170.1
OG0000398	FGIG_08346, FGIG_08154	STRK1_18050.1, STRK1_21020.1, STRK1_20970.1
OG0000399	FGIG_08267	STRK1_24380.1, STRK1_24380.3, STRK1_24380.2, STRK1_24370.1
OG0000400	FGIG_12136, FGIG_08348, FGIG_09690, FGIG_09691	STRK1_42200.1, STRK1_42190.3, STRK1_42190.5, STRK1_42190.4, STRK1_42190.2, STRK1_42190.1, STRK1_43310.5, STRK1_43310.4, STRK1_43310.2, STRK1_43310.1, STRK1_43310.3, STRK1_43300.1, STRK1_42490.1
OG0000401	FGIG_10170, FGIG_10171	STRK1_90880.1
OG0000402	FGIG_12370, FGIG_11519, FGIG_12593	STRK1_10630.1, STRK1_10630.2, STRK1_10630.3, STRK1_10630.4, STRK1_10630.5
OG0000403	FGIG_11602	STRK1_16780.1
OG0000405	FGIG_00540, FGIG_04407, FGIG_00542, FGIG_00541	STRK1_33240.1, STRK1_99330.3, STRK1_99330.2, STRK1_99320.1, STRK1_99330.1
OG0000406	FGIG_00915	STRK1_28780.1
OG0000407	FGIG_01328	STRK1_59600.1
OG0000408	FGIG_01770	STRK1_26240.1, STRK1_26240.2
OG0000409	FGIG_01990	STRK1_88020.1, STRK1_88020.2
OG0000410	FGIG_06197	STRK1_67150.1
OG0000411	FGIG_03726	STRK1_25600.1, STRK1_25600.2, STRK1_25600.3, STRK1_25600.4, STRK1_25600.5, STRK1_25600.6
OG0000412	FGIG_04797	STRK1_69900.1
OG0000413	FGIG_05095	STRK1_60230.1
OG0000414	FGIG_05869	STRK1_10070.1
OG0000415	FGIG_06429	STRK1_29250.1, STRK1_29250.2, STRK1_29250.3, STRK1_29250.4
OG0000416	FGIG_10985, FGIG_07789, FGIG_12457	STRK1_104130.1, STRK1_86990.1
OG0000416	FGIG_07250	STRK1_84970.1
OG0000417	FGIG_07860	STRK1_46560.1, STRK1_46560.5, STRK1_46560.6, STRK1_46560.2, STRK1_46560.3, STRK1_46560.4, STRK1_46560.7, STRK1_46560.8
OG0000418	FGIG_07977, FGIG_11738, FGIG_12450	STRK1_90170.1
OG0000419	FGIG_09307	STRK1_3640.1
OG0000420	FGIG_09853	STRK1_43540.1
OG0000421	FGIG_09942	STRK1_65080.1, STRK1_65080.2
OG0000422	FGIG_10041	STRK1_49160.1
OG0000425	FGIG_00596	STRK1_99400.1
OG0000426	FGIG_00984	STRK1_48070.1, STRK1_48140.1, STRK1_48150.1, STRK1_48090.1, STRK1_48100.1, STRK1_48080.1, STRK1_48110.1
OG0000427	FGIG_01900, FGIG_06350	STRK1_47550.1, STRK1_99650.1
OG0000428	FGIG_02141, FGIG_04993, FGIG_02140	STRK1_37200.1
OG0000429	FGIG_05114	STRK1_93540.1, STRK1_93540.2
OG0000429	FGIG_08773	STRK1_43070.1
OG0000430	FGIG_02540, FGIG_02734	STRK1_31470.3, STRK1_31470.1, STRK1_31470.2
OG0000431	FGIG_02682	STRK1_50230.1
OG0000432	FGIG_02953	STRK1_94640.1, STRK1_94640.2
OG0000433	FGIG_03051	STRK1_35200.1, STRK1_35200.2, STRK1_35200.3, STRK1_35200.4, STRK1_35200.9, STRK1_35200.5, STRK1_35200.6, STRK1_35200.7, STRK1_35200.8
OG0000434	FGIG_07436, FGIG_07788, FGIG_12172, FGIG_03250	STRK1_91860.1
OG0000435	FGIG_03380, FGIG_03381	STRK1_48870.1
OG0000436	FGIG_04181	STRK1_22550.1, STRK1_22550.2
OG0000437	FGIG_04672	STRK1_17000.1
OG0000438	FGIG_04722	STRK1_63880.1
OG0000439	FGIG_05052	STRK1_81640.1
OG0000440	FGIG_05435	STRK1_87330.1, STRK1_87340.1, STRK1_87350.1
OG0000441	FGIG_06666	STRK1_11950.1
OG0000441	FGIG_10681, FGIG_09295	STRK1_5190.1
OG0000442	FGIG_06753	STRK1_31050.1
OG0000443	FGIG_07760	STRK1_3380.1
OG0000444	FGIG_09462, FGIG_11910, FGIG_09471	STRK1_110220.1, STRK1_110220.2, STRK1_69110.1, STRK1_69120.1
OG0000445	FGIG_11201	STRK1_63330.3, STRK1_63330.1, STRK1_63330.2, STRK1_63330.4
OG0000447	FGIG_00135	STRK1_52960.1
OG0000448	FGIG_00556	STRK1_32240.1
OG0000449	FGIG_00826	STRK1_56520.3, STRK1_56520.1, STRK1_56520.2
OG0000450	FGIG_01291, FGIG_04679	STRK1_23450.1, STRK1_23450.2, STRK1_23450.3
OG0000451	FGIG_01553	STRK1_84560.1
OG0000452	FGIG_03230	STRK1_37810.1
OG0000453	FGIG_04192	STRK1_59750.1, STRK1_59750.2
OG0000454	FGIG_09647	STRK1_81030.1, STRK1_81040.1, STRK1_69830.1
OG0000455	FGIG_06485	STRK1_13250.1
OG0000456	FGIG_08883	STRK1_68890.1
OG0000457	FGIG_08921	STRK1_27270.1
OG0000458	FGIG_09209	STRK1_27660.3, STRK1_27660.2, STRK1_27660.5, STRK1_27650.1, STRK1_27660.1, STRK1_27660.4
OG0000459	FGIG_09431	STRK1_8930.1
OG0000464	FGIG_00328, FGIG_00327	STRK1_11120.1, STRK1_11120.2
OG0000465	FGIG_00532	STRK1_75780.1, STRK1_75780.2, STRK1_75780.3, STRK1_75780.4
OG0000466	FGIG_01561, FGIG_03877, FGIG_01560, FGIG_01559	STRK1_103390.1, STRK1_47590.1
OG0000467	FGIG_02474, FGIG_02706, FGIG_02707, FGIG_02708, FGIG_02710, FGIG_02709	STRK1_28040.1, STRK1_28040.2
OG0000468	FGIG_02572	STRK1_68640.1
OG0000469	FGIG_03009	STRK1_16240.1, STRK1_16240.2
OG0000470	FGIG_04092	STRK1_52630.1
OG0000471	FGIG_05330, FGIG_05331	STRK1_87690.1
OG0000472	FGIG_10508, FGIG_06143	STRK1_97050.1
OG0000473	FGIG_06411, FGIG_12123, FGIG_06410	STRK1_6710.4, STRK1_6710.3, STRK1_6710.1, STRK1_6710.2
OG0000474	FGIG_07254	STRK1_43340.1
OG0000475	FGIG_07645	STRK1_63660.1, STRK1_63660.2
OG0000476	FGIG_08382, FGIG_08383	STRK1_19840.1
OG0000477	FGIG_08447, FGIG_12672	STRK1_43550.1, STRK1_43560.1, STRK1_100280.1
OG0000478	FGIG_10674	STRK1_5900.1
OG0000479	FGIG_09169	STRK1_32110.1
OG0000480	FGIG_09555	STRK1_58780.1
OG0000481	FGIG_11554, FGIG_10028	STRK1_62290.1, STRK1_62290.2, STRK1_62290.3
OG0000482	FGIG_10421	STRK1_99730.1, STRK1_9270.1
OG0000483	FGIG_11522, FGIG_10429	STRK1_56570.1, STRK1_56590.1, STRK1_56580.1
OG0000484	FGIG_10469, FGIG_11973	STRK1_92410.1
OG0000485	FGIG_10899	STRK1_11680.1, STRK1_11690.1
OG0000490	FGIG_00244	STRK1_66240.1, STRK1_109000.1, STRK1_109230.1, STRK1_109230.5, STRK1_109230.3, STRK1_109230.6, STRK1_66240.2, STRK1_109230.2, STRK1_109230.4, STRK1_109230.7, STRK1_109230.8, STRK1_109220.1
OG0000491	FGIG_01361	STRK1_29770.1
OG0000492	FGIG_01399, FGIG_01400	STRK1_57770.1, STRK1_110990.1, STRK1_57780.1, STRK1_59570.1, STRK1_59570.2, STRK1_59570.3
OG0000493	FGIG_10535, FGIG_02574, FGIG_02575	STRK1_45450.1
OG0000493	FGIG_02106	STRK1_100970.1, STRK1_36870.1, STRK1_36870.2
OG0000495	FGIG_02597, FGIG_02595	STRK1_16990.1, STRK1_16990.2
OG0000496	FGIG_02657	STRK1_33180.1
OG0000497	FGIG_03046	STRK1_3120.1, STRK1_3130.1
OG0000498	FGIG_08610	STRK1_23090.1, STRK1_23080.1
OG0000498	FGIG_06356, FGIG_06355, FGIG_09764	STRK1_25590.1
OG0000499	FGIG_03308, FGIG_03309	STRK1_68590.1
OG0000500	FGIG_05535	STRK1_3870.3, STRK1_3870.1, STRK1_3870.2, STRK1_3870.4
OG0000501	FGIG_05786	STRK1_26790.1
OG0000502	FGIG_12630, FGIG_06672, FGIG_05947, FGIG_05868, FGIG_09687	STRK1_108460.1
OG0000503	FGIG_06020	STRK1_16410.4, STRK1_16410.5, STRK1_16410.6, STRK1_16410.7, STRK1_16410.3, STRK1_16410.2, STRK1_16410.1
OG0000504	FGIG_06236	STRK1_44940.1
OG0000505	FGIG_06258	STRK1_39250.1, STRK1_39250.2
OG0000506	FGIG_07761	STRK1_66680.1, STRK1_8850.1
OG0000507	FGIG_08020, FGIG_08019	STRK1_32390.1
OG0000508	FGIG_09651	STRK1_4570.1
OG0000509	FGIG_11147, FGIG_09900	STRK1_49740.1, STRK1_49740.5, STRK1_49740.3, STRK1_49740.2, STRK1_49740.4, STRK1_52320.1
OG0000510	FGIG_09919, FGIG_09920	STRK1_76470.1, STRK1_76470.2, STRK1_77670.1
OG0000511	FGIG_10110	STRK1_70300.1
OG0000512	FGIG_10635	STRK1_52010.1
OG0000513	FGIG_11295, FGIG_10901	STRK1_65050.1, STRK1_65060.1
OG0000515	FGIG_11760, FGIG_11877	STRK1_4950.2, STRK1_4950.1, STRK1_4950.3
OG0000516	FGIG_11912, FGIG_11911	STRK1_64250.3, STRK1_64250.1, STRK1_64250.2, STRK1_64250.4
OG0000517	FGIG_11937	STRK1_26830.3, STRK1_26830.1, STRK1_26830.2
OG0000521	FGIG_00188	STRK1_69510.1
OG0000522	FGIG_00655	STRK1_52980.1
OG0000523	FGIG_00791	STRK1_74090.1
OG0000524	FGIG_00872, FGIG_04807	STRK1_7820.1
OG0000525	FGIG_03698	STRK1_54540.3, STRK1_54540.2, STRK1_54540.4, STRK1_54540.1, STRK1_54540.5
OG0000526	FGIG_03947, FGIG_03948, FGIG_03949, FGIG_03950	STRK1_14230.1, STRK1_14230.2
OG0000527	FGIG_04305, FGIG_04306	STRK1_3770.1
OG0000528	FGIG_05456, FGIG_05455	STRK1_31650.1
OG0000529	FGIG_05544	STRK1_2970.1
OG0000529	FGIG_08863	STRK1_22660.3, STRK1_22660.1, STRK1_22660.2
OG0000530	FGIG_05770	STRK1_92620.1, STRK1_92970.1
OG0000531	FGIG_05789, FGIG_10492, FGIG_10493	STRK1_74880.1
OG0000532	FGIG_07231	STRK1_6670.1
OG0000533	FGIG_07562	STRK1_2020.1, STRK1_2020.2, STRK1_2020.3
OG0000534	FGIG_13988, FGIG_07681	STRK1_102840.1, STRK1_68810.1, STRK1_68820.1
OG0000535	FGIG_12466, FGIG_08126, FGIG_08125	STRK1_56300.1, STRK1_56300.2
OG0000536	FGIG_08935, FGIG_08934	STRK1_59070.1
OG0000537	FGIG_12232, FGIG_12182	STRK1_47810.2, STRK1_47810.1, STRK1_47810.3
OG0000539	FGIG_00008	STRK1_44830.1, STRK1_99010.1
OG0000540	FGIG_00485, FGIG_00487	STRK1_3360.1
OG0000541	FGIG_00810	STRK1_37050.2, STRK1_37050.1, STRK1_37050.3
OG0000542	FGIG_00859	STRK1_84850.1
OG0000543	FGIG_01118	STRK1_4650.1
OG0000544	FGIG_01478, FGIG_01480	STRK1_76710.1, STRK1_76630.1, STRK1_106880.1
OG0000545	FGIG_02161	STRK1_44550.1
OG0000545	FGIG_04734	STRK1_67630.1, STRK1_67630.2
OG0000546	FGIG_02171	STRK1_30390.1, STRK1_30390.2, STRK1_30390.3
OG0000547	FGIG_02243	STRK1_85510.1
OG0000548	FGIG_02293	STRK1_30290.1, STRK1_30290.2
OG0000549	FGIG_02503	STRK1_10270.1, STRK1_10260.1, STRK1_10260.2, STRK1_10260.3, STRK1_10260.4
OG0000550	FGIG_02524, FGIG_04548	STRK1_2100.1, STRK1_2100.2, STRK1_2110.1
OG0000551	FGIG_11586	STRK1_50530.1, STRK1_50540.1
OG0000552	FGIG_03044	STRK1_3140.2, STRK1_3140.1, STRK1_3140.3
OG0000552	FGIG_10688	STRK1_83410.1, STRK1_83420.1, STRK1_83390.1
OG0000553	FGIG_06277, FGIG_03255	STRK1_90980.1, STRK1_91000.1
OG0000554	FGIG_03594, FGIG_03593, FGIG_09273	STRK1_10400.2, STRK1_10400.1, STRK1_10400.3
OG0000555	FGIG_06696, FGIG_03633, FGIG_07782	STRK1_40400.1, STRK1_40400.2, STRK1_40410.1
OG0000556	FGIG_04270	STRK1_58920.1
OG0000557	FGIG_04408	STRK1_33500.1, STRK1_33510.1
OG0000558	FGIG_04989	STRK1_4080.1, STRK1_4080.2
OG0000559	FGIG_05022, FGIG_05024, FGIG_05023	STRK1_78900.1
OG0000560	FGIG_05328	STRK1_90490.1
OG0000561	FGIG_05533	STRK1_94500.1
OG0000562	FGIG_05555, FGIG_05553	STRK1_81860.3, STRK1_81860.2, STRK1_81860.1
OG0000563	FGIG_06026	STRK1_18270.1
OG0000564	FGIG_06399, FGIG_10134	STRK1_41560.1, STRK1_97520.1
OG0000565	FGIG_06423	STRK1_16670.1, STRK1_16670.2
OG0000566	FGIG_06842	STRK1_80890.1, STRK1_80040.1
OG0000567	FGIG_07651	STRK1_63470.2, STRK1_63470.3
OG0000568	FGIG_08587	STRK1_53100.1, STRK1_53100.2
OG0000568	FGIG_08255	STRK1_64870.1
OG0000568	FGIG_08984	STRK1_35890.1
OG0000569	FGIG_08518	STRK1_9030.1
OG0000570	FGIG_11175, FGIG_11174, FGIG_08779	STRK1_8350.1
OG0000571	FGIG_09381, FGIG_08972	STRK1_12050.1, STRK1_12050.2, STRK1_12050.3
OG0000572	FGIG_10316	STRK1_57000.1, STRK1_57000.2, STRK1_57000.3, STRK1_57000.4
OG0000574	FGIG_11179, FGIG_10756	STRK1_17180.1
OG0000575	FGIG_10778	STRK1_91120.1
OG0000576	FGIG_11079	STRK1_39810.1
OG0000580	FGIG_01348	STRK1_41250.1
OG0000580	FGIG_06846	STRK1_31450.1, STRK1_31450.2
OG0000581	FGIG_01599, FGIG_01600, FGIG_01602	STRK1_60330.1
OG0000582	FGIG_08180, FGIG_01623, FGIG_12483, FGIG_04914	STRK1_93980.1, STRK1_93990.1
OG0000582	FGIG_04913	STRK1_94000.1
OG0000583	FGIG_01854	STRK1_59930.1, STRK1_59930.2
OG0000584	FGIG_02128	STRK1_27120.1
OG0000585	FGIG_03970	STRK1_3500.1
OG0000586	FGIG_04310	STRK1_32640.1
OG0000587	FGIG_06053, FGIG_06054, FGIG_06186, FGIG_06185, FGIG_10628	STRK1_8840.1, STRK1_8830.1
OG0000588	FGIG_04873, FGIG_04872	STRK1_20980.2, STRK1_20980.1, STRK1_20980.3
OG0000589	FGIG_05822	STRK1_48610.1
OG0000590	FGIG_06108	STRK1_36700.1
OG0000590	FGIG_09604	STRK1_38730.1
OG0000591	FGIG_07049	STRK1_16660.1, STRK1_16660.3, STRK1_16660.4, STRK1_16660.2, STRK1_16660.5, STRK1_16660.6
OG0000592	FGIG_07330	STRK1_29140.1
OG0000593	FGIG_07487	STRK1_31930.1
OG0000594	FGIG_09951	STRK1_49860.1, STRK1_49860.2
OG0000595	FGIG_10443	STRK1_45800.1, STRK1_45800.2
OG0000598	FGIG_00058	STRK1_8170.1
OG0000599	FGIG_00310	STRK1_59360.1, STRK1_59360.2, STRK1_59370.1, STRK1_59380.1
OG0000600	FGIG_00415	STRK1_66100.1
OG0000601	FGIG_00679, FGIG_00677	STRK1_94580.1
OG0000601	FGIG_06993, FGIG_06994	STRK1_39100.1
OG0000602	FGIG_07880, FGIG_00906	STRK1_4630.1
OG0000603	FGIG_01276	STRK1_48520.1
OG0000604	FGIG_01861	STRK1_109760.2, STRK1_109760.1, STRK1_109760.3
OG0000605	FGIG_04127, FGIG_05340, FGIG_08932, FGIG_04128, FGIG_06075, FGIG_02168, FGIG_09785, FGIG_11355, FGIG_08151	STRK1_25160.1, STRK1_25220.1, STRK1_25220.2
OG0000606	FGIG_02582	STRK1_50520.1
OG0000606	FGIG_04619	STRK1_50520.1
OG0000606	FGIG_05706	STRK1_50520.1
OG0000606	FGIG_11978	STRK1_15350.1
OG0000607	FGIG_02390	STRK1_32580.1
OG0000608	FGIG_12153, FGIG_02513	STRK1_52140.1, STRK1_52120.1, STRK1_52120.2
OG0000609	FGIG_03553	STRK1_98450.1, STRK1_25320.1
OG0000610	FGIG_06791	STRK1_26680.1
OG0000610	FGIG_04026	STRK1_21440.4, STRK1_21540.1
OG0000611	FGIG_04031, FGIG_04611, FGIG_04610	STRK1_40760.1, STRK1_40750.1, STRK1_40720.1, STRK1_40720.2, STRK1_40730.1
OG0000612	FGIG_05075, FGIG_07356	STRK1_12080.1
OG0000613	FGIG_05297	STRK1_28000.1, STRK1_28000.2
OG0000614	FGIG_07551, FGIG_05357, FGIG_05708	STRK1_42910.1
OG0000615	FGIG_05820	STRK1_8510.1, STRK1_8510.2
OG0000616	FGIG_05900, FGIG_05899, FGIG_05901, FGIG_05902	STRK1_108810.1, STRK1_58200.1, STRK1_104970.1, STRK1_58190.1, STRK1_103510.1, STRK1_103510.2
OG0000617	FGIG_06140	STRK1_79620.1
OG0000618	FGIG_06230	STRK1_31250.3, STRK1_31250.2, STRK1_31250.1, STRK1_31250.6, STRK1_31250.5, STRK1_31250.4
OG0000619	FGIG_06508	STRK1_80930.1, STRK1_80930.3, STRK1_80930.2
OG0000620	FGIG_06888	STRK1_4430.1
OG0000620	FGIG_07590	STRK1_43590.1, STRK1_98020.1, STRK1_99350.1
OG0000621	FGIG_08191	STRK1_29970.1, STRK1_29970.2
OG0000622	FGIG_08378	STRK1_71460.1
OG0000623	FGIG_08778	STRK1_8330.1
OG0000624	FGIG_09639	STRK1_36900.1
OG0000625	FGIG_12467, FGIG_09809	STRK1_33590.1
OG0000626	FGIG_10065	STRK1_48800.1
OG0000627	FGIG_10215, FGIG_11735	STRK1_5540.1, STRK1_5540.2, STRK1_5540.3
OG0000628	FGIG_10311	STRK1_60390.1, STRK1_60390.2
OG0000629	FGIG_11102, FGIG_11404, FGIG_11103	STRK1_28610.1
OG0000630	FGIG_11115	STRK1_57470.1
OG0000631	FGIG_11204	STRK1_58990.1, STRK1_60430.1
OG0000632	FGIG_11309	STRK1_11850.1
OG0000633	FGIG_11961, FGIG_11512	STRK1_46900.1
OG0000636	FGIG_00195, FGIG_00194	STRK1_90940.1
OG0000637	FGIG_00401, FGIG_09972	STRK1_49610.1, STRK1_49610.2
OG0000638	FGIG_00444, FGIG_00445	STRK1_58720.1
OG0000639	FGIG_12024, FGIG_00548	STRK1_65490.1
OG0000640	FGIG_07362, FGIG_01307	STRK1_81880.1
OG0000641	FGIG_10155	STRK1_5970.1
OG0000641	FGIG_06676	STRK1_15740.1
OG0000642	FGIG_01513	STRK1_65430.6, STRK1_65430.1, STRK1_65430.2, STRK1_65430.4, STRK1_65430.3, STRK1_65430.7, STRK1_65430.5
OG0000643	FGIG_07634	STRK1_46480.1, STRK1_46480.3, STRK1_46480.4, STRK1_46480.7, STRK1_46480.2, STRK1_46480.5, STRK1_46480.6
OG0000643	FGIG_01520	STRK1_46470.1, STRK1_46470.2
OG0000644	FGIG_02755	STRK1_92740.1
OG0000645	FGIG_03205, FGIG_03204	STRK1_9750.1
OG0000646	FGIG_06464, FGIG_04063	STRK1_12060.1
OG0000647	FGIG_04352	STRK1_61240.1
OG0000648	FGIG_04810	STRK1_89640.1, STRK1_108500.1, STRK1_110830.1
OG0000649	FGIG_12167, FGIG_04864	STRK1_57820.1, STRK1_97850.1, STRK1_57810.1
OG0000650	FGIG_05802	STRK1_74790.1, STRK1_74800.1
OG0000651	FGIG_06711	STRK1_41900.1, STRK1_41880.1
OG0000652	FGIG_07451, FGIG_11251	STRK1_35180.1
OG0000653	FGIG_08008	STRK1_38880.1, STRK1_38890.1, STRK1_38890.2
OG0000654	FGIG_08135	STRK1_27750.2, STRK1_27750.4, STRK1_27750.3, STRK1_27750.1
OG0000655	FGIG_08460	STRK1_79640.1
OG0000656	FGIG_11331	STRK1_72250.1
OG0000657	FGIG_12016	STRK1_86300.1
OG0000663	FGIG_00042	STRK1_102170.1, STRK1_32940.1
OG0000664	FGIG_00049	STRK1_13220.3, STRK1_13220.1, STRK1_13220.2
OG0000665	FGIG_00160, FGIG_00161	STRK1_71810.1
OG0000666	FGIG_00549	STRK1_65480.1, STRK1_65480.2
OG0000667	FGIG_01542	STRK1_5720.10, STRK1_5720.11, STRK1_5720.8, STRK1_5720.7, STRK1_5720.6, STRK1_5720.1, STRK1_5720.4, STRK1_5720.5, STRK1_5720.2, STRK1_5720.3, STRK1_5720.9
OG0000668	FGIG_01730, FGIG_09027	STRK1_46820.1
OG0000669	FGIG_01837	STRK1_101300.1, STRK1_65750.1, STRK1_65750.2
OG0000671	FGIG_08408, FGIG_02086	STRK1_71160.1
OG0000672	FGIG_02238	STRK1_41990.3, STRK1_41990.1, STRK1_41990.2
OG0000673	FGIG_09403, FGIG_02862, FGIG_11262	STRK1_14940.1
OG0000674	FGIG_03748	STRK1_72430.1
OG0000675	FGIG_04836	STRK1_69980.1
OG0000676	FGIG_04981	STRK1_79710.1
OG0000677	FGIG_08608, FGIG_05149	STRK1_6960.1, STRK1_6960.2
OG0000678	FGIG_05212, FGIG_08440	STRK1_35440.1
OG0000679	FGIG_05421	STRK1_69990.1, STRK1_69990.2, STRK1_69990.3, STRK1_69990.6, STRK1_69990.7, STRK1_69990.4, STRK1_69990.5
OG0000680	FGIG_06325	STRK1_14240.1
OG0000681	FGIG_07672, FGIG_07674, FGIG_07673	STRK1_35810.1, STRK1_35820.1
OG0000682	FGIG_08671, FGIG_10440	STRK1_40930.1
OG0000683	FGIG_08868	STRK1_97380.1
OG0000684	FGIG_09603	STRK1_81790.1
OG0000685	FGIG_10349	STRK1_72060.1
OG0000686	FGIG_10794	STRK1_58120.1
OG0000687	FGIG_10988	STRK1_25970.1
OG0000688	FGIG_11395	STRK1_111400.1, STRK1_80900.1, STRK1_80900.3, STRK1_80900.2
