Orthogroup	opisthorchis_viverrini	schistosoma_intercalatum
OG0000158	T265_15093	SINT1_5490.4, SINT1_5490.1, SINT1_5490.2, SINT1_5490.3, SINT1_5490.10, SINT1_5490.11, SINT1_5490.12, SINT1_5490.13, SINT1_5490.14, SINT1_5490.6, SINT1_5490.9, SINT1_5490.5, SINT1_5490.7, SINT1_5490.8, SINT1_5500.1
OG0000159	T265_08123	SINT1_61920.4, SINT1_61920.7, SINT1_61920.5, SINT1_61920.1, SINT1_61920.3, SINT1_61920.8, SINT1_61920.9, SINT1_61920.2, SINT1_61920.6
OG0000160	T265_10045	SINT1_14680.1
OG0000161	T265_02978	SINT1_34800.3, SINT1_34800.4, SINT1_34800.5, SINT1_34810.1, SINT1_34800.1, SINT1_34800.6, SINT1_34800.2
OG0000164	T265_13175	SINT1_61030.1
OG0000164	T265_00011	SINT1_76090.1
OG0000164	T265_00309	SINT1_55280.1
OG0000164	T265_07457	SINT1_30450.2, SINT1_30450.3, SINT1_30450.1
OG0000165	T265_11439	SINT1_65110.2, SINT1_65110.1, SINT1_65110.4, SINT1_65110.6, SINT1_65110.5, SINT1_65110.3
OG0000166	T265_10300	SINT1_86190.11, SINT1_86190.9, SINT1_86190.1, SINT1_86190.3, SINT1_86190.8, SINT1_86190.10, SINT1_86190.7, SINT1_86190.2, SINT1_86190.6, SINT1_86190.4, SINT1_86190.5
OG0000167	T265_06764	SINT1_73870.1, SINT1_73870.3, SINT1_73870.5, SINT1_73870.2, SINT1_73870.4
OG0000169	T265_09476	SINT1_93060.1, SINT1_44080.1
OG0000169	T265_02738, T265_02739, T265_02737	SINT1_92560.1
OG0000170	T265_12986	SINT1_69940.17, SINT1_69940.18, SINT1_69940.22, SINT1_69940.1, SINT1_69940.16, SINT1_69940.19, SINT1_69940.20, SINT1_69940.15, SINT1_69940.13, SINT1_69940.5, SINT1_69940.3, SINT1_69940.21, SINT1_69940.11, SINT1_69940.9, SINT1_69940.14, SINT1_69940.4, SINT1_69940.7, SINT1_69940.10, SINT1_69940.6, SINT1_69940.12, SINT1_69940.2, SINT1_69940.8
OG0000171	T265_03862, T265_12839, T265_04612, T265_00184	SINT1_69850.1, SINT1_24590.1, SINT1_66200.1
OG0000172	T265_00976	SINT1_18980.1, SINT1_18980.6, SINT1_18980.5, SINT1_18980.2, SINT1_18980.7, SINT1_18980.3, SINT1_18980.4
OG0000173	T265_02233	SINT1_81150.1
OG0000175	T265_14593, T265_08511, T265_08509, T265_08510, T265_14591	SINT1_41300.1, SINT1_41290.1, SINT1_41280.1
OG0000176	T265_07532, T265_09847	SINT1_8430.1, SINT1_22510.1, SINT1_13370.1, SINT1_13140.1, SINT1_2820.1, SINT1_13150.1, SINT1_23060.1, SINT1_6160.1
OG0000177	T265_00175	SINT1_58390.2, SINT1_58390.1, SINT1_58390.3
OG0000178	T265_14067, T265_06556, T265_06557	SINT1_26300.1, SINT1_26300.2, SINT1_26300.3, SINT1_26300.4, SINT1_26300.5
OG0000179	T265_00043	SINT1_55710.5, SINT1_55710.1, SINT1_55710.2, SINT1_55710.3, SINT1_55710.4, SINT1_55720.1, SINT1_55720.2
OG0000180	T265_07809	SINT1_79510.1, SINT1_79510.2, SINT1_79520.1, SINT1_79530.1, SINT1_79530.2, SINT1_79500.2, SINT1_79500.1, SINT1_79500.3
OG0000182	T265_01820, T265_01818	SINT1_57590.1, SINT1_57610.1
OG0000182	T265_15629, T265_15631	SINT1_28980.1
OG0000183	T265_03893	SINT1_32690.10, SINT1_32690.4, SINT1_32690.9, SINT1_32690.2, SINT1_32690.5, SINT1_32690.1, SINT1_32690.11, SINT1_32690.12, SINT1_32690.3, SINT1_32690.6, SINT1_32690.7, SINT1_32690.8
OG0000184	T265_08817, T265_08819	SINT1_49800.1, SINT1_49800.2, SINT1_49800.3, SINT1_49800.4, SINT1_49800.5
OG0000184	T265_01209, T265_01210, T265_16188	SINT1_49810.1, SINT1_49810.2
OG0000185	T265_08504	SINT1_32800.7, SINT1_32800.9, SINT1_32800.11, SINT1_32800.2, SINT1_32800.4, SINT1_32800.8, SINT1_32800.3, SINT1_32800.1, SINT1_32800.10, SINT1_32800.6, SINT1_32800.5
OG0000186	T265_11314	SINT1_71340.3, SINT1_71340.1, SINT1_71340.2, SINT1_43400.1, SINT1_43410.1
OG0000187	T265_00019	SINT1_52330.4, SINT1_52330.7, SINT1_52330.5, SINT1_52330.1, SINT1_52330.3, SINT1_52330.6, SINT1_52330.2
OG0000188	T265_08339	SINT1_31830.8, SINT1_31830.2, SINT1_31830.1, SINT1_31830.6, SINT1_31830.7, SINT1_31830.9, SINT1_31830.3, SINT1_31830.4, SINT1_31830.5
OG0000189	T265_02452, T265_02451	SINT1_6680.1, SINT1_6690.4, SINT1_6690.6, SINT1_6690.1, SINT1_6690.3, SINT1_6690.5, SINT1_6690.2
OG0000190	T265_05088	SINT1_51700.1, SINT1_51700.3, SINT1_51700.4, SINT1_51700.2, SINT1_51700.5, SINT1_51700.6
OG0000191	T265_04702, T265_04703	SINT1_37950.1, SINT1_38060.1, SINT1_38010.1, SINT1_38020.1, SINT1_38000.1, SINT1_37970.1, SINT1_37960.1
OG0000192	T265_05152, T265_13696	SINT1_62710.1, SINT1_62710.11, SINT1_62710.9, SINT1_62710.14, SINT1_62710.2, SINT1_62710.12, SINT1_62710.5, SINT1_62710.3, SINT1_62710.4, SINT1_62710.10, SINT1_62710.16, SINT1_62710.6, SINT1_62710.7, SINT1_62710.17, SINT1_62710.13, SINT1_62710.15, SINT1_62710.8
OG0000194	T265_13065	SINT1_73810.10, SINT1_73810.3, SINT1_73810.11, SINT1_73810.4, SINT1_73810.6, SINT1_73810.8, SINT1_73810.7, SINT1_73810.9, SINT1_73810.5, SINT1_73810.12, SINT1_73810.13, SINT1_73810.1, SINT1_73810.2
OG0000195	T265_01951	SINT1_48580.2, SINT1_48580.8, SINT1_48580.7, SINT1_48580.3, SINT1_48580.5, SINT1_48580.4, SINT1_48580.1, SINT1_48580.6
OG0000196	T265_01003, T265_08738	SINT1_87620.1
OG0000196	T265_13637	SINT1_13970.1
OG0000198	T265_15102	SINT1_14720.3, SINT1_14720.2, SINT1_14720.1, SINT1_14760.1
OG0000199	T265_11013	SINT1_32180.11, SINT1_32180.1, SINT1_32180.5, SINT1_32180.6, SINT1_32180.8, SINT1_32180.12, SINT1_32180.13, SINT1_32180.2, SINT1_32180.10, SINT1_32180.3, SINT1_32180.4, SINT1_32180.7, SINT1_32180.9
OG0000201	T265_08652	SINT1_40480.1
OG0000202	T265_10935	SINT1_49990.5, SINT1_49990.12, SINT1_49990.13, SINT1_49990.15, SINT1_49990.14, SINT1_49990.18, SINT1_49990.19, SINT1_49990.21, SINT1_49990.20, SINT1_49990.16, SINT1_49990.17, SINT1_49990.1, SINT1_49990.11, SINT1_49990.2, SINT1_49990.3, SINT1_49990.4, SINT1_49990.8, SINT1_49990.9, SINT1_49990.10, SINT1_49990.6, SINT1_49990.7
OG0000203	T265_11084	SINT1_80820.1
OG0000205	T265_09508	SINT1_18850.1, SINT1_18850.2, SINT1_18850.5, SINT1_18850.8, SINT1_18850.3, SINT1_18850.4, SINT1_18850.6, SINT1_18850.7
OG0000206	T265_14079	SINT1_34780.1
OG0000207	T265_08744, T265_03601, T265_08745, T265_03786, T265_10778	SINT1_35640.1, SINT1_35660.1, SINT1_35670.1, SINT1_35650.1
OG0000208	T265_08097	SINT1_71930.1, SINT1_71920.2, SINT1_71920.1
OG0000209	T265_07713	SINT1_8990.3, SINT1_8990.5, SINT1_8990.2, SINT1_8990.6, SINT1_8990.1, SINT1_8990.4
OG0000210	T265_02395, T265_06283	SINT1_83890.3, SINT1_83890.1, SINT1_83890.4, SINT1_83890.6, SINT1_83890.7, SINT1_83890.2, SINT1_83890.5
OG0000211	T265_11721	SINT1_6970.7, SINT1_6970.1, SINT1_6970.5, SINT1_6970.2, SINT1_6970.4, SINT1_6970.6, SINT1_6970.3
OG0000212	T265_13666	SINT1_25460.1, SINT1_25460.2, SINT1_25460.3
OG0000213	T265_00196	SINT1_15840.10, SINT1_15840.8, SINT1_15840.9, SINT1_15840.1, SINT1_15840.2, SINT1_15840.6, SINT1_15840.7, SINT1_15840.4, SINT1_15840.3, SINT1_15840.5
OG0000214	T265_07833	SINT1_4660.1, SINT1_4660.2
OG0000217	T265_09745	SINT1_32420.1, SINT1_32420.4, SINT1_32420.6, SINT1_32420.7, SINT1_32420.5, SINT1_32420.2, SINT1_32420.3, SINT1_32420.8
OG0000218	T265_14088	SINT1_16800.7, SINT1_16800.10, SINT1_16800.4, SINT1_16800.1, SINT1_16800.3, SINT1_16800.6, SINT1_16800.9, SINT1_16800.8, SINT1_16800.11, SINT1_16800.2, SINT1_16800.5
OG0000219	T265_02042	SINT1_60020.1
OG0000220	T265_02843	SINT1_73090.12, SINT1_73090.13, SINT1_73090.14, SINT1_73090.15, SINT1_73090.5, SINT1_73090.6, SINT1_73090.7, SINT1_73090.8, SINT1_73090.9, SINT1_73090.10, SINT1_73090.11, SINT1_73090.1, SINT1_73090.2, SINT1_73090.3, SINT1_73090.4
OG0000221	T265_08529, T265_14604	SINT1_10120.1, SINT1_10100.1, SINT1_10110.1
OG0000221	T265_06922	SINT1_2330.1
OG0000222	T265_06992	SINT1_75210.1, SINT1_75210.4, SINT1_75210.2, SINT1_75210.3
OG0000223	T265_10052	SINT1_10330.10, SINT1_10330.13, SINT1_10330.5, SINT1_10330.7, SINT1_10330.6, SINT1_10330.8, SINT1_10330.11, SINT1_10330.12, SINT1_10330.3, SINT1_10330.4, SINT1_10330.9, SINT1_10330.1, SINT1_10330.2
OG0000224	T265_04345	SINT1_6050.2, SINT1_6050.3, SINT1_6050.5, SINT1_6050.1, SINT1_6050.4
OG0000225	T265_12484	SINT1_3000.6, SINT1_3000.2, SINT1_3000.5, SINT1_3000.4, SINT1_3000.1, SINT1_3000.3, SINT1_3000.7, SINT1_3000.8, SINT1_3000.9
OG0000226	T265_14337	SINT1_35190.1
OG0000227	T265_07183	SINT1_68340.1, SINT1_68340.11, SINT1_68340.5, SINT1_68340.6, SINT1_68340.8, SINT1_68340.13, SINT1_68340.4, SINT1_68340.7, SINT1_68340.10, SINT1_68340.12, SINT1_68340.2, SINT1_68340.3, SINT1_68340.9
OG0000228	T265_08398	SINT1_42110.2, SINT1_42110.1
OG0000229	T265_08218, T265_14510	SINT1_58760.1
OG0000230	T265_12726	SINT1_62900.1
OG0000234	T265_10531	SINT1_38390.1, SINT1_38390.2, SINT1_38390.3, SINT1_38390.6, SINT1_38390.8, SINT1_38390.4, SINT1_38390.5, SINT1_38390.7
OG0000235	T265_12698, T265_01014	SINT1_3730.3, SINT1_3730.5, SINT1_3730.4, SINT1_3730.1, SINT1_3730.2, SINT1_3730.6
OG0000236	T265_03312	SINT1_54280.1
OG0000237	T265_01303	SINT1_52130.1, SINT1_52130.3, SINT1_52130.2, SINT1_52130.4, SINT1_52130.5
OG0000239	T265_04264	SINT1_27400.2, SINT1_27400.3, SINT1_27400.1, SINT1_27400.5, SINT1_27400.4, SINT1_83690.1
OG0000240	T265_07380, T265_07378	SINT1_29530.2, SINT1_29530.7, SINT1_29530.1, SINT1_29530.3, SINT1_29530.6, SINT1_29530.5, SINT1_29530.4, SINT1_29530.8
OG0000241	T265_06506, T265_11039	SINT1_7180.1, SINT1_7180.2, SINT1_7170.1, SINT1_7170.2
OG0000241	T265_07506	SINT1_23890.1, SINT1_23890.2, SINT1_23890.3
OG0000242	T265_13733	SINT1_7570.10, SINT1_7570.11, SINT1_7570.12, SINT1_7570.13, SINT1_7570.14, SINT1_7570.16, SINT1_7570.3, SINT1_7570.4, SINT1_7570.6, SINT1_7570.7, SINT1_7570.8, SINT1_7570.9, SINT1_7570.15, SINT1_7570.5, SINT1_7570.1, SINT1_7570.2
OG0000243	T265_05124	SINT1_5250.2, SINT1_5250.3, SINT1_5250.1, SINT1_5250.4
OG0000244	T265_15435	SINT1_6190.1
OG0000245	T265_14174, T265_14575	SINT1_18360.2, SINT1_18360.1, SINT1_18350.1
OG0000246	T265_10932	SINT1_80860.3, SINT1_80860.1, SINT1_80860.5, SINT1_80860.4, SINT1_80860.2
OG0000247	T265_15298	SINT1_4860.5, SINT1_4860.2, SINT1_4860.1, SINT1_4860.3, SINT1_4860.6, SINT1_4860.7, SINT1_4860.4
OG0000248	T265_04925	SINT1_64550.1, SINT1_64550.3, SINT1_64550.5, SINT1_64550.4, SINT1_64550.2
OG0000249	T265_03415	SINT1_19250.2, SINT1_19250.1, SINT1_19250.3
OG0000250	T265_06450	SINT1_40000.1
OG0000251	T265_09163	SINT1_77560.2, SINT1_77560.8, SINT1_77560.7, SINT1_77560.5, SINT1_77560.6, SINT1_77560.1, SINT1_77560.4, SINT1_77560.9, SINT1_77560.3
OG0000252	T265_02607	SINT1_39180.2, SINT1_39180.3, SINT1_39180.4, SINT1_39180.5, SINT1_39180.7, SINT1_39180.8, SINT1_39180.9, SINT1_39180.6, SINT1_39180.1
OG0000253	T265_10374	SINT1_18040.1
OG0000254	T265_06296, T265_06297	SINT1_9290.1, SINT1_9290.6, SINT1_9290.2, SINT1_9290.5, SINT1_9290.3, SINT1_9290.4, SINT1_9290.7
OG0000255	T265_13093	SINT1_28770.7, SINT1_28770.10, SINT1_28770.6, SINT1_28770.8, SINT1_28770.5, SINT1_28770.1, SINT1_28770.2, SINT1_28770.3, SINT1_28770.4, SINT1_28770.9, SINT1_28770.11, SINT1_28770.12
OG0000257	T265_14891	SINT1_26180.1, SINT1_26180.2, SINT1_26180.6, SINT1_26180.7, SINT1_26180.9, SINT1_26180.8, SINT1_26180.3, SINT1_26180.5, SINT1_26180.4
OG0000258	T265_07887	SINT1_12540.6, SINT1_12540.2, SINT1_12540.3, SINT1_12540.4, SINT1_12540.1, SINT1_12540.5
OG0000259	T265_11833	SINT1_26130.3, SINT1_26130.5, SINT1_26130.4, SINT1_26130.2, SINT1_26130.1
OG0000260	T265_02300	SINT1_22020.1
OG0000261	T265_01967	SINT1_69550.5, SINT1_69550.7, SINT1_69550.9, SINT1_69550.11, SINT1_69550.3, SINT1_69550.1, SINT1_69550.4, SINT1_69550.6, SINT1_69550.2, SINT1_69550.8, SINT1_69550.10
OG0000262	T265_02991	SINT1_31000.8, SINT1_31000.7, SINT1_31000.2, SINT1_31000.1, SINT1_31000.6, SINT1_31000.3, SINT1_31000.4, SINT1_31000.5, SINT1_31000.10, SINT1_31000.9
OG0000263	T265_01552	SINT1_63970.12, SINT1_63970.11, SINT1_63970.7, SINT1_63970.6, SINT1_63970.1, SINT1_63970.2, SINT1_63970.5, SINT1_63970.10, SINT1_63970.3, SINT1_63970.4, SINT1_63970.8, SINT1_63970.9
OG0000264	T265_06018	SINT1_83450.1, SINT1_83460.1
OG0000264	T265_00952	SINT1_4880.1, SINT1_4880.2
OG0000267	T265_06971, T265_06972	SINT1_80030.1
OG0000268	T265_01937	SINT1_70990.1
OG0000268	T265_14773	SINT1_8030.1, SINT1_8030.2, SINT1_8030.3, SINT1_8030.4
OG0000269	T265_07262	SINT1_3820.1, SINT1_3820.3, SINT1_3820.2
OG0000270	T265_05581	SINT1_26960.5, SINT1_26960.7, SINT1_26960.3, SINT1_26960.4, SINT1_26960.1, SINT1_26960.2, SINT1_26960.6
OG0000271	T265_15071	SINT1_50870.1, SINT1_50860.2, SINT1_50860.3, SINT1_50860.1
OG0000272	T265_07370, T265_06215	SINT1_14910.1
OG0000273	T265_01594	SINT1_7270.1
OG0000274	T265_12983	SINT1_78760.1
OG0000275	T265_10067	SINT1_37500.1
OG0000276	T265_02335	SINT1_72220.2, SINT1_72220.4, SINT1_72220.8, SINT1_72220.9, SINT1_72220.5, SINT1_72220.7, SINT1_72220.3, SINT1_72220.6, SINT1_72220.1
OG0000278	T265_05461, T265_03384, T265_12626, T265_09193, T265_00761, T265_08880, T265_00975, T265_09015, T265_14783, T265_01907, T265_05663, T265_05460, T265_07940, T265_01402, T265_01400, T265_03215, T265_10108, T265_11136, T265_02195	SINT1_17400.1
OG0000281	T265_06212	SINT1_16010.1
OG0000281	T265_15299	SINT1_4430.1, SINT1_4430.2, SINT1_4430.3
OG0000282	T265_14842	SINT1_54640.4, SINT1_54640.2, SINT1_54640.5, SINT1_54640.1, SINT1_54640.8, SINT1_54640.3, SINT1_54640.6, SINT1_54640.7, SINT1_54640.9
OG0000283	T265_15051	SINT1_61010.1
OG0000285	T265_08710	SINT1_36190.3, SINT1_36190.4, SINT1_36190.5, SINT1_36190.6, SINT1_36190.1, SINT1_36190.7, SINT1_36190.2, SINT1_36190.8, SINT1_36190.9
OG0000286	T265_04472, T265_04474, T265_04727	SINT1_42670.1, SINT1_42650.1, SINT1_42650.3, SINT1_42650.2, SINT1_42620.5, SINT1_42620.1, SINT1_42620.2, SINT1_42620.3, SINT1_42620.4, SINT1_42620.6
OG0000287	T265_10894	SINT1_72180.1, SINT1_72180.3, SINT1_72180.4, SINT1_72180.2, SINT1_72180.5, SINT1_72180.6
OG0000288	T265_09141	SINT1_85420.10, SINT1_85420.1, SINT1_85420.2, SINT1_85420.3, SINT1_85420.7, SINT1_85420.8, SINT1_85420.6, SINT1_85420.5, SINT1_85420.4, SINT1_85420.9
OG0000289	T265_15426	SINT1_17070.1
OG0000290	T265_15145	SINT1_27480.2, SINT1_27480.4, SINT1_27480.9, SINT1_27480.1, SINT1_27480.5, SINT1_27480.6, SINT1_27480.7, SINT1_27480.8, SINT1_27480.3
OG0000290	T265_12657	SINT1_22480.1
OG0000291	T265_04365	SINT1_18140.10, SINT1_18140.2, SINT1_18140.8, SINT1_18140.3, SINT1_18140.1, SINT1_18140.9, SINT1_18140.4, SINT1_18140.11, SINT1_18140.6, SINT1_18140.7, SINT1_18140.5
OG0000292	T265_06608	SINT1_34420.5, SINT1_34420.2, SINT1_34420.3, SINT1_34420.1, SINT1_34420.4, SINT1_34420.7, SINT1_34420.6
OG0000293	T265_03762, T265_05025	SINT1_28040.2, SINT1_28040.1
OG0000293	T265_15333	SINT1_60340.1
OG0000293	T265_10243	SINT1_47530.1, SINT1_47530.2
OG0000294	T265_09655	SINT1_3770.2, SINT1_3770.1
OG0000295	T265_14299	SINT1_85110.1, SINT1_85120.1, SINT1_85100.1, SINT1_85140.1
OG0000296	T265_14159, T265_14160	SINT1_9380.1, SINT1_9380.3, SINT1_9380.4, SINT1_9380.2
OG0000296	T265_05818	SINT1_9370.1, SINT1_9370.2
OG0000297	T265_10571	SINT1_78300.1
OG0000298	T265_13422	SINT1_43300.1
OG0000298	T265_13679	SINT1_44590.1
OG0000299	T265_00596	SINT1_59810.1, SINT1_59810.5, SINT1_59810.2, SINT1_59810.3, SINT1_59810.4
OG0000300	T265_13509	SINT1_11460.1, SINT1_11460.3, SINT1_11460.4, SINT1_11460.2
OG0000301	T265_12938	SINT1_76700.1, SINT1_76700.2
OG0000302	T265_10713	SINT1_58710.1
OG0000303	T265_14378, T265_07763	SINT1_14820.1
OG0000304	T265_12343, T265_14866	SINT1_12770.1
OG0000305	T265_05934	SINT1_51630.2, SINT1_51630.4, SINT1_51630.6, SINT1_51630.7, SINT1_51630.1, SINT1_51630.8, SINT1_51630.3, SINT1_51630.5, SINT1_51630.10, SINT1_51630.11, SINT1_51630.9
OG0000306	T265_14560	SINT1_7770.4, SINT1_7770.2, SINT1_7770.5, SINT1_7770.1, SINT1_7770.3
OG0000307	T265_07841	SINT1_6600.2, SINT1_6600.1, SINT1_6600.3, SINT1_89630.1
OG0000311	T265_00973	SINT1_18970.4, SINT1_18970.5, SINT1_18970.8, SINT1_18970.9, SINT1_18970.1, SINT1_18970.6, SINT1_18970.7, SINT1_18970.3, SINT1_18970.2
OG0000312	T265_01921	SINT1_32740.1, SINT1_32740.3, SINT1_32740.4, SINT1_32740.7, SINT1_32740.6, SINT1_32740.5, SINT1_32740.2
OG0000313	T265_09150	SINT1_14880.1
OG0000314	T265_01890	SINT1_37660.3, SINT1_37660.5, SINT1_37660.2, SINT1_37660.4, SINT1_37660.6, SINT1_37660.1
OG0000315	T265_11685, T265_11690	SINT1_33330.1
OG0000315	T265_04922	SINT1_64500.1
OG0000316	T265_01535	SINT1_18370.5, SINT1_18370.1, SINT1_18370.2, SINT1_18370.3, SINT1_18370.4
OG0000317	T265_05123	SINT1_1300.2, SINT1_1300.1, SINT1_1300.3, SINT1_1300.4, SINT1_1300.5
OG0000318	T265_07846, T265_14409	SINT1_49030.3, SINT1_49030.1, SINT1_49030.2
OG0000319	T265_01888	SINT1_34450.2, SINT1_34450.1, SINT1_34450.3
OG0000320	T265_07800	SINT1_29670.1
OG0000320	T265_04040	SINT1_55380.2, SINT1_55380.1
OG0000321	T265_04495	SINT1_37320.1, SINT1_37310.1
OG0000322	T265_16264, T265_11089, T265_16340	SINT1_27920.9, SINT1_27920.6, SINT1_27920.7, SINT1_27920.8, SINT1_27920.5, SINT1_27920.4, SINT1_27920.1, SINT1_27920.3, SINT1_27920.2
OG0000323	T265_03095, T265_03109	SINT1_1570.1, SINT1_1580.1
OG0000324	T265_14121, T265_06759	SINT1_49380.12, SINT1_49380.8, SINT1_49380.10, SINT1_49380.7, SINT1_49380.9, SINT1_49380.11, SINT1_49380.13, SINT1_49380.6, SINT1_49380.4, SINT1_49380.2, SINT1_49380.1, SINT1_49380.5, SINT1_49380.3
OG0000325	T265_01773	SINT1_79320.1, SINT1_79320.2, SINT1_79320.8, SINT1_79320.6, SINT1_79320.4, SINT1_79320.3, SINT1_79320.7, SINT1_79320.5
OG0000326	T265_00641, T265_03157	SINT1_59190.5, SINT1_59190.1, SINT1_59190.2, SINT1_59190.4, SINT1_59190.3
OG0000327	T265_02347, T265_09489, T265_09958, T265_07526, T265_14620, T265_02671, T265_02673	SINT1_69720.1, SINT1_69730.1
OG0000328	T265_14757, T265_16117	SINT1_28590.1, SINT1_28590.11, SINT1_28590.9, SINT1_28590.4, SINT1_28590.12, SINT1_28590.10, SINT1_28590.2, SINT1_28590.7, SINT1_28590.8, SINT1_28590.3, SINT1_28590.5, SINT1_28590.6
OG0000329	T265_09935	SINT1_14540.4, SINT1_14540.6, SINT1_14540.10, SINT1_14540.2, SINT1_14540.3, SINT1_14540.7, SINT1_14540.8, SINT1_14540.5, SINT1_14540.1, SINT1_14540.9
OG0000332	T265_06732	SINT1_65600.1, SINT1_65600.4, SINT1_65600.2, SINT1_65600.3
OG0000333	T265_12002, T265_16355	SINT1_6210.6, SINT1_6210.2, SINT1_6210.3, SINT1_6210.4, SINT1_6210.1, SINT1_6210.5, SINT1_6210.7, SINT1_6210.8
OG0000334	T265_01786, T265_13083	SINT1_73500.2, SINT1_73500.1, SINT1_73490.1, SINT1_73490.2, SINT1_73490.3
OG0000335	T265_00217	SINT1_2270.1, SINT1_2270.2, SINT1_2270.3, SINT1_2270.5, SINT1_2270.4
OG0000336	T265_10908	SINT1_4380.1
OG0000336	T265_00993	SINT1_18020.1
OG0000337	T265_00559	SINT1_35840.1
OG0000339	T265_13393	SINT1_7550.1, SINT1_30580.1
OG0000340	T265_02762	SINT1_94320.3, SINT1_94320.1, SINT1_94320.4, SINT1_94320.6, SINT1_94320.2
OG0000342	T265_06197	SINT1_19020.1
OG0000342	T265_03316	SINT1_4690.1
OG0000342	T265_12666	SINT1_19310.1
OG0000343	T265_13980	SINT1_32670.1, SINT1_32680.1, SINT1_32680.3, SINT1_32680.2
OG0000344	T265_08425	SINT1_6010.1
OG0000345	T265_05949	SINT1_56190.1
OG0000346	T265_11581	SINT1_28400.1
OG0000346	T265_02834	SINT1_91260.1, SINT1_91260.2, SINT1_91260.3, SINT1_91260.4, SINT1_91260.5
OG0000347	T265_10741	SINT1_30540.1
OG0000348	T265_16293, T265_14984, T265_16184	SINT1_5690.1, SINT1_5690.2
OG0000349	T265_04375	SINT1_800.1
OG0000350	T265_06604	SINT1_38710.2, SINT1_38710.3, SINT1_38710.1, SINT1_38710.6, SINT1_38710.4, SINT1_38710.7, SINT1_38710.5
OG0000351	T265_06873	SINT1_9360.2, SINT1_9360.9, SINT1_9360.11, SINT1_9360.4, SINT1_9360.5, SINT1_9360.3, SINT1_9360.6, SINT1_9360.7, SINT1_9360.10, SINT1_9360.8, SINT1_9360.1
OG0000352	T265_13524	SINT1_35120.4, SINT1_35120.5, SINT1_35120.3, SINT1_35120.2, SINT1_35120.1
OG0000353	T265_07437	SINT1_70060.9, SINT1_70060.1, SINT1_70060.2, SINT1_70060.7, SINT1_70060.11, SINT1_70060.3, SINT1_70060.10, SINT1_70060.12, SINT1_70060.4, SINT1_70060.5, SINT1_70060.8, SINT1_70060.6
OG0000354	T265_10467	SINT1_2860.3, SINT1_2860.6, SINT1_2860.1, SINT1_2860.8, SINT1_2860.5, SINT1_2860.7, SINT1_2860.2, SINT1_2860.4
OG0000355	T265_00276, T265_16001	SINT1_7870.1, SINT1_7900.1
OG0000356	T265_05555	SINT1_6760.8, SINT1_6760.5, SINT1_6760.6, SINT1_6760.4, SINT1_6760.7, SINT1_6760.3, SINT1_6760.9, SINT1_6760.2, SINT1_6760.1
OG0000357	T265_04749	SINT1_42710.1
OG0000359	T265_02465	SINT1_15990.4, SINT1_15990.3, SINT1_15990.6, SINT1_15990.5, SINT1_15990.1, SINT1_15990.2
OG0000360	T265_09152	SINT1_19900.1, SINT1_19900.2, SINT1_19900.3
OG0000361	T265_00382	SINT1_48940.1, SINT1_48940.4, SINT1_48940.3, SINT1_48940.2, SINT1_48940.6, SINT1_48940.7, SINT1_48940.5
OG0000362	T265_09349	SINT1_62010.8, SINT1_62010.4, SINT1_62010.3, SINT1_62010.1, SINT1_62010.2, SINT1_62010.7, SINT1_62010.5, SINT1_62010.6
OG0000363	T265_04138	SINT1_43020.1
OG0000364	T265_04227	SINT1_26160.5, SINT1_26160.1, SINT1_26160.8, SINT1_26160.6, SINT1_26160.2, SINT1_26160.4, SINT1_26160.7, SINT1_26160.9, SINT1_26160.3
OG0000365	T265_13943	SINT1_58190.1, SINT1_58200.3, SINT1_58200.4, SINT1_58200.1, SINT1_58200.2
OG0000366	T265_09296, T265_14802	SINT1_49350.4, SINT1_49350.1, SINT1_49350.3, SINT1_49350.2
OG0000367	T265_01910	SINT1_31930.1
OG0000368	T265_13246, T265_13243	SINT1_19240.1
OG0000369	T265_07721, T265_07722	SINT1_3600.1
OG0000370	T265_00271, T265_00274, T265_03617, T265_00269, T265_00272	SINT1_39720.1
OG0000371	T265_06459	SINT1_38600.1, SINT1_38600.4, SINT1_38600.6, SINT1_38600.5, SINT1_38600.2, SINT1_38600.3
OG0000372	T265_01134, T265_03329	SINT1_9950.1, SINT1_9920.1, SINT1_9920.2
OG0000373	T265_14558	SINT1_12950.2, SINT1_12950.4, SINT1_12950.3, SINT1_12950.1, SINT1_12950.5
OG0000374	T265_11863	SINT1_41550.8, SINT1_41550.10, SINT1_41550.9, SINT1_41550.1, SINT1_41550.3, SINT1_41550.4, SINT1_41550.5, SINT1_41550.6, SINT1_41550.7, SINT1_41550.2
OG0000375	T265_06672	SINT1_4440.4, SINT1_4440.2, SINT1_4440.3, SINT1_4440.1, SINT1_4440.5
OG0000376	T265_11878	SINT1_60360.6, SINT1_60360.2, SINT1_60360.4, SINT1_60360.1, SINT1_60360.5, SINT1_60360.3
OG0000378	T265_05203	SINT1_24560.4, SINT1_24560.2, SINT1_24560.1, SINT1_24560.3
OG0000380	T265_15157, T265_03707	SINT1_21780.1, SINT1_21770.1
OG0000381	T265_00434, T265_15881	SINT1_53070.1, SINT1_53070.2
OG0000381	T265_00435	SINT1_53080.2, SINT1_53080.1, SINT1_53080.3
OG0000382	T265_02482	SINT1_88100.1
