Orthogroup	schistosoma_intercalatum	fasciola_gigantica
OG0003248	SINT1_81870.1	FGIG_08413
OG0003249	SINT1_63560.1	FGIG_08451, FGIG_12637
OG0003250	SINT1_69620.1	FGIG_08547
OG0003251	SINT1_85080.1	FGIG_08561
OG0003252	SINT1_42280.1, SINT1_42290.1	FGIG_08583
OG0003253	SINT1_85600.1, SINT1_85600.2	FGIG_08616
OG0003254	SINT1_63820.1	FGIG_08634
OG0003255	SINT1_91920.1, SINT1_91070.1	FGIG_08636, FGIG_08635
OG0003256	SINT1_82450.1, SINT1_82450.2	FGIG_08649
OG0003257	SINT1_12840.2, SINT1_12840.1	FGIG_08692
OG0003258	SINT1_43370.1, SINT1_43370.2	FGIG_08812
OG0003259	SINT1_23860.1	FGIG_08924
OG0003260	SINT1_82710.1	FGIG_08952, FGIG_08953
OG0003261	SINT1_34690.1	FGIG_08977, FGIG_08978
OG0003262	SINT1_57730.1, SINT1_95530.1, SINT1_94850.1	FGIG_11009
OG0003263	SINT1_4970.1	FGIG_09000
OG0003264	SINT1_15530.1	FGIG_09035
OG0003265	SINT1_41980.1, SINT1_41980.2	FGIG_09131
OG0003266	SINT1_70450.1	FGIG_09132
OG0003267	SINT1_20350.1, SINT1_20350.2, SINT1_20350.3	FGIG_09140
OG0003268	SINT1_43470.1	FGIG_10574, FGIG_09212
OG0003269	SINT1_75260.2, SINT1_75260.3, SINT1_75260.1	FGIG_09415
OG0003270	SINT1_62320.3, SINT1_62320.1, SINT1_62320.2	FGIG_09426, FGIG_09427
OG0003271	SINT1_11600.1	FGIG_09434
OG0003272	SINT1_36480.1, SINT1_36490.1	FGIG_10872
OG0003273	SINT1_33840.2, SINT1_33840.1, SINT1_33840.3	FGIG_09631
OG0003274	SINT1_19050.1	FGIG_09710, FGIG_13996
OG0003275	SINT1_24710.1	FGIG_09740
OG0003276	SINT1_61360.1	FGIG_09828, FGIG_09827
OG0003277	SINT1_33580.1, SINT1_33580.2	FGIG_09918
OG0003278	SINT1_55210.1, SINT1_55210.2	FGIG_09964
OG0003279	SINT1_1710.2, SINT1_1710.1, SINT1_1710.3	FGIG_10006
OG0003280	SINT1_76800.3, SINT1_76800.1, SINT1_76800.2	FGIG_10327
OG0003281	SINT1_92820.1, SINT1_92820.2, SINT1_92820.3	FGIG_10328
OG0003282	SINT1_52810.1, SINT1_52810.2	FGIG_10330
OG0003283	SINT1_93050.1	FGIG_10371
OG0003284	SINT1_60160.1	FGIG_10450
OG0003285	SINT1_23070.2, SINT1_23070.3, SINT1_23070.1	FGIG_10621
OG0003286	SINT1_66370.1, SINT1_66370.5, SINT1_66370.2, SINT1_66370.3, SINT1_66370.4, SINT1_66370.6	FGIG_10657
OG0003287	SINT1_9530.1	FGIG_10686
OG0003289	SINT1_13350.1	FGIG_10772
OG0003290	SINT1_10490.1	FGIG_11006
OG0003291	SINT1_17390.1, SINT1_17390.2	FGIG_11157
OG0003292	SINT1_83810.1	FGIG_11166
OG0003293	SINT1_27270.1	FGIG_11234
OG0003294	SINT1_33600.1	FGIG_11258
OG0003295	SINT1_26010.1, SINT1_26010.2, SINT1_26010.3, SINT1_26030.1, SINT1_26030.2	FGIG_11269
OG0003296	SINT1_54170.1	FGIG_12360, FGIG_11371
OG0003297	SINT1_17820.1	FGIG_11432
OG0003298	SINT1_46230.1	FGIG_11454, FGIG_11539
OG0003299	SINT1_75970.1, SINT1_75970.2	FGIG_11644, FGIG_12619
OG0003300	SINT1_13640.1, SINT1_13640.2, SINT1_13640.3	FGIG_11672
OG0003301	SINT1_44110.1	FGIG_11783
OG0003302	SINT1_8260.1, SINT1_8260.2	FGIG_11908
OG0003303	SINT1_54270.1	FGIG_12001
OG0003304	SINT1_7130.2, SINT1_7130.1, SINT1_7130.3	FGIG_12346
OG0003305	SINT1_72970.1, SINT1_72970.2	FGIG_12365
OG0003306	SINT1_56070.1	FGIG_12477
OG0003307	SINT1_26230.1	FGIG_12638
OG0003326	SINT1_66230.1, SINT1_66230.2, SINT1_66230.3, SINT1_66230.4	FGIG_00027
OG0003327	SINT1_75730.4, SINT1_75730.3, SINT1_75730.1, SINT1_75730.2, SINT1_75730.5, SINT1_75730.6, SINT1_75730.7	FGIG_00066
OG0003328	SINT1_73370.1	FGIG_00138, FGIG_11210
OG0003329	SINT1_92920.1	FGIG_00157
OG0003330	SINT1_51600.1	FGIG_00309
OG0003331	SINT1_9840.1, SINT1_9840.2	FGIG_00333
OG0003332	SINT1_32070.1, SINT1_32060.1	FGIG_00348, FGIG_00349
OG0003333	SINT1_6480.1	FGIG_00370
OG0003334	SINT1_28500.2, SINT1_28500.3, SINT1_28500.5, SINT1_28500.4, SINT1_28500.6, SINT1_28500.1	FGIG_00412
OG0003335	SINT1_63690.3, SINT1_63690.1, SINT1_63690.2	FGIG_00467
OG0003336	SINT1_61500.1	FGIG_00550
OG0003337	SINT1_75190.1	FGIG_00566
OG0003338	SINT1_16840.1, SINT1_16840.2	FGIG_00567
OG0003339	SINT1_680.1, SINT1_670.1	FGIG_00577
OG0003340	SINT1_39710.1	FGIG_11568, FGIG_00580
OG0003341	SINT1_67020.1, SINT1_67020.2	FGIG_00605, FGIG_05908, FGIG_05907
OG0003342	SINT1_13820.1, SINT1_13820.2, SINT1_13820.3, SINT1_13820.4	FGIG_00621
OG0003343	SINT1_51390.1, SINT1_51390.3, SINT1_51390.2, SINT1_51390.4	FGIG_00652
OG0003344	SINT1_23370.1, SINT1_23370.2	FGIG_00691
OG0003346	SINT1_92520.1	FGIG_00761
OG0003347	SINT1_44470.1	FGIG_00787, FGIG_11412
OG0003348	SINT1_53450.1, SINT1_53450.2	FGIG_00824
OG0003349	SINT1_40210.1, SINT1_40210.3, SINT1_40210.4, SINT1_40210.2	FGIG_00956
OG0003350	SINT1_68700.1, SINT1_68700.2	FGIG_01005
OG0003351	SINT1_72450.1	FGIG_01029
OG0003352	SINT1_79440.3, SINT1_79440.2, SINT1_79440.1	FGIG_01055
OG0003353	SINT1_27560.1, SINT1_27560.2	FGIG_08293, FGIG_01107
OG0003354	SINT1_27630.1	FGIG_01213
OG0003355	SINT1_68380.1	FGIG_05751, FGIG_01233
OG0003357	SINT1_43130.1	FGIG_01285, FGIG_01286
OG0003358	SINT1_88420.1	FGIG_01317, FGIG_12690
OG0003359	SINT1_57670.1	FGIG_01325
OG0003360	SINT1_33100.1, SINT1_33100.2, SINT1_33100.3, SINT1_33100.4	FGIG_01347
OG0003361	SINT1_19660.1	FGIG_01419
OG0003362	SINT1_74360.1	FGIG_01463
OG0003363	SINT1_29970.1, SINT1_29970.2	FGIG_01536, FGIG_01537
OG0003364	SINT1_83780.1	FGIG_01642
OG0003365	SINT1_19100.2, SINT1_19100.5, SINT1_19100.1, SINT1_19100.4, SINT1_19100.3	FGIG_01696
OG0003366	SINT1_61320.1	FGIG_01727
OG0003367	SINT1_47640.1	FGIG_01780
OG0003368	SINT1_37890.1	FGIG_01783
OG0003369	SINT1_64640.1, SINT1_64630.1, SINT1_64630.2	FGIG_01830
OG0003370	SINT1_25860.1	FGIG_01957
OG0003371	SINT1_47580.1	FGIG_02019
OG0003372	SINT1_92590.1	FGIG_02026
OG0003373	SINT1_15540.1, SINT1_15540.2	FGIG_02213
OG0003374	SINT1_93310.1	FGIG_10992, FGIG_02215
OG0003375	SINT1_68900.1, SINT1_68900.2	FGIG_02328
OG0003376	SINT1_47880.1	FGIG_02356
OG0003377	SINT1_80330.1	FGIG_02440, FGIG_08574, FGIG_02441
OG0003378	SINT1_81810.1	FGIG_05882, FGIG_02455
OG0003379	SINT1_65150.1	FGIG_02476
OG0003380	SINT1_51220.1	FGIG_02530
OG0003381	SINT1_54840.1, SINT1_54840.2, SINT1_54840.3	FGIG_08975, FGIG_06170, FGIG_02604
OG0003382	SINT1_69340.3, SINT1_69340.2, SINT1_69340.1, SINT1_69340.5, SINT1_69340.4	FGIG_02624
OG0003383	SINT1_6220.1	FGIG_02627
OG0003384	SINT1_43430.3, SINT1_43430.2, SINT1_43430.1	FGIG_02644
OG0003385	SINT1_89840.1	FGIG_02658
OG0003386	SINT1_21830.1	FGIG_02736
OG0003387	SINT1_15370.1, SINT1_15370.2	FGIG_02791
OG0003388	SINT1_92260.1	FGIG_02832
OG0003389	SINT1_46420.1	FGIG_02845
OG0003390	SINT1_34710.1, SINT1_34710.2	FGIG_02967, FGIG_06462, FGIG_11310, FGIG_02968
OG0003391	SINT1_78050.1	FGIG_02989
OG0003392	SINT1_55220.1	FGIG_03019
OG0003393	SINT1_32590.1	FGIG_03104
OG0003394	SINT1_42370.1	FGIG_03228, FGIG_10570
OG0003395	SINT1_55550.1	FGIG_03232
OG0003396	SINT1_43850.1, SINT1_43850.2, SINT1_43850.3, SINT1_43850.4	FGIG_03268
OG0003397	SINT1_22100.1, SINT1_22100.3, SINT1_22100.2	FGIG_11253, FGIG_03277
OG0003398	SINT1_9720.1, SINT1_9720.3, SINT1_9720.2, SINT1_9720.4	FGIG_03315
OG0003399	SINT1_35380.1, SINT1_35380.3, SINT1_35380.2	FGIG_03351
OG0003400	SINT1_72140.1, SINT1_72140.2, SINT1_72140.3, SINT1_72140.4, SINT1_72140.5, SINT1_72140.6	FGIG_03383
OG0003401	SINT1_32930.1	FGIG_06798
OG0003402	SINT1_20800.1	FGIG_03727
OG0003403	SINT1_50270.1	FGIG_03770
OG0003404	SINT1_73990.1	FGIG_03912
OG0003405	SINT1_47610.1	FGIG_09971, FGIG_03953
OG0003406	SINT1_7040.1	FGIG_03955
OG0003407	SINT1_83500.1, SINT1_83500.2	FGIG_04038
OG0003408	SINT1_25700.1	FGIG_04180
OG0003409	SINT1_68800.1, SINT1_17630.1, SINT1_22810.1	FGIG_04283
OG0003410	SINT1_68720.1	FGIG_04321
OG0003411	SINT1_39350.1	FGIG_04428
OG0003412	SINT1_5120.1, SINT1_5120.2, SINT1_5120.3	FGIG_04567
OG0003413	SINT1_2230.1	FGIG_04605
OG0003414	SINT1_39520.1	FGIG_04641
OG0003415	SINT1_78500.1, SINT1_78500.2	FGIG_05494, FGIG_04667
OG0003416	SINT1_68540.1, SINT1_68540.2	FGIG_04682
OG0003417	SINT1_56020.1	FGIG_04700
OG0003418	SINT1_47140.1	FGIG_04781
OG0003419	SINT1_72920.1	FGIG_04950
OG0003420	SINT1_36900.1	FGIG_04953
OG0003421	SINT1_37780.1	FGIG_05044
OG0003422	SINT1_46900.1, SINT1_46900.2	FGIG_05101, FGIG_11462
OG0003423	SINT1_13230.1	FGIG_05139, FGIG_05140
OG0003424	SINT1_85160.1, SINT1_85160.2	FGIG_05199, FGIG_06598, FGIG_05198
OG0003425	SINT1_83670.1	FGIG_05221
OG0003426	SINT1_63590.1, SINT1_63590.2	FGIG_05233
OG0003427	SINT1_44630.1	FGIG_05263
OG0003428	SINT1_81460.4, SINT1_81460.3, SINT1_81460.1, SINT1_81460.2	FGIG_05322
OG0003429	SINT1_76730.2, SINT1_76730.3, SINT1_76730.1, SINT1_76730.4	FGIG_05378
OG0003430	SINT1_75850.1	FGIG_05381
OG0003431	SINT1_20420.1, SINT1_20420.2	FGIG_05479
OG0003432	SINT1_69860.1, SINT1_69860.2	FGIG_05497
OG0003433	SINT1_4780.1	FGIG_05557
OG0003434	SINT1_59460.1	FGIG_05575, FGIG_05573
OG0003435	SINT1_36930.1, SINT1_36930.2, SINT1_36930.3, SINT1_36930.4	FGIG_05623
OG0003436	SINT1_50290.1, SINT1_50290.2	FGIG_05658, FGIG_05657
OG0003437	SINT1_71810.1, SINT1_71810.2	FGIG_05713
OG0003438	SINT1_31020.2, SINT1_31020.1, SINT1_31020.3	FGIG_05722
OG0003439	SINT1_22340.1	FGIG_05729
OG0003440	SINT1_21510.1	FGIG_05741
OG0003441	SINT1_27000.1	FGIG_08834, FGIG_05805
OG0003442	SINT1_71610.1, SINT1_71610.2, SINT1_71610.3	FGIG_05841
OG0003443	SINT1_58610.1, SINT1_58590.1	FGIG_05859
OG0003444	SINT1_10920.1	FGIG_05870
OG0003445	SINT1_44830.1, SINT1_44830.3, SINT1_44830.2	FGIG_05949
OG0003446	SINT1_35080.1	FGIG_05978
OG0003447	SINT1_5430.1	FGIG_06010
OG0003448	SINT1_69210.1	FGIG_06070
OG0003449	SINT1_69220.1	FGIG_06071
OG0003450	SINT1_65380.1, SINT1_65380.2	FGIG_06121
OG0003451	SINT1_83970.3, SINT1_83970.1, SINT1_83970.2	FGIG_06150
OG0003452	SINT1_8690.1, SINT1_8690.3, SINT1_8690.4, SINT1_8690.5, SINT1_8690.6, SINT1_8690.2	FGIG_06174
OG0003453	SINT1_43390.1, SINT1_43390.2	FGIG_06213
OG0003454	SINT1_34250.1	FGIG_07233, FGIG_06256
OG0003455	SINT1_61480.1, SINT1_61480.2, SINT1_61480.3, SINT1_61480.4	FGIG_06283
OG0003456	SINT1_8240.2, SINT1_8240.1	FGIG_06307
OG0003457	SINT1_38070.1, SINT1_38070.2	FGIG_06344
OG0003458	SINT1_39210.2, SINT1_39210.4, SINT1_39210.1, SINT1_39210.3	FGIG_06349
OG0003459	SINT1_72850.1	FGIG_12029, FGIG_06414
OG0003460	SINT1_44490.1	FGIG_06432
OG0003461	SINT1_82880.1, SINT1_82880.2, SINT1_82880.3	FGIG_06491
OG0003462	SINT1_39590.1	FGIG_06516
OG0003463	SINT1_83580.1	FGIG_06582
OG0003464	SINT1_80120.1	FGIG_06669, FGIG_10395
OG0003465	SINT1_62610.1	FGIG_06693
OG0003466	SINT1_10080.1	FGIG_06768
OG0003467	SINT1_75990.1	FGIG_06773
OG0003468	SINT1_67840.1	FGIG_06775
OG0003469	SINT1_50470.3, SINT1_50470.1, SINT1_50470.2, SINT1_50470.5, SINT1_50470.4	FGIG_06789, FGIG_12033
OG0003470	SINT1_52140.1	FGIG_06855, FGIG_07604
OG0003471	SINT1_45950.1	FGIG_06877
OG0003472	SINT1_9060.1	FGIG_06945
OG0003473	SINT1_76690.1, SINT1_76690.2	FGIG_07054, FGIG_07055, FGIG_07056
OG0003474	SINT1_56480.1	FGIG_07164
OG0003475	SINT1_24550.1, SINT1_24550.2, SINT1_24550.3	FGIG_08007, FGIG_07166
OG0003476	SINT1_42770.1	FGIG_07337, FGIG_07336, FGIG_07338
OG0003477	SINT1_87770.1	FGIG_07412
OG0003478	SINT1_6270.1	FGIG_07434
OG0003479	SINT1_28080.1, SINT1_28080.2, SINT1_28080.3	FGIG_07482
OG0003480	SINT1_67150.1	FGIG_12064, FGIG_07490
OG0003481	SINT1_61310.1, SINT1_61310.2	FGIG_07505
OG0003482	SINT1_86120.1, SINT1_86120.2	FGIG_07511
OG0003483	SINT1_30460.1, SINT1_30460.2, SINT1_30460.3	FGIG_07526
OG0003484	SINT1_4250.1	FGIG_12673, FGIG_07557
OG0003485	SINT1_82090.1, SINT1_82100.1	FGIG_07575
OG0003486	SINT1_41360.1	FGIG_07576
OG0003487	SINT1_51550.1	FGIG_07648
OG0003488	SINT1_11720.2, SINT1_11720.1, SINT1_11720.3	FGIG_07953
OG0003489	SINT1_75570.3, SINT1_75570.5, SINT1_75570.4, SINT1_75570.2, SINT1_75570.1	FGIG_08029, FGIG_08030
OG0003490	SINT1_8950.2, SINT1_8950.3, SINT1_8950.4, SINT1_8950.1	FGIG_08068
OG0003491	SINT1_34070.2, SINT1_34070.1	FGIG_08112, FGIG_12117
OG0003492	SINT1_60690.3, SINT1_60690.1, SINT1_60690.2, SINT1_60690.4	FGIG_08145
OG0003493	SINT1_90200.1	FGIG_08216
OG0003494	SINT1_91470.1, SINT1_91470.2	FGIG_08362
OG0003495	SINT1_4050.2, SINT1_4050.1, SINT1_4050.3	FGIG_10021, FGIG_10022, FGIG_08396
OG0003496	SINT1_30420.1	FGIG_08431
OG0003497	SINT1_55440.1, SINT1_55440.2	FGIG_08580
OG0003498	SINT1_69440.1	FGIG_08643
OG0003499	SINT1_61810.1, SINT1_61810.2	FGIG_08680, FGIG_09723
OG0003500	SINT1_62990.1	FGIG_09031
OG0003501	SINT1_76290.1	FGIG_09062
OG0003502	SINT1_86200.1, SINT1_86200.2	FGIG_09063
OG0003503	SINT1_5760.1, SINT1_5760.2	FGIG_09082
OG0003504	SINT1_95410.1, SINT1_95410.2, SINT1_95380.1, SINT1_95380.2, SINT1_95380.3	FGIG_09166
OG0003505	SINT1_51100.1	FGIG_09275
OG0003506	SINT1_1030.3, SINT1_1030.1, SINT1_1030.2	FGIG_09306
OG0003507	SINT1_4060.1	FGIG_09412
OG0003508	SINT1_64310.1, SINT1_64310.2, SINT1_64310.3	FGIG_09438
OG0003509	SINT1_44000.1	FGIG_09546, FGIG_09545
OG0003510	SINT1_1010.1, SINT1_1010.2	FGIG_09594
OG0003511	SINT1_64220.1	FGIG_09712
OG0003512	SINT1_81360.1	FGIG_09721
OG0003513	SINT1_74610.1	FGIG_09801
OG0003514	SINT1_29010.1	FGIG_09807
OG0003515	SINT1_92320.1	FGIG_09892
OG0003516	SINT1_50880.2, SINT1_50880.1	FGIG_09916
OG0003517	SINT1_93860.1, SINT1_93860.2	FGIG_10167
OG0003518	SINT1_85170.1, SINT1_85170.3, SINT1_85170.2	FGIG_10174
OG0003519	SINT1_37700.1, SINT1_37700.2	FGIG_10419
OG0003520	SINT1_57630.1, SINT1_57630.2	FGIG_10467
OG0003521	SINT1_11910.2, SINT1_11910.3, SINT1_11910.4, SINT1_11910.1, SINT1_11910.5, SINT1_11910.6	FGIG_12051, FGIG_10478
OG0003523	SINT1_54590.1, SINT1_54590.2, SINT1_54590.3	FGIG_10550
OG0003524	SINT1_61730.1	FGIG_10704
OG0003525	SINT1_3310.1, SINT1_3310.2	FGIG_11007, FGIG_10781
OG0003526	SINT1_30150.1	FGIG_10791
OG0003527	SINT1_78510.1, SINT1_78510.2	FGIG_10811
OG0003528	SINT1_630.1	FGIG_10880
OG0003529	SINT1_42180.1	FGIG_10912
OG0003530	SINT1_65770.1, SINT1_65770.2, SINT1_65770.3	FGIG_10914
OG0003531	SINT1_10770.1	FGIG_10989
OG0003532	SINT1_8300.1	FGIG_11060
OG0003533	SINT1_48310.1, SINT1_48310.2	FGIG_11092
OG0003534	SINT1_85890.1, SINT1_85890.2	FGIG_11538, FGIG_11202, FGIG_12694
OG0003535	SINT1_94650.1	FGIG_11666
OG0003536	SINT1_60740.1	FGIG_11774
OG0003537	SINT1_59030.1	FGIG_11863
OG0003538	SINT1_22370.1	FGIG_11871
OG0003539	SINT1_75870.2, SINT1_75870.1, SINT1_75870.4, SINT1_75870.3	FGIG_11917
OG0003540	SINT1_4270.1	FGIG_12074
OG0003541	SINT1_84710.1	FGIG_12159
OG0003542	SINT1_63650.1, SINT1_63650.2	FGIG_12196
OG0003543	SINT1_49520.1	FGIG_12417
OG0003544	SINT1_48490.1	FGIG_12447
OG0003545	SINT1_19690.1, SINT1_19690.2, SINT1_19690.3	FGIG_12639
OG0003577	SINT1_44540.1	FGIG_05691, FGIG_05690, FGIG_00043
OG0003578	SINT1_93010.1	FGIG_00080
OG0003579	SINT1_36590.1	FGIG_00148
OG0003580	SINT1_15970.1	FGIG_00273
OG0003581	SINT1_41270.1	FGIG_00360
OG0003582	SINT1_57070.1	FGIG_00366
OG0003583	SINT1_2800.1	FGIG_00376
OG0003584	SINT1_61340.1	FGIG_00469
OG0003585	SINT1_82570.1	FGIG_00518
OG0003586	SINT1_45060.1	FGIG_00534
OG0003587	SINT1_11100.2, SINT1_11100.1, SINT1_11100.3	FGIG_00586
OG0003588	SINT1_16290.2, SINT1_16290.1	FGIG_00743
OG0003589	SINT1_70400.1	FGIG_00813
OG0003590	SINT1_6250.1	FGIG_12402, FGIG_00895
OG0003591	SINT1_58930.1	FGIG_00905
OG0003592	SINT1_72580.1, SINT1_72580.2	FGIG_00927
OG0003593	SINT1_33430.1	FGIG_00974
OG0003594	SINT1_15590.1, SINT1_15590.2	FGIG_00996
OG0003595	SINT1_84070.1	FGIG_01053
OG0003596	SINT1_52770.1	FGIG_01069
OG0003597	SINT1_72210.3, SINT1_72210.1, SINT1_72210.2	FGIG_01078
OG0003598	SINT1_36230.1	FGIG_01092
OG0003599	SINT1_13420.1	FGIG_01106
OG0003600	SINT1_5180.1	FGIG_01135
OG0003601	SINT1_27660.1	FGIG_01211
OG0003602	SINT1_64240.1, SINT1_64240.2	FGIG_01316
OG0003603	SINT1_70310.1	FGIG_01389
OG0003605	SINT1_16580.1	FGIG_01482
OG0003606	SINT1_34320.1, SINT1_34320.2, SINT1_34320.3, SINT1_34320.4, SINT1_34320.5, SINT1_34320.6	FGIG_01532
OG0003607	SINT1_15130.1, SINT1_15130.2	FGIG_01612
OG0003608	SINT1_36160.1	FGIG_01683
OG0003609	SINT1_24640.1, SINT1_24640.2	FGIG_01810
OG0003610	SINT1_86930.1	FGIG_01872
OG0003611	SINT1_53970.1, SINT1_53970.2	FGIG_01911
OG0003612	SINT1_59060.1	FGIG_01920, FGIG_01921, FGIG_01922
OG0003613	SINT1_67630.1	FGIG_01939
OG0003614	SINT1_58870.1	FGIG_01971, FGIG_01972
OG0003615	SINT1_38960.1	FGIG_01976
OG0003616	SINT1_17770.1	FGIG_02007, FGIG_02006
OG0003617	SINT1_60290.1	FGIG_02047
OG0003618	SINT1_24450.1	FGIG_02055
OG0003619	SINT1_10510.1, SINT1_10510.2	FGIG_02061
OG0003620	SINT1_48880.1	FGIG_08873
OG0003621	SINT1_54020.1, SINT1_54020.2, SINT1_54020.3, SINT1_54020.4	FGIG_02103
OG0003622	SINT1_69790.1	FGIG_02151, FGIG_02150, FGIG_07012
OG0003623	SINT1_49860.1, SINT1_49860.2, SINT1_49860.3	FGIG_02257
OG0003624	SINT1_12020.1	FGIG_02258
OG0003625	SINT1_84660.1	FGIG_12606, FGIG_02275
OG0003626	SINT1_84130.1	FGIG_02277
OG0003627	SINT1_83910.1	FGIG_02279, FGIG_02278
OG0003628	SINT1_33700.1, SINT1_33700.2	FGIG_02331
OG0003629	SINT1_7340.1	FGIG_02383
OG0003630	SINT1_35820.1	FGIG_02400
OG0003631	SINT1_77490.1, SINT1_77490.2, SINT1_77490.3, SINT1_77490.4	FGIG_02436
OG0003632	SINT1_63950.1, SINT1_63950.2	FGIG_02505
OG0003633	SINT1_53200.1	FGIG_02585
OG0003634	SINT1_76790.1	FGIG_02606, FGIG_02607
OG0003635	SINT1_75330.1	FGIG_02628
OG0003636	SINT1_72880.1, SINT1_72880.2	FGIG_11211, FGIG_02695
OG0003637	SINT1_66930.1	FGIG_02762
OG0003638	SINT1_53870.2, SINT1_53870.1, SINT1_53870.4, SINT1_53870.3, SINT1_53850.1	FGIG_02770, FGIG_02771
OG0003639	SINT1_53880.1, SINT1_53880.2	FGIG_02772
OG0003640	SINT1_4750.1, SINT1_4750.4, SINT1_4750.2, SINT1_4750.3	FGIG_02786
OG0003641	SINT1_74560.1	FGIG_02865
OG0003642	SINT1_56300.2, SINT1_56300.1	FGIG_02922
OG0003643	SINT1_71480.1	FGIG_02927
OG0003644	SINT1_15110.1, SINT1_15110.2	FGIG_03073
OG0003645	SINT1_47060.1	FGIG_03143
OG0003646	SINT1_53410.2, SINT1_53410.5, SINT1_53410.1, SINT1_53410.3, SINT1_53410.4	FGIG_03166
OG0003647	SINT1_15450.1	FGIG_03168
OG0003648	SINT1_10140.1	FGIG_03188
OG0003649	SINT1_38570.1, SINT1_38570.2	FGIG_03219
OG0003650	SINT1_15510.1	FGIG_03263
OG0003651	SINT1_50450.1, SINT1_50450.2	FGIG_03287
OG0003652	SINT1_54000.1	FGIG_03323, FGIG_10472
OG0003653	SINT1_39780.1	FGIG_03385
OG0003654	SINT1_66040.1	FGIG_03411
OG0003655	SINT1_30190.1	FGIG_03536
OG0003656	SINT1_69990.1, SINT1_69990.2, SINT1_69990.3, SINT1_69990.4	FGIG_03555
OG0003657	SINT1_3470.1, SINT1_3470.2, SINT1_3470.3	FGIG_03629
OG0003658	SINT1_71500.1	FGIG_03659
OG0003659	SINT1_77360.1	FGIG_03808, FGIG_03705, FGIG_10990
OG0003660	SINT1_71150.1	FGIG_03712
OG0003661	SINT1_51930.2, SINT1_51930.1	FGIG_03773
OG0003662	SINT1_43920.1	FGIG_03809
OG0003663	SINT1_69290.1, SINT1_69290.2	FGIG_03827
OG0003664	SINT1_55410.1, SINT1_55420.1	FGIG_04081
OG0003665	SINT1_71600.1	FGIG_04110
OG0003666	SINT1_57560.4, SINT1_57560.5, SINT1_57570.1	FGIG_04175
OG0003667	SINT1_16640.1	FGIG_04235
OG0003668	SINT1_53770.3, SINT1_53770.2, SINT1_53770.1	FGIG_04251
OG0003669	SINT1_54900.1	FGIG_05183, FGIG_04279
OG0003670	SINT1_62110.1	FGIG_04318
OG0003671	SINT1_74530.1, SINT1_74530.3, SINT1_74530.2, SINT1_74530.4, SINT1_74530.5, SINT1_74530.6	FGIG_04333
OG0003672	SINT1_92420.1	FGIG_04413
OG0003673	SINT1_86420.1	FGIG_04449
OG0003674	SINT1_34160.1, SINT1_34160.2	FGIG_04589, FGIG_04590
OG0003675	SINT1_63630.1, SINT1_63630.2, SINT1_63630.3	FGIG_04600
OG0003676	SINT1_92490.1, SINT1_92490.2	FGIG_04653, FGIG_04652
OG0003677	SINT1_96410.1, SINT1_96430.1, SINT1_78450.1	FGIG_04666
OG0003678	SINT1_31340.1	FGIG_04715, FGIG_04716, FGIG_04714
OG0003679	SINT1_44910.1, SINT1_44910.2	FGIG_04803
OG0003680	SINT1_37300.1, SINT1_37300.3, SINT1_37300.2	FGIG_04884
OG0003681	SINT1_85700.1, SINT1_85700.2, SINT1_85700.3	FGIG_04982
OG0003682	SINT1_74390.1	FGIG_04999
OG0003683	SINT1_9390.1, SINT1_9390.2, SINT1_9390.3, SINT1_9390.4, SINT1_9390.5, SINT1_9390.6, SINT1_9390.7, SINT1_9390.8	FGIG_05008
OG0003684	SINT1_96660.1	FGIG_05125
OG0003685	SINT1_38230.1	FGIG_05168
OG0003686	SINT1_89510.1, SINT1_89510.2	FGIG_05189, FGIG_05190, FGIG_05191
OG0003687	SINT1_96200.1, SINT1_96230.1	FGIG_05219
OG0003688	SINT1_80810.1	FGIG_05228
OG0003689	SINT1_62220.1	FGIG_05234
OG0003690	SINT1_54960.1, SINT1_54960.2	FGIG_09787, FGIG_05256
OG0003691	SINT1_94360.1	FGIG_05257
OG0003692	SINT1_38360.1, SINT1_38360.2	FGIG_05307
OG0003693	SINT1_53130.1	FGIG_05359
OG0003694	SINT1_23970.1, SINT1_23970.2, SINT1_23970.3	FGIG_05400
OG0003695	SINT1_64300.1, SINT1_64300.2	FGIG_05402
OG0003696	SINT1_69050.1, SINT1_69050.2	FGIG_05430
OG0003697	SINT1_1450.1	FGIG_05465
OG0003698	SINT1_32890.1, SINT1_32890.2, SINT1_32890.4, SINT1_32890.6, SINT1_32890.3, SINT1_32890.5	FGIG_05470, FGIG_05471
OG0003699	SINT1_32450.1, SINT1_32450.2	FGIG_05504, FGIG_12553
OG0003700	SINT1_46260.1	FGIG_05526
OG0003701	SINT1_79850.2, SINT1_79850.1, SINT1_79850.3	FGIG_05891
OG0003703	SINT1_12250.1	FGIG_05933
OG0003704	SINT1_33510.1, SINT1_33510.2	FGIG_13994, FGIG_05964
OG0003705	SINT1_34470.1, SINT1_34470.2, SINT1_34470.3, SINT1_34470.4, SINT1_34470.5, SINT1_34470.6	FGIG_06163
OG0003706	SINT1_89730.3, SINT1_89730.2, SINT1_89730.1	FGIG_06271, FGIG_06272
OG0003707	SINT1_4820.1	FGIG_06450
OG0003708	SINT1_61150.1	FGIG_06479
OG0003709	SINT1_2070.1, SINT1_2070.2	FGIG_06505
OG0003710	SINT1_33570.1	FGIG_06612
OG0003711	SINT1_66560.1, SINT1_66560.2	FGIG_06613
